balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
1640158,777815,2025-05-23,111,110,BOS,BAL,Boston Red Sox,Baltimore Orioles,Red Sox,Orioles,0,0,regular,regular,2025,2025,55,53,45,39,19,5,20,14,6,3,0,0,3,0,19,5,35,17,8,3,7,11,0,1,0.257,0.235,0.329,0.301,0.428,0.389,0.757,0.69,1,0,0,1,4.05,5.75,9.0,8.0,14,20,5,19,0,3,3,8,11,7,0.358,0.444,1.35,1.51,0,2,2025-05-23
18633,777811,2025-05-23,113,112,CIN,CHC,Cincinnati Reds,Chicago Cubs,Reds,Cubs,0,0,regular,regular,2025,2025,53,51,39,41,6,13,13,13,4,4,1,0,0,4,4,13,19,29,5,4,6,7,0,0,0.243,0.262,0.319,0.336,0.393,0.453,0.712,0.789,0,1,1,0,3.67,3.94,9.0,9.0,13,13,13,6,4,0,4,5,7,6,0.317,0.333,1.18,1.29,0,2,2025-05-23
18636,777806,2025-05-23,134,158,PIT,MIL,Pittsburgh Pirates,Milwaukee Brewers,Pirates,Brewers,0,0,regular,regular,2025,2025,52,52,38,40,6,5,12,11,1,0,0,0,2,1,5,5,19,14,5,6,8,16,1,2,0.221,0.231,0.303,0.31,0.326,0.354,0.629,0.664,1,0,0,1,4.04,4.12,10.0,9.2,11,12,4,4,1,2,6,5,16,8,0.275,0.315,1.27,1.34,1,2,2025-05-23
18638,777801,2025-05-23,120,137,WSH,SF,Washington Nationals,San Francisco Giants,Nationals,Giants,0,0,regular,regular,2025,2025,54,51,29,30,0,4,5,7,3,0,0,0,0,0,0,3,8,7,3,6,3,13,0,0,0.242,0.236,0.312,0.314,0.389,0.385,0.701,0.699,0,1,1,0,5.21,3.27,9.0,9.0,7,5,4,0,0,0,6,3,13,3,0.233,0.172,1.44,1.22,0,0,2025-05-23
18639,777810,2025-05-23,139,141,TB,TOR,Tampa Bay Rays,Toronto Blue Jays,Rays,Blue Jays,0,0,regular,regular,2025,2025,50,52,31,28,3,1,8,4,3,1,0,0,2,0,3,0,17,5,2,8,7,5,1,0,0.241,0.249,0.306,0.321,0.37,0.38,0.676,0.701,1,0,0,1,3.82,4.09,9.0,8.0,4,8,1,3,0,2,8,2,5,7,0.142,0.258,1.22,1.22,0,0,2025-05-23
18634,777807,2025-05-23,116,114,DET,CLE,Detroit Tigers,Cleveland Guardians,Tigers,Guardians,0,0,regular,regular,2025,2025,54,54,33,35,1,3,6,8,3,1,0,2,1,0,1,3,12,13,2,3,9,7,0,1,0.255,0.233,0.327,0.307,0.415,0.381,0.742,0.688,0,1,1,0,3.35,3.97,9.0,9.0,8,6,3,1,0,1,3,2,7,9,0.228,0.181,1.18,1.39,0,0,2025-05-23
18635,777808,2025-05-23,121,119,NYM,LAD,New York Mets,Los Angeles Dodgers,Mets,Dodgers,0,0,regular,regular,2025,2025,52,51,42,44,5,7,7,10,0,1,1,0,1,0,5,7,12,11,7,7,12,11,0,0,0.244,0.266,0.327,0.343,0.405,0.465,0.732,0.808,0,1,1,0,2.86,4.12,13.0,13.0,10,7,6,4,0,1,7,7,11,12,0.227,0.166,1.26,1.28,0,1,2025-05-23
18637,777813,2025-05-23,144,135,ATL,SD,Atlanta Braves,San Diego Padres,Braves,Padres,0,0,regular,regular,2025,2025,52,49,32,30,1,2,6,6,0,1,0,0,1,2,1,2,9,13,3,2,10,8,1,1,0.245,0.255,0.317,0.32,0.389,0.39,0.706,0.71,0,1,1,0,3.81,3.45,9.0,9.0,6,6,2,1,2,1,2,3,8,10,0.2,0.187,1.24,1.19,0,0,2025-05-23
18643,777805,2025-05-23,145,140,CWS,TEX,Chicago White Sox,Texas Rangers,White Sox,Rangers,0,0,regular,regular,2025,2025,51,52,30,29,4,1,8,3,0,2,0,0,0,0,4,1,8,5,3,4,8,7,1,0,0.217,0.225,0.287,0.286,0.331,0.365,0.618,0.651,1,0,0,1,4.13,3.26,9.0,8.0,3,8,1,3,0,0,4,3,7,8,0.103,0.266,1.38,1.13,0,1,2025-05-23
18642,777800,2025-05-23,117,136,HOU,SEA,Houston Astros,Seattle Mariners,Astros,Mariners,0,0,regular,regular,2025,2025,51,50,36,34,3,5,11,10,1,2,0,0,1,3,3,5,15,21,1,5,3,10,0,0,0.25,0.237,0.32,0.326,0.383,0.402,0.703,0.728,0,1,1,0,3.48,3.72,9.0,9.0,10,11,5,3,3,1,5,1,10,3,0.294,0.305,1.16,1.31,0,0,2025-05-23
