balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
3218,778498,2025-04-01,113,140,CIN,TEX,Cincinnati Reds,Texas Rangers,Reds,Rangers,0,0,regular,regular,2025,2025,5,6,30,31,0,1,4,4,0,1,0,0,0,1,0,1,4,8,0,4,8,6,0,1,0.239,0.207,0.299,0.272,0.393,0.359,0.692,0.631,0,1,1,0,3.2,3.4,9.0,9.0,4,4,1,0,1,0,4,0,6,8,0.129,0.133,0.93,1.21,1,0,2025-04-01
3216,778497,2025-04-01,146,121,MIA,NYM,Miami Marlins,New York Mets,Marlins,Mets,0,0,regular,regular,2025,2025,6,5,28,32,4,2,3,5,2,1,0,0,1,1,4,2,8,9,1,1,9,6,0,1,0.232,0.179,0.311,0.275,0.374,0.346,0.685,0.621,1,0,0,1,3.47,2.36,9.0,8.0,5,3,2,2,1,1,1,1,6,9,0.156,0.107,1.23,1.07,0,2,2025-04-01
3217,778493,2025-04-01,139,134,TB,PIT,Tampa Bay Rays,Pittsburgh Pirates,Rays,Pirates,0,0,regular,regular,2025,2025,5,6,32,34,7,0,10,9,1,0,1,0,1,0,7,0,16,9,6,0,4,15,1,0,0.296,0.189,0.371,0.284,0.426,0.259,0.797,0.543,1,0,0,1,1.6,4.47,9.0,8.0,9,10,0,7,0,1,0,6,15,4,0.264,0.312,0.84,1.53,0,1,2025-04-01
3215,778492,2025-04-01,147,109,NYY,AZ,New York Yankees,Arizona Diamondbacks,Yankees,D-backs,0,0,regular,regular,2025,2025,4,5,33,31,5,7,5,5,1,1,0,0,3,2,3,7,15,12,3,7,14,11,1,1,0.289,0.298,0.381,0.382,0.719,0.515,1.1,0.897,0,1,1,0,4.25,4.8,9.0,9.0,5,5,7,3,2,3,7,3,11,14,0.161,0.151,1.28,1.22,0,1,2025-04-01
3219,778491,2025-04-01,141,120,TOR,WSH,Toronto Blue Jays,Washington Nationals,Blue Jays,Nationals,0,0,regular,regular,2025,2025,6,5,33,31,5,3,12,6,0,3,0,0,0,0,5,3,12,9,2,4,7,12,0,1,0.285,0.223,0.356,0.291,0.415,0.428,0.771,0.719,1,0,0,1,4.83,5.32,9.0,8.0,6,12,3,3,0,0,4,2,12,7,0.193,0.363,1.26,1.7,0,1,2025-04-01
3222,778490,2025-04-01,145,142,CWS,MIN,Chicago White Sox,Minnesota Twins,White Sox,Twins,0,0,regular,regular,2025,2025,5,5,34,35,3,8,9,10,1,1,0,0,1,1,3,8,13,14,1,6,13,7,0,0,0.222,0.174,0.282,0.253,0.405,0.267,0.687,0.52,0,1,1,0,2.2,6.37,9.0,9.0,10,9,8,3,1,1,6,1,7,13,0.285,0.264,1.09,1.59,0,0,2025-04-01
3221,778488,2025-04-01,158,118,MIL,KC,Milwaukee Brewers,Kansas City Royals,Brewers,Royals,0,0,regular,regular,2025,2025,5,5,30,31,5,0,7,4,0,3,0,0,2,0,5,0,13,7,3,4,8,9,1,0,0.227,0.233,0.295,0.314,0.343,0.372,0.638,0.686,1,0,0,1,9.64,4.0,9.0,8.0,4,7,0,4,0,2,4,3,9,8,0.129,0.233,1.83,1.29,0,2,2025-04-01
3220,778495,2025-04-01,138,108,STL,LAA,St. Louis Cardinals,Los Angeles Angels,Cardinals,Angels,0,0,regular,regular,2025,2025,5,5,44,40,7,9,11,10,2,3,0,1,1,0,6,9,16,15,3,2,9,6,2,1,0.289,0.201,0.363,0.27,0.472,0.293,0.835,0.563,0,1,1,0,3.19,3.26,11.0,11.0,10,11,7,4,0,1,2,3,6,9,0.25,0.25,0.88,1.19,0,1,2025-04-01
3223,778489,2025-04-01,117,137,HOU,SF,Houston Astros,San Francisco Giants,Astros,Giants,0,0,regular,regular,2025,2025,5,5,31,32,1,3,7,4,0,2,0,0,1,1,1,3,10,9,0,4,7,13,0,0,0.171,0.206,0.261,0.269,0.226,0.382,0.487,0.651,0,1,1,0,2.8,2.66,9.0,9.0,4,7,3,1,1,1,4,0,13,7,0.125,0.225,1.04,0.93,1,0,2025-04-01
3226,778485,2025-04-01,135,114,SD,CLE,San Diego Padres,Cleveland Guardians,Padres,Guardians,0,0,regular,regular,2025,2025,6,5,29,29,7,0,10,2,1,0,0,0,1,0,6,0,14,2,7,3,3,16,3,0,0.299,0.224,0.376,0.303,0.435,0.41,0.811,0.713,1,0,0,1,1.5,4.19,9.0,8.0,2,10,0,5,0,1,3,7,16,3,0.068,0.344,0.89,1.47,0,2,2025-04-01
3227,778486,2025-04-01,136,116,SEA,DET,Seattle Mariners,Detroit Tigers,Mariners,Tigers,0,0,regular,regular,2025,2025,6,5,26,35,1,4,1,8,0,2,0,0,0,1,1,4,1,13,4,1,7,13,0,2,0.166,0.28,0.285,0.348,0.297,0.44,0.582,0.788,0,1,1,0,4.33,5.4,9.0,9.0,8,1,4,1,1,0,1,4,13,7,0.228,0.038,1.3,1.08,0,0,2025-04-01
63876,778494,2025-04-01,133,112,ATH,CHC,Athletics,Chicago Cubs,Athletics,Cubs,0,0,regular,regular,2025,2025,6,8,33,36,4,7,8,9,0,2,0,0,2,2,4,7,14,17,2,3,6,8,0,1,0.228,0.251,0.284,0.335,0.401,0.447,0.685,0.782,0,1,1,0,4.85,5.53,9.0,9.0,9,8,6,4,2,2,3,2,8,6,0.25,0.242,1.52,1.6,1,0,2025-04-01
3224,778487,2025-04-01,119,144,LAD,ATL,Los Angeles Dodgers,Atlanta Braves,Dodgers,Braves,0,0,regular,regular,2025,2025,7,6,29,29,3,1,5,3,0,1,0,0,1,0,3,0,8,4,0,4,7,10,2,1,0.226,0.137,0.316,0.238,0.475,0.22,0.791,0.458,1,0,0,1,2.25,4.88,9.0,8.0,3,5,0,3,0,1,4,0,10,7,0.103,0.172,1.16,1.35,1,1,2025-04-01
