balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
40872,776866,2025-08-05,134,137,PIT,SF,Pittsburgh Pirates,San Francisco Giants,Pirates,Giants,0,0,regular,regular,2025,2025,115,114,33,38,1,8,7,11,2,1,0,0,0,3,1,8,9,21,1,4,13,8,0,0,0.232,0.234,0.303,0.312,0.347,0.377,0.65,0.689,0,1,1,0,3.88,3.67,9.0,9.0,11,7,8,1,3,0,4,1,8,13,0.289,0.212,1.22,1.28,2,0,2025-08-05
40870,776861,2025-08-05,116,142,DET,MIN,Detroit Tigers,Minnesota Twins,Tigers,Twins,0,0,regular,regular,2025,2025,119,116,36,33,3,6,9,9,3,4,1,0,0,2,3,6,14,19,1,5,10,2,0,1,0.25,0.241,0.317,0.312,0.423,0.399,0.74,0.711,0,1,1,0,3.77,4.29,9.0,9.0,9,9,6,3,2,0,5,1,2,10,0.272,0.25,1.23,1.27,1,0,2025-08-05
40867,776862,2025-08-05,146,117,MIA,HOU,Miami Marlins,Houston Astros,Marlins,Astros,0,0,regular,regular,2025,2025,113,114,32,38,3,7,5,12,1,3,0,1,2,2,3,7,12,23,4,3,9,3,0,0,0.251,0.257,0.314,0.322,0.396,0.405,0.71,0.727,0,1,1,0,4.43,3.69,9.0,9.0,12,5,7,3,2,2,3,4,3,9,0.315,0.156,1.3,1.19,0,0,2025-08-05
40871,776865,2025-08-05,120,133,WSH,ATH,Washington Nationals,Athletics,Nationals,Athletics,0,0,regular,regular,2025,2025,116,115,35,48,7,16,10,24,1,6,0,0,0,5,7,16,11,45,5,5,8,9,0,1,0.244,0.254,0.311,0.319,0.386,0.433,0.697,0.752,0,1,1,0,5.41,5.03,9.0,9.0,24,10,16,7,5,0,5,5,9,8,0.5,0.285,1.45,1.41,0,0,2025-08-05
40865,776868,2025-08-05,143,110,PHI,BAL,Philadelphia Phillies,Baltimore Orioles,Phillies,Orioles,0,0,regular,regular,2025,2025,116,120,33,31,5,0,10,5,2,0,1,0,2,0,5,0,20,5,1,0,9,10,0,0,0.255,0.242,0.326,0.306,0.417,0.407,0.743,0.713,1,0,0,1,3.75,4.91,9.0,8.0,5,10,0,5,0,2,0,1,10,9,0.161,0.303,1.24,1.41,0,0,2025-08-05
40868,776864,2025-08-05,111,118,BOS,KC,Boston Red Sox,Kansas City Royals,Red Sox,Royals,0,0,regular,regular,2025,2025,120,117,32,33,6,2,9,5,2,2,0,1,0,0,6,2,11,9,4,1,2,8,0,0,0.254,0.243,0.324,0.3,0.431,0.385,0.755,0.685,1,0,0,1,3.69,3.6,9.0,8.0,5,9,2,6,0,0,1,4,8,2,0.151,0.281,1.29,1.23,1,0,2025-08-05
40866,776863,2025-08-05,121,114,NYM,CLE,New York Mets,Cleveland Guardians,Mets,Guardians,0,0,regular,regular,2025,2025,117,119,29,33,2,3,4,6,1,0,0,0,0,0,2,3,5,6,4,1,9,9,1,0,0.241,0.229,0.319,0.301,0.406,0.375,0.725,0.676,0,1,1,0,3.67,3.84,9.0,9.0,6,4,3,1,0,0,1,4,9,9,0.181,0.137,1.31,1.3,0,2,2025-08-05
40869,776869,2025-08-05,144,158,ATL,MIL,Atlanta Braves,Milwaukee Brewers,Braves,Brewers,0,0,regular,regular,2025,2025,116,115,35,35,2,7,8,8,2,0,0,1,1,0,2,6,13,10,8,4,11,7,0,3,0.241,0.256,0.318,0.329,0.388,0.395,0.706,0.724,0,1,1,0,4.22,3.62,9.0,9.0,8,8,7,2,0,1,4,8,7,11,0.228,0.228,1.28,1.24,1,0,2025-08-05
40873,776860,2025-08-05,112,113,CHC,CIN,Chicago Cubs,Cincinnati Reds,Cubs,Reds,0,0,regular,regular,2025,2025,114,118,31,34,1,5,4,9,0,3,0,0,1,1,1,5,7,15,2,1,10,8,0,0,0.253,0.247,0.322,0.32,0.438,0.392,0.76,0.712,0,1,1,0,3.92,3.85,9.0,9.0,9,4,5,1,1,1,1,2,8,10,0.264,0.129,1.22,1.23,0,1,2025-08-05
40874,776855,2025-08-05,140,147,TEX,NYY,Texas Rangers,New York Yankees,Rangers,Yankees,0,0,regular,regular,2025,2025,115,115,31,28,2,0,8,2,5,1,0,0,0,0,2,0,13,3,5,0,7,7,0,0,0.232,0.25,0.3,0.329,0.378,0.448,0.678,0.777,1,0,0,1,3.24,4.06,9.0,8.0,2,8,0,2,0,0,0,5,7,7,0.071,0.258,1.16,1.26,0,0,2025-08-05
