balldontlie_game_id,id,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
44717,776661,2025-08-20,134,141,PIT,TOR,Pittsburgh Pirates,Toronto Blue Jays,Pirates,Blue Jays,0,0,regular,regular,2025,2025,129,130,30,29,2,1,8,3,2,1,0,0,0,1,2,1,10,7,4,1,12,8,0,0,0.232,0.267,0.303,0.337,0.345,0.428,0.648,0.765,1,0,0,1,4.02,4.22,9.0,8.0,3,8,1,2,1,0,1,4,8,12,0.103,0.266,1.23,1.27,0,0,2025-08-20
44715,776662,2025-08-20,143,136,PHI,SEA,Philadelphia Phillies,Seattle Mariners,Phillies,Mariners,0,0,regular,regular,2025,2025,130,128,41,32,11,2,20,5,4,1,1,0,2,2,11,2,32,12,5,1,5,17,4,0,0.258,0.243,0.328,0.318,0.423,0.41,0.751,0.728,1,0,0,1,3.76,3.99,9.0,8.0,5,20,2,10,2,2,1,5,17,5,0.156,0.487,1.23,1.26,1,2,2025-08-20
44712,776673,2025-08-20,116,117,DET,HOU,Detroit Tigers,Houston Astros,Tigers,Astros,0,0,regular,regular,2025,2025,133,127,29,33,7,2,7,5,2,1,1,0,0,1,5,2,11,9,4,3,5,10,1,0,0.249,0.253,0.318,0.318,0.421,0.398,0.739,0.716,1,0,0,1,3.76,3.89,9.0,8.0,5,7,2,7,1,0,3,4,10,5,0.151,0.241,1.21,1.22,2,0,2025-08-20
44723,776658,2025-08-20,109,114,AZ,CLE,Arizona Diamondbacks,Cleveland Guardians,D-backs,Guardians,0,0,regular,regular,2025,2025,129,132,34,35,3,2,9,6,1,0,0,1,1,0,3,2,13,8,1,2,7,10,0,0,0.251,0.227,0.325,0.299,0.439,0.374,0.764,0.673,1,0,0,1,4.55,3.87,10.0,9.1,6,9,2,2,0,1,2,1,10,7,0.171,0.264,1.33,1.31,0,0,2025-08-20
44716,776670,2025-08-20,146,138,MIA,STL,Miami Marlins,St. Louis Cardinals,Marlins,Cardinals,0,0,regular,regular,2025,2025,128,134,31,34,6,2,9,5,0,1,0,0,1,1,5,2,12,9,7,1,7,13,3,0,0.251,0.249,0.315,0.318,0.396,0.386,0.711,0.704,1,0,0,1,4.52,4.24,9.0,8.0,5,9,1,6,1,1,1,7,13,7,0.147,0.29,1.3,1.29,1,1,2025-08-20
44714,776659,2025-08-20,120,121,WSH,NYM,Washington Nationals,New York Mets,Nationals,Mets,0,0,regular,regular,2025,2025,130,129,29,33,5,4,7,8,2,3,1,0,1,1,5,4,14,14,3,3,5,5,0,0,0.244,0.244,0.308,0.321,0.388,0.418,0.696,0.739,1,0,0,1,5.34,3.76,9.0,8.0,8,7,4,4,1,1,3,3,5,5,0.242,0.241,1.44,1.31,1,1,2025-08-20
44711,776669,2025-08-20,144,145,ATL,CWS,Atlanta Braves,Chicago White Sox,Braves,White Sox,0,0,regular,regular,2025,2025,131,129,29,28,1,0,4,4,1,0,0,0,0,0,0,0,5,4,0,1,7,9,0,0,0.245,0.231,0.321,0.301,0.394,0.37,0.715,0.671,1,0,0,1,4.3,4.18,9.0,8.0,4,4,0,0,0,0,1,0,9,7,0.142,0.137,1.29,1.37,0,1,2025-08-20
44713,776664,2025-08-20,139,147,TB,NYY,Tampa Bay Rays,New York Yankees,Rays,Yankees,0,0,regular,regular,2025,2025,127,127,36,37,4,6,6,9,2,0,0,0,1,5,4,6,11,24,3,2,16,13,2,3,0.249,0.251,0.312,0.331,0.396,0.454,0.708,0.785,0,1,1,0,4.0,4.0,10.0,10.0,9,6,5,3,5,1,2,3,13,16,0.243,0.166,1.22,1.25,1,0,2025-08-20
44720,776666,2025-08-20,118,140,KC,TEX,Kansas City Royals,Texas Rangers,Royals,Rangers,0,0,regular,regular,2025,2025,130,128,34,37,3,6,8,12,1,2,0,0,1,1,3,6,12,17,5,5,9,6,0,0,0.246,0.233,0.306,0.302,0.392,0.378,0.698,0.68,0,1,1,0,3.58,3.46,9.0,9.0,12,8,3,3,1,1,5,5,6,9,0.324,0.235,1.24,1.19,1,0,2025-08-20
44719,776665,2025-08-20,142,133,MIN,ATH,Minnesota Twins,Athletics,Twins,Athletics,0,0,regular,regular,2025,2025,129,128,38,35,2,4,11,6,4,2,0,0,0,2,2,4,15,14,5,5,6,13,1,0,0.238,0.254,0.309,0.32,0.396,0.435,0.705,0.755,0,1,1,0,4.24,4.84,10.0,10.0,6,11,3,2,2,0,5,5,13,6,0.171,0.289,1.28,1.38,0,0,2025-08-20
44718,776663,2025-08-20,112,158,CHC,MIL,Chicago Cubs,Milwaukee Brewers,Cubs,Brewers,0,0,regular,regular,2025,2025,129,130,27,31,4,3,4,6,1,1,0,0,1,0,4,3,8,7,3,7,9,8,1,1,0.249,0.258,0.319,0.332,0.428,0.405,0.747,0.737,1,0,0,1,3.81,3.58,9.0,8.0,6,4,3,4,0,1,7,3,8,9,0.193,0.148,1.21,1.22,0,0,2025-08-20
