game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
264734,2010-06-12,134320,434643,Javier Vazquez,Wandy Rodriguez,New York Yankees,Houston Astros,7.0,5.0,6,7,3,8,3,8,0,5,6,4,2,2,0.00,0.00,0.00,0.00,95,98,58,52,0,0,0,0,0,0,27,26,7,3,8,7,1,0,0,1,0,0,0,0,0,0
264739,2010-06-12,425786,430599,Scott Atchison,Joe Blanton,Boston Red Sox,Philadelphia Phillies,3.0,4.0,2,13,2,9,2,9,1,1,2,4,0,2,0.00,0.00,0.00,0.00,52,100,35,72,1,0,0,1,0,0,13,26,7,1,0,7,0,0,0,1,0,0,0,0,0,0
264732,2010-06-12,400067,279824,Carlos Silva,Mark Buehrle,Chicago Cubs,Chicago White Sox,7.0,6.2,7,8,2,0,2,0,2,0,6,7,0,0,0.00,0.00,0.00,0.00,123,108,81,71,2,0,0,0,0,0,32,28,9,6,6,7,0,1,1,0,0,0,0,0,0,0
264745,2010-06-12,433584,455605,Roberto Hernandez,J.D. Martin,Cleveland Indians,Washington Nationals,9.0,7.2,3,9,1,7,1,6,0,0,7,3,1,2,0.00,0.00,0.00,0.00,106,113,73,72,0,1,0,0,0,0,28,33,12,9,6,11,1,0,0,1,0,0,0,0,0,0
264737,2010-06-12,451085,538227,Brian Matusz,Hisanori Takahashi,Baltimore Orioles,New York Mets,8.0,7.0,5,6,3,1,3,1,0,1,4,2,2,0,0.00,0.00,0.00,0.00,96,93,72,62,0,0,0,0,0,1,29,27,10,9,10,9,0,1,1,0,0,0,0,0,0,0
264740,2010-06-12,425827,430904,Jeremy Bonderman,Paul Maholm,Detroit Tigers,Pittsburgh Pirates,7.0,6.0,6,8,2,1,2,1,1,3,6,2,1,0,0.00,0.00,0.00,0.00,91,104,60,66,0,0,0,0,0,0,26,27,6,9,7,5,0,0,0,0,0,0,0,0,0,0
264735,2010-06-12,456501,446454,Johnny Cueto,Brian Bannister,Cincinnati Reds,Kansas City Royals,6.0,3.0,5,10,5,11,5,9,4,2,6,2,0,3,0.00,0.00,0.00,0.00,109,77,70,45,0,0,0,0,0,0,27,22,2,3,10,5,1,0,0,1,0,0,0,0,0,0
264746,2010-06-12,448147,117955,Nick Blackburn,Derek Lowe,Minnesota Twins,Atlanta Braves,7.0,7.1,6,6,2,2,2,2,2,3,5,4,1,0,0.00,0.00,0.00,0.00,98,97,69,59,0,0,0,0,0,0,29,30,9,12,7,5,0,0,0,0,0,0,0,0,0,0
264733,2010-06-12,490063,445060,Matt Garza,Ricky Nolasco,Tampa Bay Rays,Florida Marlins,5.2,2.1,9,9,4,5,4,5,2,1,7,2,1,3,0.00,0.00,0.00,0.00,102,57,64,38,0,1,1,0,0,0,25,18,3,5,4,0,1,0,0,1,0,0,0,0,0,0
264743,2010-06-12,448159,444857,Manny Parra,Scott Feldman,Milwaukee Brewers,Texas Rangers,6.0,6.0,5,4,3,0,3,0,3,3,8,6,1,0,0.00,0.00,0.00,0.00,105,105,65,60,0,1,2,1,0,0,26,24,4,9,6,1,0,1,1,0,0,0,0,0,0,0
264742,2010-06-12,429717,493603,Dan Haren,Adam Ottavino,Arizona Diamondbacks,St. Louis Cardinals,8.0,3.2,6,9,2,6,2,6,0,1,9,2,1,3,0.00,0.00,0.00,0.00,114,92,79,57,0,0,0,1,0,0,30,21,8,2,7,7,1,0,0,1,0,0,0,0,0,0
264744,2010-06-12,434628,453344,Jason Hammel,Brandon Morrow,Colorado Rockies,Toronto Blue Jays,8.0,6.0,3,5,0,1,0,1,3,3,6,6,0,0,0.00,0.00,0.00,0.00,105,98,69,56,0,0,1,0,0,0,29,24,6,6,11,4,1,0,0,1,0,0,0,0,0,0
264741,2010-06-12,453281,424324,Wade LeBlanc,Cliff Lee,San Diego Padres,Seattle Mariners,6.0,7.0,7,7,1,3,1,3,3,0,4,3,0,1,0.00,0.00,0.00,0.00,92,92,56,69,0,0,0,0,0,1,27,26,6,9,7,7,1,0,0,1,0,0,0,0,0,0
264738,2010-06-12,217096,282656,Barry Zito,Ben Sheets,San Francisco Giants,Oakland Athletics,7.0,6.0,6,8,2,5,2,3,2,3,6,2,2,1,0.00,0.00,0.00,0.00,110,99,78,63,0,0,0,0,0,0,29,28,9,11,6,4,1,0,0,1,0,0,0,0,0,0
264870,2010-06-12,518655,431148,John Ely,Scott Kazmir,Los Angeles Dodgers,Los Angeles Angels,5.0,5.0,6,3,4,2,4,2,3,4,2,5,1,0,0.00,0.00,0.00,0.00,85,106,50,63,0,0,0,0,0,0,23,22,9,2,3,8,0,1,1,0,0,0,0,0,0,0
