game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
529406,,,,
529407,,,,
529408,,,,
529409,,,,
529410,,,,
529411,,,,
529412,,,,
529413,,,,
529414,,,,
529415,,,,
529416,,,,
529418,,,,
529419,,,,
529417,,,,
529420,,,,
529421,0.0,0.5,0.0,0.5
529422,8.0,1.6666666666666667,8.0,1.6666666666666667
529423,4.0,2.3333333333333335,4.0,2.3333333333333335
529424,3.0,,3.0,
529425,6.0,3.5,6.0,3.5
529426,5.0,3.0,5.0,3.0
529427,4.0,,4.0,
529428,2.6666666666666665,1.0,2.6666666666666665,1.0
529429,,3.5,,3.5
529430,4.0,1.2,4.0,1.2
529431,3.3333333333333335,1.75,3.3333333333333335,1.75
529432,0.4,2.0,0.4,2.0
529433,,,,
529434,2.3333333333333335,3.25,2.3333333333333335,3.25
529435,2.25,6.0,2.25,6.0
529436,6.0,3.3333333333333335,6.0,3.3333333333333335
529437,4.0,3.0,4.0,3.0
529438,2.0,2.0,2.0,2.0
529439,8.0,9.0,8.0,9.0
529440,1.5714285714285714,1.5,1.5714285714285714,1.5
529442,,5.5,,5.5
529443,5.0,1.0,5.0,1.0
529444,3.0,4.0,3.0,4.0
529441,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334
529445,1.3333333333333333,1.2857142857142858,1.3333333333333333,1.2857142857142858
529446,2.7777777777777777,1.8888888888888888,2.7777777777777777,1.8888888888888888
529448,,4.0,,4.0
529449,1.5,2.25,1.5,2.25
529450,7.0,3.75,7.0,3.75
529451,2.0,2.2,2.0,2.2
529452,5.0,4.666666666666667,5.0,4.666666666666667
529453,2.25,1.25,2.25,1.25
529454,2.5,6.0,2.5,6.0
529455,3.3333333333333335,1.0,3.3333333333333335,1.0
529456,1.25,4.0,1.25,4.0
529457,2.5,2.6,2.5,2.6
529458,3.2222222222222223,1.625,3.2222222222222223,1.625
529459,1.5,2.0,1.5,2.0
529460,2.8,3.0,2.8,3.0
529461,2.125,2.5,2.125,2.5
529462,2.5,3.4,2.5,3.4
529463,2.0,0.8333333333333334,2.0,0.8333333333333334
529464,3.0,3.5,3.0,3.5
529465,1.5555555555555556,2.2,1.5555555555555556,2.2
529467,3.8,1.8333333333333333,3.8,1.8333333333333333
529469,10.0,2.25,10.0,2.25
529470,1.875,2.25,1.875,2.25
529468,3.6,1.7142857142857142,3.6,1.7142857142857142
529471,3.25,3.1666666666666665,3.25,3.1666666666666665
529472,2.727272727272727,1.6666666666666667,2.727272727272727,1.6666666666666667
529474,2.8333333333333335,1.5,2.8333333333333335,1.5
529475,1.8333333333333333,3.5,1.8333333333333333,3.5
529476,1.8571428571428572,3.5,1.8571428571428572,3.5
529477,2.2,1.3333333333333333,2.2,1.3333333333333333
529478,1.7777777777777777,2.2857142857142856,1.7777777777777777,2.2857142857142856
529479,2.0,1.1111111111111112,2.0,1.1111111111111112
529480,7.5,,7.5,
529481,3.5,2.142857142857143,3.5,2.142857142857143
529482,4.666666666666667,2.1,4.666666666666667,2.1
529483,1.3571428571428572,3.0,1.3571428571428572,3.0
529484,2.6,3.0,3.4,3.0
529485,3.0,1.1428571428571428,3.142857142857143,1.1428571428571428
529486,1.8,2.75,2.0833333333333335,2.75
529487,1.7777777777777777,2.75,1.7777777777777777,2.75
529489,1.8888888888888888,1.2727272727272727,1.8888888888888888,1.6363636363636365
529490,1.25,1.4,1.25,1.4
529491,2.2222222222222223,1.4444444444444444,2.2222222222222223,1.4444444444444444
529492,4.0,,4.0,
529493,3.2857142857142856,2.375,3.2857142857142856,2.375
529494,5.0,1.8,5.0,1.8
529495,3.0,2.125,3.75,2.3
529496,1.2941176470588236,2.8333333333333335,1.2941176470588236,2.8333333333333335
529497,3.2,1.6,2.375,1.8181818181818181
