game_pk,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
529406,,
529407,,
529408,,
529409,,
529410,,
529411,,
529412,,
529413,,
529414,,
529415,,
529416,,
529418,,
529419,,
529417,,
529420,,
529421,3.0,18.0
529422,1.8,4.764677854836148
529423,2.7000270002700026,6.75
529424,5.400054000540005,0.0
529425,1.5,3.3750210938818364
529426,1.8,4.5
529427,2.0769390533773335,0.0
529428,8.100081000810007,8.099838003239935
529429,0.0,4.5
529430,1.4210601108426888,11.25
529431,3.2399935200129604,4.408145272876437
529432,9.0,3.0
529433,0.0,
529434,3.681834917431443,3.724125089223831
529435,4.909113223241924,1.8
529436,1.227278305810481,3.375
529437,1.9285783163511296,3.857131836766181
529438,4.5,6.75
529439,1.1739232515065348,1.4210601108426888
529440,6.750024107228954,5.225772736950083
529442,0.0,3.0
529443,3.0,7.3635694220961625
529444,3.0,3.0
529441,3.857142857142857,6.75
529445,4.5,8.217355576714883
529446,3.7384557869910973,3.681801446357062
529448,0.0,2.7000270002700026
529449,5.837853615820584,4.15383017757624
529450,0.8437552734704593,3.1764799308233256
529451,4.5,6.428571428571429
529452,1.862081807460741,2.8928674745266947
529453,2.769230769230769,6.352959861646652
529454,2.25,2.0
529455,4.263180332528067,7.714285714285714
529456,5.142857142857143,3.1764519032240983
529457,3.3749894531579585,3.4615384615384617
529458,3.2837793462441267,6.545454545454546
529459,5.4,3.749984375065104
529460,3.292698988775555,3.0
529461,5.02326749597092,2.8421202216853776
529462,2.51163374798546,3.2926748959148884
529463,3.2142857142857144,6.75
529464,2.531265820411378,1.6363636363636365
529465,5.651175932967286,6.428571428571429
529467,2.8723343141823103,4.909090909090909
529469,0.5744705296618284,4.320017280069121
529470,5.538461538461538,4.15383017757624
529468,3.375008437521094,3.7058823529411766
529471,2.63413991673191,3.176470588235294
529472,3.3749923295628874,5.785714285714286
529474,3.2400129600518404,4.5
529475,5.7857349490533885,1.8
529476,3.4363698843088804,3.056598006418856
529477,2.755107663485027,4.909090909090909
529478,3.919367481830587,2.907701254465398
529479,5.55883987894082,5.170201765528159
529480,1.5428527347064722,0.0
529481,2.8421052631578947,4.395359058974556
529482,1.3728860097830842,4.821445790877825
529483,7.132062014977331,3.3749894531579585
529484,3.2142857142857144,3.6
529485,3.375,5.7272727272727275
529486,5.400021600086401,2.4
529487,3.796880932626457,3.5409719968131252
529489,3.573539922176242,4.790338033348494
529490,6.0,8.181818181818182
529491,5.282620179609086,4.5
529492,2.755090795547774,0.0
529493,2.625,4.0
529494,2.5961588387669976,4.5
529495,1.5283076539911473,3.7241443519730204
529496,6.28765400642738,3.6
529497,3.0,4.2857142857142865
529498,2.8723343141823103,3.5
529499,2.5312539550843045,3.4615251479802
529500,6.230759644985162,6.230769230769231
529501,3.5409894114580514,3.4363511405413067
529502,4.2,2.7931082639797653
529503,4.714285714285714,3.263729090705295
529504,4.2,3.983613087890308
529505,6.319135491201083,1.07999784000432
529506,4.05,3.7384557869910973
529507,1.5576953032601988,4.118658029349252
529508,3.4468011770187723,6.567532067394231
529509,2.934769848826744,4.235294117647059
529510,2.288143349638473,2.6999922857363265
529511,5.094330010698093,5.510215326970054
529512,2.6557420585935385,4.153846153846154
529514,5.238837246789534,2.037732004279237
529515,2.25,4.95
529516,3.4363698843088804,3.4468011770187728
529517,1.588235294117647,3.6000000000000005
529518,3.375,6.230730887809921
529519,4.432822588589287,4.714285714285714
529520,3.0000142857823127,3.9375000000000004
529521,4.999972222376543,6.612258392364065
529522,3.7058823529411766,3.5
529523,3.15,4.1087045841404
529524,2.934769848826744,4.569244828445625
529525,3.4285877551797865,3.4225303908022666
529526,4.695662381874743,3.5409894114580514
529527,4.443060471192259,4.15383017757624
529528,0.5510215326970055,4.7368421052631575
529529,6.061199750205102,1.6875
529530,4.304347826086956,5.472965577073545
