game_pk,home_bp_k_per_9_rolling_5,away_bp_k_per_9_rolling_5,home_bp_k_per_9_rolling_10,away_bp_k_per_9_rolling_10
529406,,,,
529407,,,,
529408,,,,
529409,,,,
529410,,,,
529411,,,,
529412,,,,
529413,,,,
529414,,,,
529415,,,,
529416,,,,
529418,,,,
529419,,,,
529417,,,,
529420,,,,
529421,0.0,9.0,0.0,9.0
529422,14.4,7.941129758060248,14.4,7.941129758060248
529423,10.80010800108001,15.75,10.80010800108001,15.75
529424,16.200162001620015,12.0,16.200162001620015,12.0
529425,9.0,11.812573828586428,9.0,11.812573828586428
529426,9.0,13.5,9.0,13.5
529427,8.307756213509334,13.500135001350014,8.307756213509334,13.500135001350014
529428,21.60021600216002,8.099838003239935,21.60021600216002,8.099838003239935
529429,12.0,15.75,12.0,15.75
529430,5.684240443370755,13.5,5.684240443370755,13.5
529431,10.799978400043202,7.714254227533765,10.799978400043202,7.714254227533765
529432,3.6,6.0,3.6,6.0
529433,9.818092562794883,,9.818092562794883,
529434,8.590948140673367,12.103406539977449,8.590948140673367,12.103406539977449
529435,11.04550475229433,10.8,11.04550475229433,10.8
529436,7.363669834862886,11.25,7.363669834862886,11.25
529437,7.714313265404519,11.571395510298544,7.714313265404519,11.571395510298544
529438,9.0,13.5,9.0,13.5
529439,9.391386012052278,12.789540997584199,9.391386012052278,12.789540997584199
529440,10.607180739931215,7.838659105425125,10.607180739931215,7.838659105425125
529442,9.0,16.5,9.0,16.5
529443,15.0,7.3635694220961625,15.0,7.3635694220961625
529444,9.0,12.0,9.0,12.0
529441,2.5714285714285716,5.625,2.5714285714285716,5.625
529445,6.0,10.565171455776278,6.0,10.565171455776278
529446,10.384599408308603,6.954513843118895,10.384599408308603,6.954513843118895
529448,9.0,10.80010800108001,9.0,10.80010800108001
529449,8.756780423730875,9.34611789954654,8.756780423730875,9.34611789954654
529450,5.906286914293215,11.91179974058747,5.906286914293215,11.91179974058747
529451,9.0,14.142857142857142,9.0,14.142857142857142
529452,9.310409037303705,13.500048214457909,9.310409037303705,13.500048214457909
529453,6.230769230769231,7.941199827058315,6.230769230769231,7.941199827058315
529454,5.625,12.0,5.625,12.0
529455,14.210601108426888,7.714285714285714,14.210601108426888,7.714285714285714
529456,6.428571428571429,12.705807612896393,6.428571428571429,12.705807612896393
529457,8.437473632894896,9.0,8.437473632894896,9.0
529458,10.581066782342187,10.636363636363637,10.581066782342187,10.636363636363637
529459,8.1,7.499968750130208,8.1,7.499968750130208
529460,9.219557168571553,9.0,9.219557168571553,9.0
529461,10.674443428938206,7.105300554213444,10.674443428938206,7.105300554213444
529462,6.279084369963651,11.19509464611062,6.279084369963651,11.19509464611062
529463,6.428571428571429,5.625,6.428571428571429,5.625
529464,7.593797461234133,5.7272727272727275,7.593797461234133,5.7272727272727275
529465,8.790718117949112,14.142857142857142,8.790718117949112,14.142857142857142
529467,10.91487039389278,9.0,10.91487039389278,9.0
529469,5.744705296618283,9.72003888015552,5.744705296618283,9.72003888015552
529470,10.384615384615385,9.34611789954654,10.384615384615385,9.34611789954654
529468,12.150030375075938,6.352941176470588,12.150030375075938,6.352941176470588
529471,8.56095472937871,10.058823529411764,8.56095472937871,10.058823529411764
529472,9.20452453517151,9.642857142857142,9.20452453517151,9.642857142857142
529474,9.180036720146882,6.75,9.180036720146882,6.75
529475,10.607180739931213,6.3,10.607180739931213,6.3
529476,6.381829785145063,10.698093022465995,6.381829785145063,10.698093022465995
529477,6.06123685966706,6.545454545454546,6.06123685966706,6.545454545454546
529478,6.967764412143265,6.646174295920909,6.967764412143265,6.646174295920909
529479,11.11767975788164,5.744668628364621,11.11767975788164,5.744668628364621
529480,11.571395510298542,10.8,11.571395510298542,10.8
529481,9.947368421052632,9.418626554945478,9.947368421052632,9.418626554945478
529482,6.406801378987725,10.125036160843432,6.406801378987725,10.125036160843432
