game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
317775,,,,
318969,1.0,3.0,1.0,3.0
317733,,,,
317734,,,,
317735,,,,
317736,,,,
317738,,,,
317739,,,,
317742,,1.0,,1.0
317746,,,,
317737,,,,
317740,,,,
317741,,,,
317743,,,,
317744,3.0,5.0,3.0,5.0
317745,,,,
317747,2.5,2.0,2.5,2.0
317748,,,,
317749,,4.0,,4.0
317750,1.0,0.0,1.0,0.0
317751,3.0,2.0,3.0,2.0
317752,3.0,2.0,3.0,2.0
317753,3.0,5.0,3.0,5.0
317754,4.0,0.5,4.0,0.5
317755,5.0,0.0,5.0,0.0
317756,1.5,5.5,1.5,5.5
317757,4.0,2.0,4.0,2.0
317758,7.0,6.0,7.0,6.0
317759,0.0,1.0,0.0,1.0
317760,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.6666666666666665
317761,5.0,4.0,5.0,4.0
317762,5.0,7.5,5.0,7.5
317763,4.0,7.0,4.0,7.0
317764,1.0,2.0,1.0,2.0
317765,2.5,1.0,2.5,1.0
317766,6.5,1.0,6.5,1.0
317767,3.0,3.0,3.0,3.0
317768,5.0,4.0,5.0,4.0
317769,3.5,3.0,3.5,3.0
317770,4.0,3.0,4.0,3.0
317771,2.6666666666666665,5.666666666666667,2.6666666666666665,5.666666666666667
317772,6.0,2.0,6.0,2.0
317773,7.5,6.0,7.5,6.0
317774,1.0,1.0,1.0,1.0
317776,5.0,4.0,5.0,4.0
317777,5.5,5.0,5.5,5.0
317778,4.0,7.0,4.0,7.0
317779,2.5,4.5,2.5,4.5
317780,1.6666666666666667,3.6666666666666665,1.6666666666666667,3.6666666666666665
317781,4.333333333333333,2.3333333333333335,4.333333333333333,2.3333333333333335
317782,5.666666666666667,4.666666666666667,5.666666666666667,4.666666666666667
317783,4.0,2.0,4.0,2.0
317784,2.0,3.5,2.0,3.5
317785,3.75,4.333333333333333,3.75,4.333333333333333
317786,3.0,4.666666666666667,3.0,4.666666666666667
317787,5.0,4.0,5.0,4.0
317788,3.6666666666666665,4.75,3.6666666666666665,4.75
317789,3.3333333333333335,4.666666666666667,3.3333333333333335,4.666666666666667
317790,4.333333333333333,6.0,4.333333333333333,6.0
317791,4.0,4.0,4.0,4.0
317792,4.0,5.666666666666667,4.0,5.666666666666667
317793,5.25,2.5,5.25,2.5
317794,4.75,4.5,4.75,4.5
317796,3.2,3.25,3.2,3.25
317797,3.5,5.25,3.5,5.25
317798,4.25,4.5,4.25,4.5
317799,5.25,2.3333333333333335,5.25,2.3333333333333335
317800,5.5,4.8,5.5,4.8
317801,3.5,6.2,3.5,6.2
317802,8.666666666666666,6.0,8.666666666666666,6.0
317803,4.0,3.75,4.0,3.75
317804,1.5,4.0,1.5,4.0
317805,3.6,5.25,3.6,5.25
317806,5.0,3.2,5.0,3.2
317807,5.2,4.2,5.2,4.2
317808,3.5,2.5,3.5,2.5
317809,2.0,4.0,2.0,4.0
317810,3.0,3.2,2.6666666666666665,3.2
317811,3.6,5.6,3.6,5.6
317812,4.2,4.6,4.2,4.6
317813,4.6,2.0,4.6,2.0
317814,4.6,4.2,4.6,4.0
317815,2.5,5.25,2.5,5.25
317816,3.0,6.0,3.0,5.666666666666667
317817,7.75,5.0,7.75,5.0
317818,3.6,4.2,3.6,4.2
317819,2.4,4.2,2.4,4.2
317820,3.4,4.4,3.3333333333333335,4.4
317821,4.6,3.0,4.166666666666667,3.1666666666666665
317822,3.0,4.0,3.0,3.5
317823,3.6,5.0,3.1666666666666665,5.0
317824,4.4,1.8,4.5,1.8
317825,4.6,4.8,4.333333333333333,4.0
317826,5.4,5.8,5.4,5.8
317827,6.6,4.8,6.6,4.8
317828,4.6,5.0,4.833333333333333,5.0
317829,4.8,4.0,4.833333333333333,4.166666666666667
317830,4.4,4.2,4.833333333333333,4.166666666666667
317831,4.4,4.4,5.285714285714286,3.857142857142857
317832,3.8,2.8,4.0,3.0
317833,4.0,4.0,3.3333333333333335,4.0
317834,4.0,7.4,4.0,6.666666666666667
317835,4.2,5.0,3.142857142857143,4.666666666666667
317836,4.4,3.8,3.6666666666666665,4.285714285714286
317837,3.4,3.4,3.0,3.0
317838,4.0,3.2,3.875,3.0
317839,5.8,2.2,5.5,1.8333333333333333
317840,3.8,3.6,4.285714285714286,3.0
317841,4.0,3.8,3.6666666666666665,4.333333333333333
317842,4.0,5.0,3.6666666666666665,4.428571428571429
317843,4.4,4.4,4.857142857142857,4.285714285714286
317844,5.6,4.2,5.142857142857143,4.428571428571429
317845,4.0,4.0,4.857142857142857,4.571428571428571
317846,5.4,5.4,5.25,4.5
317847,3.6,1.8,3.75,2.75
317848,3.4,4.8,3.2857142857142856,4.666666666666667
317849,4.6,5.8,4.166666666666667,6.0
317850,3.6,4.4,3.375,4.571428571428571
317851,6.0,4.8,4.571428571428571,4.75
317852,3.6,3.6,2.857142857142857,3.2857142857142856
317853,2.4,3.4,3.4444444444444446,3.125
317854,6.0,1.8,5.428571428571429,1.5714285714285714
317855,4.4,4.2,4.875,3.625
317856,6.4,2.6,4.857142857142857,4.0
317857,3.8,4.8,3.2857142857142856,4.375
317858,4.6,5.2,4.375,4.625
317859,6.8,4.2,5.5,4.75
317860,4.2,4.6,4.75,4.75
317861,4.6,4.6,5.222222222222222,4.111111111111111
