game_pk,home_batting_obp_rolling_5,away_batting_obp_rolling_5,home_batting_obp_rolling_10,away_batting_obp_rolling_10
317775,,,,
318969,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.23076923076923078
317733,,,,
317734,,,,
317735,,,,
317736,,,,
317738,,,,
317739,,,,
317742,,0.13333333333333333,,0.13333333333333333
317746,,,,
317737,,,,
317740,,,,
317741,,,,
317743,,,,
317744,0.23529411764705882,0.3157894736842105,0.23529411764705882,0.3157894736842105
317745,,,,
317747,0.2112676056338028,0.18571428571428572,0.2112676056338028,0.18571428571428572
317748,,,,
317749,,0.4,,0.4
317750,0.3333333333333333,0.20588235294117646,0.3333333333333333,0.20588235294117646
317751,0.4,0.18181818181818182,0.4,0.18181818181818182
317752,0.2,0.2571428571428571,0.2,0.2571428571428571
317753,0.2571428571428571,0.28205128205128205,0.2571428571428571,0.28205128205128205
317754,0.4117647058823529,0.14754098360655737,0.4117647058823529,0.14754098360655737
317755,0.3125,0.12903225806451613,0.3125,0.12903225806451613
317756,0.1875,0.3333333333333333,0.1875,0.3333333333333333
317757,0.2903225806451613,0.2777777777777778,0.2903225806451613,0.2777777777777778
317758,0.4634146341463415,0.36363636363636365,0.4634146341463415,0.36363636363636365
317759,0.07142857142857142,0.29411764705882354,0.07142857142857142,0.29411764705882354
317760,0.23148148148148148,0.2727272727272727,0.23148148148148148,0.2727272727272727
317761,0.2647058823529412,0.3333333333333333,0.2647058823529412,0.3333333333333333
317762,0.3157894736842105,0.4482758620689655,0.3157894736842105,0.4482758620689655
317763,0.3,0.2698412698412698,0.3,0.2698412698412698
317764,0.20588235294117646,0.2631578947368421,0.20588235294117646,0.2631578947368421
317765,0.3698630136986301,0.2571428571428571,0.3698630136986301,0.2571428571428571
317766,0.3835616438356164,0.22388059701492538,0.3835616438356164,0.22388059701492538
317767,0.25757575757575757,0.24285714285714285,0.25757575757575757,0.24285714285714285
317768,0.3,0.25,0.3,0.25
317769,0.30303030303030304,0.25,0.30303030303030304,0.25
317770,0.3230769230769231,0.2647058823529412,0.3230769230769231,0.2647058823529412
317771,0.23853211009174313,0.3333333333333333,0.23853211009174313,0.3333333333333333
317772,0.36764705882352944,0.2571428571428571,0.36764705882352944,0.2571428571428571
317773,0.4430379746835443,0.3855421686746988,0.4430379746835443,0.3855421686746988
317774,0.171875,0.273972602739726,0.171875,0.273972602739726
317776,0.32857142857142857,0.28378378378378377,0.32857142857142857,0.28378378378378377
317777,0.3,0.37815126050420167,0.3,0.37815126050420167
317778,0.2524271844660194,0.26126126126126126,0.2524271844660194,0.26126126126126126
317779,0.2702702702702703,0.32051282051282054,0.2702702702702703,0.32051282051282054
317780,0.23,0.3364485981308411,0.23,0.3364485981308411
317781,0.2912621359223301,0.2403846153846154,0.2912621359223301,0.2403846153846154
317782,0.2684563758389262,0.30833333333333335,0.2684563758389262,0.30833333333333335
