game_pk,date,home_team_id,away_team_id,home_team_name,away_team_name,home_games,away_games,home_total_ip,away_total_ip,home_total_hits,away_total_hits,home_total_hits_per_ip,away_total_hits_per_ip,home_total_earned_runs,away_total_earned_runs,home_total_earned_runs_per_ip,away_total_earned_runs_per_ip,home_total_walks,away_total_walks,home_total_walks_per_ip,away_total_walks_per_ip,home_total_strikeouts,away_total_strikeouts,home_total_strikeouts_per_ip,away_total_strikeouts_per_ip,home_total_homeruns,away_total_homeruns,home_total_homeruns_per_ip,away_total_homeruns_per_ip,home_era,away_era,home_whip,away_whip,home_k_per_9,away_k_per_9,home_k_bb_ratio,away_k_bb_ratio,home_hr_per_9,away_hr_per_9,home_bb_per_9,away_bb_per_9
347538,2013-05-29,138,118,St. Louis Cardinals,Kansas City Royals,47,46,133.3,122.0,144,105,1.08,0.86,62,41,0.47,0.34,43,43,0.32,0.35,126,118,0.95,0.97,14,12,0.11,0.1,4.19,3.02,1.4,1.21,8.51,8.7,2.93,2.74,0.95,0.89,2.9,3.17
347537,2013-05-29,146,139,Miami Marlins,Tampa Bay Rays,52,51,171.3,143.0,165,127,0.96,0.89,79,75,0.46,0.52,80,69,0.47,0.48,144,146,0.84,1.02,11,16,0.06,0.11,4.15,4.72,1.43,1.37,7.56,9.19,1.8,2.12,0.58,1.01,4.2,4.34
347536,2013-05-29,143,111,Philadelphia Phillies,Boston Red Sox,49,52,133.0,153.0,136,147,1.02,0.96,64,70,0.48,0.46,61,64,0.46,0.42,128,168,0.96,1.1,17,19,0.13,0.12,4.33,4.12,1.48,1.38,8.66,9.88,2.1,2.62,1.15,1.12,4.13,3.76
347535,2013-05-29,110,120,Baltimore Orioles,Washington Nationals,52,49,169.7,140.0,157,140,0.93,1.0,75,63,0.44,0.45,67,49,0.39,0.35,147,117,0.87,0.84,21,12,0.12,0.09,3.98,4.05,1.32,1.35,7.8,7.52,2.19,2.39,1.11,0.77,3.55,3.15
347534,2013-05-29,144,141,Atlanta Braves,Toronto Blue Jays,51,52,139.0,189.3,120,182,0.86,0.96,47,81,0.34,0.43,46,69,0.33,0.36,116,159,0.83,0.84,12,27,0.09,0.14,3.04,3.85,1.19,1.33,7.51,7.56,2.52,2.3,0.78,1.28,2.98,3.28
347532,2013-05-29,135,136,San Diego Padres,Seattle Mariners,51,50,172.7,156.7,147,128,0.85,0.82,60,67,0.35,0.43,62,59,0.36,0.38,142,173,0.82,1.1,18,20,0.1,0.13,3.13,3.85,1.21,1.19,7.4,9.94,2.29,2.93,0.94,1.15,3.23,3.39
347531,2013-05-29,147,121,New York Yankees,New York Mets,50,48,151.3,161.3,141,160,0.93,0.99,55,82,0.36,0.51,43,58,0.28,0.36,159,125,1.05,0.77,18,21,0.12,0.13,3.27,4.57,1.22,1.35,9.46,6.97,3.7,2.16,1.07,1.17,2.56,3.24
347529,2013-05-29,108,119,Los Angeles Angels,Los Angeles Dodgers,50,46,166.7,147.3,148,145,0.89,0.98,78,69,0.47,0.47,80,63,0.48,0.43,159,133,0.95,0.9,15,14,0.09,0.1,4.21,4.21,1.37,1.41,8.59,8.12,1.99,2.11,0.81,0.86,4.32,3.85
347528,2013-05-29,115,117,Colorado Rockies,Houston Astros,52,52,181.3,199.7,168,216,0.93,1.08,59,106,0.33,0.53,51,79,0.28,0.4,152,157,0.84,0.79,9,34,0.05,0.17,2.93,4.78,1.21,1.48,7.54,7.08,2.98,1.99,0.45,1.53,2.53,3.56
347527,2013-05-29,134,116,Pittsburgh Pirates,Detroit Tigers,52,49,182.3,150.3,138,121,0.76,0.8,55,63,0.3,0.42,68,68,0.37,0.45,173,165,0.95,1.1,16,11,0.09,0.07,2.71,3.77,1.13,1.26,8.54,9.88,2.54,2.43,0.79,0.66,3.36,4.07
347526,2013-05-29,114,113,Cleveland Indians,Cincinnati Reds,49,51,157.0,146.0,143,119,0.91,0.82,73,57,0.46,0.39,71,53,0.45,0.36,173,153,1.1,1.05,19,19,0.12,0.13,4.18,3.51,1.36,1.18,9.92,9.43,2.44,2.89,1.09,1.17,4.07,3.27
347525,2013-05-29,112,145,Chicago Cubs,Chicago White Sox,48,47,134.0,140.0,121,127,0.9,0.91,59,62,0.44,0.44,55,71,0.41,0.51,108,123,0.81,0.88,15,6,0.11,0.04,3.96,3.99,1.31,1.41,7.25,7.91,1.96,1.73,1.01,0.39,3.69,4.56
347500,2013-05-29,137,133,San Francisco Giants,Oakland Athletics,52,52,160.0,164.0,144,134,0.9,0.82,49,51,0.31,0.31,63,52,0.39,0.32,147,145,0.92,0.88,10,16,0.06,0.1,2.76,2.8,1.29,1.13,8.27,7.96,2.33,2.79,0.56,0.88,3.54,2.85
347530,2013-05-29,142,158,Minnesota Twins,Milwaukee Brewers,49,50,183.3,173.7,149,147,0.81,0.85,61,60,0.33,0.35,66,61,0.36,0.35,161,165,0.88,0.95,14,21,0.08,0.12,2.99,3.11,1.17,1.2,7.9,8.55,2.44,2.7,0.69,1.09,3.24,3.16
