game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
490202,2017-04-10,501381,502171,Michael Pineda,Alex Cobb,147,139,NYY,TB,2017,2017,0,0,regular,regular,1,1,1,1,0,0,0,1,0,0,11.25,1.73,0,0,0,0,3.2,5.2,8,4,4,1,1,1,0,1,2.5,0.96,6,4,16.88,6.92,,
490201,2017-04-10,543699,425794,Tanner Roark,Adam Wainwright,120,138,WSH,STL,2017,2017,0,0,regular,regular,1,1,1,1,1,0,1,0,0,1,3.0,3.6,0,0,0,0,6.0,5.0,3,3,2,2,0,0,2,2,0.83,1.0,6,6,9.0,10.8,,
490200,2017-04-10,543022,543054,Tyler Chatwood,Jarred Cosart,115,135,COL,SD,2017,2017,0,0,regular,regular,1,0,1,0,0,0,0,0,1,0,6.0,0.0,0,0,0,0,6.0,0.0,7,0,4,0,2,0,1,0,1.33,0.0,5,0,7.5,0.0,,
490199,2017-04-10,453178,605194,Ian Kennedy,Jharel Cotton,118,133,KC,OAK,2017,2017,0,0,regular,regular,1,1,1,1,0,0,0,0,1,1,5.4,10.98,0,0,0,0,5.0,4.1,3,8,3,5,0,0,5,2,1.6,2.44,5,4,9.0,8.78,,
490198,2017-04-10,595191,594798,Jerad Eickhoff,Jacob deGrom,143,121,PHI,NYM,2017,2017,0,0,regular,regular,1,1,1,1,1,1,0,0,1,1,2.9,0.0,0,0,0,0,6.2,6.0,5,2,2,0,1,0,1,1,0.97,0.5,6,6,8.71,9.0,,
490196,2017-04-10,572020,450203,James Paxton,Charlie Morton,136,117,SEA,HOU,2017,2017,0,0,regular,regular,1,1,1,1,1,1,0,1,1,0,0.0,3.0,0,0,0,0,6.0,6.0,2,5,0,2,0,1,1,2,0.5,1.17,5,4,7.5,6.0,,
490195,2017-04-10,607192,605232,Tyler Glasnow,Brandon Finnegan,134,113,PIT,CIN,2017,2017,0,0,regular,regular,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0,0,0,0,0.0,7.0,0,1,0,0,0,0,0,1,0.0,0.29,0,9,0.0,11.57,,
490194,2017-04-10,434378,519242,Justin Verlander,Chris Sale,116,111,DET,BOS,2017,2017,0,0,regular,regular,1,1,1,1,1,1,1,1,0,0,2.95,0.0,0,0,0,0,6.1,7.0,6,3,2,0,0,0,2,1,1.31,0.57,10,7,14.75,9.0,,
490193,2017-04-10,519043,592836,Matt Moore,Taijuan Walker,137,109,SF,AZ,2017,2017,0,0,regular,regular,1,1,1,1,0,0,0,1,1,0,5.29,6.0,0,0,0,0,5.1,6.0,8,7,3,4,0,1,2,1,1.96,1.33,3,7,5.29,10.5,,
490197,2017-04-10,452657,622072,Jon Lester,Alex Wood,112,119,CHC,LAD,2017,2017,0,0,regular,regular,1,0,1,0,0,0,0,0,1,0,1.8,0.0,0,0,0,0,5.0,0.0,7,0,1,0,0,0,2,0,1.8,0.0,7,0,12.6,0.0,,
