game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
415084,2015-07-24,608641.0,544365.0,Tim Cooney,Manny Banuelos,St. Louis Cardinals,Atlanta Braves,7.0,5.0,5.0,6.0,2.0,4.0,2.0,4.0,0.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,92.0,53.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,23.0,9.0,6.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415085,2015-07-24,502042.0,501957.0,Chris Archer,Chris Tillman,Tampa Bay Rays,Baltimore Orioles,6.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,92.0,72.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,26.0,3.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415086,2015-07-24,446372.0,500779.0,Corey Kluber,Jose Quintana,Cleveland Indians,Chicago White Sox,7.0,9.0,8.0,7.0,6.0,0.0,6.0,0.0,2.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0,120.0,74.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,31.0,4.0,10.0,10.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415087,2015-07-24,572750.0,543101.0,Eddie Butler,Anthony DeSclafani,Colorado Rockies,Cincinnati Reds,6.0,7.0,6.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,100.0,57.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,29.0,10.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415088,2015-07-24,519144.0,434378.0,Rick Porcello,Justin Verlander,Boston Red Sox,Detroit Tigers,7.0,8.0,5.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,111.0,71.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,29.0,3.0,5.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415089,2015-07-24,425386.0,431148.0,Jeremy Guthrie,Scott Kazmir,Kansas City Royals,Houston Astros,7.0,7.0,11.0,3.0,4.0,0.0,4.0,0.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,91.0,69.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,25.0,7.0,4.0,9.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415090,2015-07-24,477003.0,621962.0,Jonathon Niese,Ian Thomas,New York Mets,Los Angeles Dodgers,3.0,5.0,8.0,3.0,6.0,1.0,6.0,1.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,61.0,81.0,41.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,5.0,6.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415091,2015-07-24,488768.0,429717.0,Andrew Cashner,Dan Haren,San Diego Padres,Miami Marlins,7.0,6.0,5.0,8.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,105.0,91.0,64.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,28.0,26.0,11.0,6.0,5.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415092,2015-07-24,571578.0,519076.0,Patrick Corbin,Jimmy Nelson,Arizona Diamondbacks,Milwaukee Brewers,7.0,7.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,103.0,65.0,66.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,27.0,7.0,9.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415093,2015-07-24,461833.0,501381.0,Phil Hughes,Michael Pineda,Minnesota Twins,New York Yankees,7.0,5.2,7.0,8.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,92.0,63.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,25.0,7.0,10.0,11.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
