game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
415292,2015-08-08,572070.0,434622.0,Garrett Richards,Ubaldo Jiménez,Los Angeles Angels,Baltimore Orioles,6.0,8.0,7.0,2.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,103.0,118.0,64.0,76.0,0.0,2.0,2.0,0.0,0.0,0.0,26.0,29.0,8.0,10.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415293,2015-08-08,430580.0,489119.0,Alfredo Simon,Wade Miley,Detroit Tigers,Boston Red Sox,6.2,6.0,9.0,9.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,100.0,64.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,27.0,11.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415294,2015-08-08,425386.0,502188.0,Jeremy Guthrie,Jeff Samardzija,Kansas City Royals,Chicago White Sox,5.2,4.2,10.0,6.0,6.0,7.0,6.0,7.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0,79.0,58.0,51.0,0.0,1.0,0.0,1.0,0.0,0.0,26.0,23.0,9.0,8.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415295,2015-08-08,592662.0,572102.0,Robbie Ray,Keyvius Sampson,Arizona Diamondbacks,Cincinnati Reds,6.0,6.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,95.0,96.0,62.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,25.0,5.0,5.0,5.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415296,2015-08-08,544931.0,572750.0,Stephen Strasburg,Eddie Butler,Washington Nationals,Colorado Rockies,7.0,6.0,3.0,8.0,1.0,4.0,1.0,4.0,0.0,4.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,96.0,65.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,2.0,9.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415297,2015-08-08,445926.0,543521.0,Jesse Chavez,Collin McHugh,Oakland Athletics,Houston Astros,7.0,6.0,6.0,5.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,106.0,121.0,63.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.0,8.0,2.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415298,2015-08-08,434538.0,502009.0,Francisco Liriano,Mat Latos,Pittsburgh Pirates,Los Angeles Dodgers,3.0,4.0,7.0,7.0,4.0,6.0,4.0,6.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,79.0,78.0,43.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,4.0,8.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415299,2015-08-08,592314.0,543408.0,Mike Foltynewicz,Tom Koehler,Atlanta Braves,Miami Marlins,5.2,6.0,5.0,7.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,97.0,56.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,8.0,8.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415300,2015-08-08,545333.0,429722.0,Trevor Bauer,Ervin Santana,Cleveland Indians,Minnesota Twins,6.1,2.1,7.0,10.0,4.0,8.0,4.0,8.0,3.0,2.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,110.0,71.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,7.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415301,2015-08-08,501992.0,592789.0,Nate Karns,Noah Syndergaard,Tampa Bay Rays,New York Mets,5.0,4.0,8.0,8.0,4.0,5.0,4.0,5.0,2.0,2.0,8.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,86.0,98.0,66.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,22.0,4.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
