game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
415914,2015-09-23,571666.0,607374.0,Mike Fiers,Nick Tropeano,Houston Astros,Los Angeles Angels,6.2,4.1,4.0,4.0,3.0,2.0,3.0,0.0,3.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0,97.0,67.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,20.0,8.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415915,2015-09-23,516910.0,502624.0,Carlos Frías,Chase Anderson,Los Angeles Dodgers,Arizona Diamondbacks,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,43.0,92.0,32.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,4.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415916,2015-09-23,112526.0,554234.0,Bartolo Colon,Williams Pérez,New York Mets,Atlanta Braves,6.1,6.0,5.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0,84.0,54.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,11.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415917,2015-09-23,453286.0,501957.0,Max Scherzer,Chris Tillman,Washington Nationals,Baltimore Orioles,6.2,6.0,7.0,6.0,4.0,3.0,4.0,3.0,2.0,3.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,122.0,110.0,86.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,4.0,6.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415918,2015-09-23,434378.0,593423.0,Justin Verlander,Frankie Montas,Detroit Tigers,Chicago White Sox,7.0,3.0,5.0,6.0,3.0,6.0,3.0,6.0,3.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,112.0,72.0,73.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,4.0,3.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415919,2015-09-23,458681.0,605232.0,Lance Lynn,Brandon Finnegan,St. Louis Cardinals,Cincinnati Reds,6.0,5.0,3.0,7.0,0.0,6.0,0.0,6.0,0.0,1.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,89.0,72.0,59.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,8.0,5.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415920,2015-09-23,461833.0,446372.0,Phil Hughes,Corey Kluber,Minnesota Twins,Cleveland Indians,5.0,3.2,4.0,5.0,0.0,4.0,0.0,4.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,72.0,46.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,19.0,5.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415921,2015-09-23,543294.0,605200.0,Kyle Hendricks,Zach Davies,Chicago Cubs,Milwaukee Brewers,6.0,6.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,90.0,57.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,6.0,9.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415922,2015-09-23,573186.0,467100.0,Marcus Stroman,Iván Nova,Toronto Blue Jays,New York Yankees,7.0,5.2,5.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,110.0,61.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,24.0,9.0,4.0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415923,2015-09-23,543045.0,571527.0,Adam Conley,David Buchanan,Miami Marlins,Philadelphia Phillies,6.0,5.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,90.0,69.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,5.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
