game_pk,date,home_bb_per_9_rolling_5,away_bb_per_9_rolling_5
413661,2015-04-05,0.0,0.0
413649,2015-04-06,0.0,0.0
413650,2015-04-06,0.0,0.0
413651,2015-04-06,0.0,0.0
413652,2015-04-06,0.0,0.0
413653,2015-04-06,0.0,0.0
413654,2015-04-06,0.0,0.0
413655,2015-04-06,0.0,0.0
413656,2015-04-06,0.0,0.0
413657,2015-04-06,0.0,0.0
413658,2015-04-06,0.0,0.0
413659,2015-04-06,0.0,0.0
413660,2015-04-06,0.0,0.0
413662,2015-04-06,0.0,0.0
413663,2015-04-06,0.0,0.0
413664,2015-04-07,0.0,0.0
413665,2015-04-07,0.0,0.0
413666,2015-04-07,0.0,0.0
413667,2015-04-07,0.0,0.0
413668,2015-04-07,0.0,0.0
413669,2015-04-07,0.0,0.0
413670,2015-04-07,0.0,0.0
413671,2015-04-08,0.0,0.0
413672,2015-04-08,0.0,0.0
413673,2015-04-08,0.0,0.0
413674,2015-04-08,0.0,0.0
413675,2015-04-08,0.0,0.0
413676,2015-04-08,0.0,0.0
413677,2015-04-08,0.0,0.0
413678,2015-04-08,0.0,0.0
413679,2015-04-08,0.0,0.0
413680,2015-04-08,0.0,0.0
413681,2015-04-08,0.0,0.0
413682,2015-04-08,0.0,0.0
413684,2015-04-08,0.0,0.0
413685,2015-04-08,0.0,0.0
413693,2015-04-08,0.0,0.0
413686,2015-04-09,0.0,0.0
413687,2015-04-09,0.0,0.0
413688,2015-04-09,0.0,0.0
413689,2015-04-09,0.0,0.0
413690,2015-04-09,0.0,0.0
413691,2015-04-09,0.0,0.0
413692,2015-04-09,0.0,0.0
413694,2015-04-09,0.0,0.0
413695,2015-04-09,0.0,0.0
413696,2015-04-10,0.0,0.0
413697,2015-04-10,0.0,0.0
413698,2015-04-10,0.0,0.0
413699,2015-04-10,0.0,0.0
413700,2015-04-10,0.0,0.0
413701,2015-04-10,0.0,0.0
413702,2015-04-10,0.0,0.0
413703,2015-04-10,0.0,0.0
413704,2015-04-10,0.0,0.0
413705,2015-04-10,0.0,0.0
413706,2015-04-10,0.0,0.0
413707,2015-04-10,0.0,0.0
413708,2015-04-10,0.0,0.0
413709,2015-04-10,0.0,0.0
413710,2015-04-10,0.0,0.0
413711,2015-04-11,0.0,0.0
413712,2015-04-11,0.0,0.0
413713,2015-04-11,2.4545566116209616,0.0
413714,2015-04-11,2.25,0.0
413715,2015-04-11,0.0,0.0
413716,2015-04-11,0.0,3.0
413717,2015-04-11,4.5,0.0
413718,2015-04-11,1.5,0.0
413719,2015-04-11,0.0,0.0
413720,2015-04-11,1.125,0.0
413721,2015-04-11,3.0,1.2857142857142858
413722,2015-04-11,1.2857142857142858,0.0
413723,2015-04-11,0.0,1.5882259516120494
413724,2015-04-11,0.0,0.0
413725,2015-04-11,5.4,0.0
413726,2015-04-12,4.5,1.2857142857142858
413727,2015-04-12,1.5,0.0
413728,2015-04-12,0.0,0.0
413729,2015-04-12,3.0,3.857142857142857
413730,2015-04-12,1.125,1.5
413731,2015-04-12,1.9285576531596205,1.5
413732,2015-04-12,0.0,1.5
413733,2015-04-12,5.4,1.5
413734,2015-04-12,0.0,0.0
413735,2015-04-12,0.0,1.2857142857142858
413736,2015-04-12,4.5,0.0
413737,2015-04-12,0.0,0.0
413738,2015-04-12,0.0,6.3529038064481975
413739,2015-04-12,4.04997975010125,3.0
413740,2015-04-12,0.0,2.3478158790613954
413741,2015-04-13,4.153878106754667,0.0
413742,2015-04-13,5.4,3.3750210938818364
413743,2015-04-13,4.153878106754667,9.529355709672297
413744,2015-04-13,3.0,6.3529038064481975
413745,2015-04-13,3.6,2.6999865000675
413746,2015-04-13,0.0,0.0
413747,2015-04-13,3.6,26.998650067496627
413748,2015-04-13,0.0,1.8
413749,2015-04-13,4.153878106754667,1.5
413750,2015-04-13,0.0,2.5714285714285716
413751,2015-04-13,3.0,1.4210601108426886
413752,2015-04-13,1.8,1.5
413753,2015-04-13,4.263180332528066,0.0
413754,2015-04-13,3.0,0.0
413755,2015-04-14,2.5714285714285716,0.0
413756,2015-04-14,0.0,4.153878106754667
413757,2015-04-14,1.4210601108426886,1.8
413758,2015-04-14,3.857142857142857,1.5
413759,2015-04-14,7.105300554213443,0.0
413760,2015-04-14,1.6875105469409182,1.125
413761,2015-04-14,0.0,4.5
413762,2015-04-14,7.941129758060248,0.0
413763,2015-04-14,0.0,2.7000270002700026
413764,2015-04-14,1.5,12.0
413765,2015-04-14,0.0,0.0
413766,2015-04-14,3.1764519032240988,0.0
413767,2015-04-14,3.0,5.062531640822755
413768,2015-04-15,0.0,1.6875105469409182
413769,2015-04-15,3.857142857142857,5.4
413770,2015-04-15,7.5,1.5882259516120494
413771,2015-04-15,3.857115306319241,3.0
413772,2015-04-15,3.857142857142857,6.75
413773,2015-04-15,3.857142857142857,3.3750210938818364
413774,2015-04-15,12.272615703493605,1.125
413775,2015-04-15,1.8,0.0
413776,2015-04-15,1.5,0.0
413777,2015-04-15,3.0,1.6875105469409182
413778,2015-04-15,3.0,0.0
413779,2015-04-15,3.6,1.5
413780,2015-04-15,1.5,5.400054000540005
413781,2015-04-15,3.0,0.0
413782,2015-04-15,3.3750210938818364,5.684240443370754
413783,2015-04-16,0.9,6.0
413784,2015-04-16,2.3478158790613954,1.5
413785,2015-04-16,0.0,4.5
413786,2015-04-16,3.0,1.8
413787,2015-04-16,1.4210601108426886,3.75
413788,2015-04-16,5.400054000540005,1.4210488919766002
413789,2015-04-17,7.714230612638482,3.483882206071632
413790,2015-04-17,6.75,1.8620625446119154
413791,2015-04-17,2.612911654553724,3.75
413792,2015-04-17,2.5714285714285716,1.2857142857142858
413793,2015-04-17,1.8837121687806102,2.076923076923077
413794,2015-04-17,1.4210601108426886,1.2857142857142858
413795,2015-04-17,1.8,1.975619393265333
413796,2015-04-17,3.648658509887864,3.75
413797,2015-04-17,0.6923076923076923,0.0
413798,2015-04-17,2.842120221685377,2.5714285714285716
413799,2015-04-17,4.263146675929801,3.3750210938818364
413800,2015-04-17,1.2857142857142858,1.1739155954686857
413801,2015-04-17,2.6341399167319106,1.5
413802,2015-04-17,0.0,2.076923076923077
413803,2015-04-17,0.0,1.8620625446119154
413804,2015-04-18,3.857142857142857,1.3170699583659553
413805,2015-04-18,2.769230769230769,2.3823599481174944
413806,2015-04-18,5.837853615820583,4.628558204119417
413807,2015-04-18,2.6129116545537245,5.785672959478862
413808,2015-04-18,1.3846153846153846,1.5
413809,2015-04-18,3.0,0.0
413810,2015-04-18,0.75,0.0
413811,2015-04-18,0.6923076923076923,3.0
413812,2015-04-18,2.1891951059327184,9.642788265798103
413813,2015-04-18,1.5,0.0
413814,2015-04-18,1.8409049070343024,5.0
413815,2015-04-18,2.3142791020597087,1.5428527347064724
413816,2015-04-18,1.0800043200172802,2.1891951059327184
413817,2015-04-18,2.0769390533773335,5.25
413818,2015-04-18,2.25,1.3500033750084375
413819,2015-04-19,0.7714263673532362,0.0
413820,2015-04-19,3.3750084375210934,4.090909090909091
413821,2015-04-19,4.218736816447449,3.6
413822,2015-04-19,1.9285714285714286,4.263146675929801
413823,2015-04-19,0.5625,2.4545454545454546
413824,2015-04-19,0.6923076923076923,4.973671121918101
413825,2015-04-19,1.6875105469409182,20.250506262656568
413826,2015-04-19,0.75,8.181818181818182
413827,2015-04-19,0.75,3.970599913529157
413828,2015-04-19,3.272727272727273,5.062484179736939
413829,2015-04-19,2.4545231406987207,0.7297317019775729
413830,2015-04-19,0.7941199827058314,3.4615384615384617
413831,2015-04-19,2.5312658204113774,6.230745266364361
413832,2015-04-19,1.741941103035816,3.272727272727273
413833,2015-04-19,2.1891951059327184,5.4
413834,2015-04-20,4.218736816447449,2.612911654553724
413835,2015-04-20,2.25,2.6341399167319106
413836,2015-04-20,0.75,2.076923076923077
413837,2015-04-20,2.612886368475042,6.75
413838,2015-04-20,2.4545454545454546,4.5
413839,2015-04-20,1.1489337256729242,4.35481061412507
413840,2015-04-20,1.3500033750084375,0.7105244459883001
413841,2015-04-20,0.7297317019775729,5.192347633443334
413842,2015-04-20,0.0,2.5714285714285716
413843,2015-04-21,3.1764799308233256,11.571593879912571
413844,2015-04-21,2.25,3.375
413845,2015-04-21,1.8305053720247932,5.869616257532674
413846,2015-04-21,2.769230769230769,3.085705469412945
413847,2015-04-21,1.6874947265789797,4.5
413848,2015-04-21,11.571345918957723,1.4210601108426886
413849,2015-04-21,7.363669834862886,1.5428527347064724
413850,2015-04-21,3.0,1.6363636363636365
413851,2015-04-21,1.6363636363636365,1.3846153846153846
413852,2015-04-21,2.0,3.4615384615384617
413853,2015-04-21,3.6,3.483882206071632
413854,2015-04-21,2.1891951059327184,0.75
413855,2015-04-21,3.6,2.5714285714285716
413856,2015-04-21,4.378390211865437,1.6363636363636365
413857,2015-04-21,3.272727272727273,3.2142857142857144
413858,2015-04-22,1.6874947265789797,2.7
413859,2015-04-22,5.192347633443334,3.3749894531579585
413860,2015-04-22,5.094330010698093,2.8420977839532005
413861,2015-04-22,4.378390211865437,0.7297317019775729
413862,2015-04-22,1.5,1.2857142857142858
413863,2015-04-22,1.2857142857142858,1.6615435739802273
413864,2015-04-22,1.3500033750084375,4.218736816447449
413865,2015-04-22,1.0588235294117647,2.945459900836183
413866,2015-04-22,4.5,3.1764799308233256
413867,2015-04-22,0.6923076923076923,4.5
413868,2015-04-22,2.014919358449676,3.8571566327022593
413869,2015-04-22,2.204086130788022,1.2656269775421523
413870,2015-04-22,4.85999028001944,2.3684210526315788
413871,2015-04-22,3.4615384615384617,2.076923076923077
413872,2015-04-22,4.263146675929801,2.2978674513458484
413873,2015-04-23,0.45,3.7058823529411766
413874,2015-04-23,3.6,4.909079752091472
413875,2015-04-23,2.177415842877673,2.204086130788022
413876,2015-04-23,0.6428571428571429,0.870970551517908
413877,2015-04-23,1.723411588985485,4.764677854836148
413878,2015-04-23,1.5,3.0
413879,2015-04-23,7.714230612638482,0.0
413880,2015-04-23,0.0,5.785672959478862
413881,2015-04-23,2.204086130788022,2.8125
413882,2015-04-23,0.0,0.0
413883,2015-04-23,4.5,6.113196012837712
413884,2015-04-23,1.6615359053293766,1.3500033750084375
413885,2015-04-24,2.454549917363486,3.9272584463329228
413886,2015-04-24,5.094330010698093,2.8421052631578947
413887,2015-04-24,3.0483821800287423,2.2978821186473133
413888,2015-04-24,1.9565217391304348,3.0
413889,2015-04-24,2.6557420585935385,4.05
413891,2015-04-24,3.176470588235294,0.9152526860123966
413892,2015-04-24,2.3684210526315788,0.9642839923500137
413893,2015-04-24,1.0,1.3965541319898827
413894,2015-04-24,1.4464259885250206,2.6470588235294117
413895,2015-04-24,6.1875,2.177415842877673
413896,2015-04-24,4.85999028001944,3.0
413897,2015-04-24,7.2,0.0
413898,2015-04-24,0.0,5.586216527959531
413899,2015-04-24,5.586187633835746,3.068195764526202
413900,2015-04-25,5.926814812646799,3.9375
413901,2015-04-25,4.909113223241923,4.595734902691697
413903,2015-04-25,0.870970551517908,6.428571428571429
413904,2015-04-25,6.171463836936212,0.5094330010698094
413906,2015-04-25,7.714395919941714,1.5
413907,2015-04-25,1.8,0.7941199827058314
413908,2015-04-25,1.7419326743021384,0.5
413909,2015-04-25,2.5,2.5
413910,2015-04-25,4.5,3.4363698843088804
413911,2015-04-25,1.894736842105263,1.2857142857142858
413912,2015-04-25,2.6557289976098444,1.894736842105263
413913,2015-04-25,8.100081000810007,4.724976375118125
413914,2015-04-25,4.295474070336683,2.5000138889660497
413890,2015-04-26,2.4,3.3061291961820327
413915,2015-04-26,1.588235294117647,5.684240443370755
413916,2015-04-26,5.225823309107449,6.075015187537969
413917,2015-04-26,1.7142857142857142,1.7419326743021384
413918,2015-04-26,4.909090909090909,0.7941199827058314
413919,2015-04-26,1.0588235294117647,4.5
413920,2015-04-26,2.755090795547774,1.1911747188607076
413921,2015-04-26,2.25,0.0
413922,2015-04-26,0.0,5.282585727888139
413923,2015-04-26,2.5961588387669976,4.0
413924,2015-04-26,3.056598006418856,3.0
413926,2015-04-26,3.0681748450571704,3.115390606520397
413927,2015-04-26,2.945459900836183,2.7
413928,2015-04-26,1.7763111149707502,2.0
413929,2015-04-26,2.3684210526315788,4.909099834726972
413931,2015-04-27,2.0,6.0
413932,2015-04-27,4.339277965575062,2.918914974439224
413933,2015-04-27,2.88,1.9285679847000274
413934,2015-04-27,1.626509943397454,1.8409049070343024
413935,2015-04-27,3.0,1.8
413936,2015-04-27,2.076927071013598,1.528299003209428
413937,2015-04-27,1.9285679847000274,4.5
413938,2015-04-27,0.5192317677533995,4.0
413939,2015-04-27,2.177415842877673,7.105300554213443
413940,2015-04-27,1.2,3.5
413941,2015-04-27,4.8,5.323936163470193
413942,2015-04-27,2.5471650053490467,7.714340816720119
413943,2015-04-27,1.6875,3.3157894736842106
413944,2015-04-28,1.588237162631956,1.611942704392096
413946,2015-04-28,5.3035619579250755,3.8028115453358518
413947,2015-04-28,3.7058823529411766,3.1764799308233256
413948,2015-04-28,6.352931833923774,3.056598006418856
413949,2015-04-28,5.2105263157894735,3.5
413950,2015-04-28,1.5517241379310345,1.588239965411663
413951,2015-04-28,3.857131836766181,0.0
413952,2015-04-28,1.7704947057290257,0.0
413953,2015-04-28,3.2399935200129604,1.894736842105263
413954,2015-04-28,5.108121913843011,0.870970551517908
413955,2015-04-28,2.5890446425269076,1.542859346941924
413956,2015-04-28,0.0,2.6341399167319106
413957,2015-04-28,2.820899732686168,2.347826086956522
413958,2015-04-28,5.062507910168609,0.0
413959,2015-04-29,1.588235294117647,2.3478311909373715
413960,2015-04-29,4.021268039855234,1.6666666666666667
413961,2015-04-29,1.094593115414709,4.013508089853933
413962,2015-04-29,0.6749991562510547,2.3333333333333335
413963,2015-04-29,2.625,3.413793103448276
413964,2015-04-29,3.4615384615384617,2.4545454545454546
413965,2015-04-29,0.0,4.367640635822594
413966,2015-04-29,3.9375,0.34615384615384615
413967,2015-04-29,2.8421052631578947,2.050635507133553
413968,2015-04-29,0.5744705296618283,2.554050602634321
413969,2015-04-29,5.4,1.6071428571428572
413970,2015-04-29,1.6874978906276368,4.218736816447449
413971,2015-04-29,0.70129779052235,0.0
413972,2015-04-29,2.88,4.875
413973,2015-04-29,3.749984375065104,2.17742637879477
413974,2015-04-30,4.5,5.25
413975,2015-04-30,1.2272783058104808,1.4210526315789473
413976,2015-04-30,3.6818181818181817,2.602406503124695
413977,2015-04-30,2.907701254465398,1.3170747769204596
413978,2015-04-30,0.0,5.311457995219689
413979,2015-04-30,1.1095860011342435,2.74575805803719
413980,2015-04-30,8.1,4.426214996016407
413981,2015-04-30,1.849317601804934,2.6250109375455732
413982,2015-05-01,2.076923076923077,3.1153726331821803
413983,2015-05-01,0.0,1.8
413984,2015-05-01,4.835806460279223,2.0454545454545454
413985,2015-05-01,0.0,2.076923076923077
413986,2015-05-01,4.050040500405004,5.318181818181818
413987,2015-05-01,0.0,4.0
413988,2015-05-01,2.0769294674752845,2.16
413989,2015-05-01,3.5735241565821227,1.4025955810447
413990,2015-05-01,2.25,2.9634182480710343
413991,2015-05-01,3.272742148827949,1.9014057726679259
413992,2015-05-01,2.820899732686168,2.52
413993,2015-05-01,0.0,4.764677854836148
413994,2015-05-01,6.157894736842105,0.0
413995,2015-05-01,1.7234115889854849,1.9014057726679259
413996,2015-05-01,1.012498734376582,1.255812493241287
413997,2015-05-02,2.486845377428128,4.563393136318694
413998,2015-05-02,2.5714285714285716,3.2238709735194826
413999,2015-05-02,12.0,6.096734859775099
414000,2015-05-02,2.417914056588144,2.739130434782609
414001,2015-05-02,2.0,3.857142857142857
414002,2015-05-02,1.5882315571022187,2.903225806451613
414003,2015-05-02,2.3624970468786914,3.374993973225048
414004,2015-05-02,6.319175826280112,2.0769294674752845
414005,2015-05-02,2.769230769230769,2.0454545454545454
414006,2015-05-02,3.0,4.645161290322581
414007,2015-05-02,1.753244476305875,4.438362244331842
414008,2015-05-02,1.459457487219612,5.0339153692046406
414009,2015-05-02,4.183092699869437,1.6700996492790738
414010,2015-05-02,1.8529466263136065,6.406801378987725
414011,2015-05-02,3.5217391304347827,4.242863204090291
414012,2015-05-03,4.090909090909091,1.2272741219024113
414013,2015-05-03,1.8305053720247932,2.314289020412886
414014,2015-05-03,3.375,2.4179032301396117
414015,2015-05-03,4.0,1.2162162162162162
414016,2015-05-03,2.6129032258064515,3.5357142857142856
414017,2015-05-03,3.9130434782608696,2.4269717460039235
414018,2015-05-03,0.35526362534687544,3.626871084882216
414019,2015-05-03,3.0422492362686815,3.4838653486042768
414020,2015-05-03,2.6999966250042187,1.4862398956329317
414021,2015-05-03,2.486845377428128,6.749915626054674
414022,2015-05-03,2.076923076923077,3.375
414023,2015-05-03,2.6619680817350964,0.9878060826903446
414024,2015-05-03,3.5735399221762414,5.0823409827271
414025,2015-05-03,4.68,3.6666666666666665
414026,2015-05-03,1.0657866689824502,3.2837793462441267
414028,2015-05-04,3.24,2.2816869272015112
414029,2015-05-04,1.5168573412524522,2.0106404368515283
414030,2015-05-04,1.9518119320769445,2.5471650053490467
414031,2015-05-04,3.774193548387097,1.8
414032,2015-05-04,0.5684204542942587,1.6363636363636365
414033,2015-05-04,3.413781331788511,1.9484556169645535
414034,2015-05-04,1.4361717406082346,5.8554146320305644
414035,2015-05-04,2.142857142857143,1.557690809912683
414036,2015-05-04,2.88,2.1386117439487684
414037,2015-05-04,2.675675675675676,4.584922961973441
414039,2015-05-05,0.27550992294905824,4.764705882352941
414040,2015-05-05,0.0,1.741941103035816
414041,2015-05-05,2.779407677341651,1.8
414042,2015-05-05,3.6610107440495865,2.3684210526315788
414043,2015-05-05,1.6875,2.0106404368515283
414044,2015-05-05,3.988627298574322,1.9285694606434076
414045,2015-05-05,2.4545566116209616,3.857142857142857
414046,2015-05-05,0.0,0.5744668628364621
414047,2015-05-05,1.3278710292967693,4.909090909090909
414048,2015-05-05,3.7241379310344827,0.0
414049,2015-05-05,3.951209875097866,2.3225806451612905
414050,2015-05-05,5.0,2.6999966250042187
414051,2015-05-05,2.8125,0.8437473632894898
414052,2015-05-05,1.4361671570911552,7.714313265404519
414038,2015-05-06,4.853927130418954,0.0
414053,2015-05-06,5.85,0.8265297688471747
414054,2015-05-06,2.123600277753433,3.176465916961887
414055,2015-05-06,2.4545482438048225,1.8837253109890952
414056,2015-05-06,2.3478235349744185,2.523362127698946
414057,2015-05-06,2.8255879664836425,2.4923153609703412
414058,2015-05-06,2.0454545454545454,1.7052667479299954
414059,2015-05-06,2.3225806451612905,0.0
414060,2015-05-06,1.261681063849473,3.3333456790580707
414061,2015-05-06,2.25,1.705261362882776
414062,2015-05-06,3.8571343799244397,2.7000027000027
414063,2015-05-06,5.4,2.197671863172252
414064,2015-05-06,1.9484556169645535,3.552650277106722
414065,2015-05-06,2.7272644628349614,4.628558204119417
414066,2015-05-06,3.767437479723861,0.0
414067,2015-05-06,4.5,2.4
414068,2015-05-07,1.9058845951583472,5.1923076923076925
414069,2015-05-07,2.2736818171770348,2.2736818171770348
414070,2015-05-07,2.903225806451613,3.193548387096774
414071,2015-05-07,2.097083306634356,1.989477872584995
414072,2015-05-07,2.1724137931034484,3.197372628121879
414073,2015-05-07,4.395359058974555,1.705261362882776
414074,2015-05-07,3.2837793462441267,1.6875105469409182
414075,2015-05-07,2.43000243000243,2.4
414076,2015-05-07,5.625,1.9756121653806893
414077,2015-05-07,2.4,2.6341399167319106
414078,2015-05-07,2.479589306541524,2.25
414079,2015-05-08,3.857147095766039,2.1477297133292197
414080,2015-05-08,3.417712866549705,3.4468011770187728
414081,2015-05-08,7.105272506937509,4.367659904882073
414082,2015-05-08,3.413793103448276,0.5744686962432939
414084,2015-05-08,1.588237162631956,2.730334010860662
414085,2015-05-08,2.872343481216469,3.292686942301149
414086,2015-05-08,5.1923076923076925,1.4025955810447
414087,2015-05-08,3.3,2.3736289820098704
414088,2015-05-08,4.909096487609645,3.621955636531264
414089,2015-05-08,4.5,1.0693058719743842
414090,2015-05-08,4.764719896234989,3.085714285714286
414091,2015-05-08,2.9277073160152822,2.0769253592586363
414092,2015-05-08,4.175262036352614,2.204079383592466
414093,2015-05-08,4.228910567577629,3.374992329562888
414083,2015-05-09,0.0,2.7613667742804253
414094,2015-05-09,2.6129032258064515,4.333333333333333
414095,2015-05-09,0.75,3.453496403480008
414096,2015-05-09,3.5526362534687546,2.54117049136355
414097,2015-05-09,2.2978747849731755,2.511624986482574
414098,2015-05-09,5.522714721102907,1.25
414099,2015-05-09,1.9058845951583472,2.3684210526315788
414100,2015-05-09,2.076932206295412,3.103448275862069
414102,2015-05-09,1.4210556232749962,3.0
414103,2015-05-09,0.0,0.852630681441388
414104,2015-05-09,1.96875,3.0
414105,2015-05-09,1.6200016200016198,1.3333333333333333
414106,2015-05-09,2.1477297133292197,5.651156219585792
414107,2015-05-09,3.0,4.081390603034182
414108,2015-05-09,3.857142857142857,4.013524360876651
414109,2015-05-10,1.8837253109890952,3.1764631142044375
414110,2015-05-10,0.53999892000216,3.75
414111,2015-05-10,3.5816289983377567,3.328771683248881
414112,2015-05-10,4.450539669143585,2.1039015685755027
