Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2012-09-23,NYY,OAK,4,5,-160,150,-156,146,8.5,8.5,8.5,8.5,-110,-110,100,-110
2012-09-23,DET,MIN,4,10,-233,218,-210,190,8.0,8.0,8.0,8.0,-115,-105,-117,107
2012-09-23,CIN,LAD,3,5,-127,117,134,-139,8.0,8.0,7.5,7.5,-120,100,115,-125
2012-09-23,NYM,MIA,3,2,100,-110,-115,105,7.5,7.5,7.5,7.5,-125,105,105,-115
2012-09-23,BOS,BAL,2,1,-110,100,114,-124,9.0,9.0,9.0,9.0,110,-130,105,-115
2012-09-23,WAS,MIL,2,6,125,-135,119,-129,8.0,8.0,8.0,8.0,-125,105,-105,-105
2012-09-23,TB,TOR,3,0,-190,180,-235,215,8.5,8.5,8.5,8.5,100,-120,106,-116
2012-09-23,HOU,PIT,1,8,125,-135,127,-137,7.5,7.5,8.5,8.5,-120,100,105,-115
2012-09-23,KC,CLE,4,15,-125,115,-128,118,9.0,9.0,8.5,8.5,-120,100,-105,-105
2012-09-23,CHC,SLC,3,6,165,-175,168,-178,8.0,8.0,7.5,7.5,-120,100,-109,-101
2012-09-23,COL,ARI,7,10,130,-140,120,-130,10.5,10.5,10.5,10.5,100,-120,100,-110
2012-09-23,SF,SD,4,6,125,-135,143,-153,7.5,7.5,7.5,7.5,-105,-115,-105,-105
2012-09-23,SEA,TEX,2,3,135,-145,135,-145,7.0,7.0,7.0,7.0,-125,105,115,-125
2012-09-23,PHI,ATL,1,2,-130,120,-165,155,7.5,7.5,7.0,7.0,110,-130,107,-117
2012-09-23,LAA,CHW,4,1,-210,195,-205,188,7.5,7.5,7.5,7.5,-120,100,-117,107
2012-09-23,DET,MIN,4,10,-200,185,-225,205,9.5,9.5,9.0,9.0,-110,-110,-112,102
