Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2012-07-24,BAL,TB,1,3,-125,115,-133,123,8.5,8.5,8.5,8.5,-125,105,-125,115
2012-07-24,CLE,DET,3,2,110,-120,112,-122,9.0,9.0,8.5,8.5,-120,100,100,-110
2012-07-24,PHI,MIL,7,6,-140,130,-147,137,7.5,7.5,7.5,7.5,110,-130,101,-111
2012-07-24,PIT,CHC,1,5,-180,170,-166,156,7.5,7.5,7.5,7.5,-110,-110,-103,-107
2012-07-24,TOR,OAK,2,7,-125,115,-125,115,9.5,9.5,9.0,9.0,100,-120,115,-125
2012-07-24,MIA,ATL,3,4,-110,100,101,-111,7.5,7.5,7.5,7.5,-110,-110,117,-127
2012-07-24,NYM,WAS,2,5,-115,105,-111,101,7.5,7.5,7.0,7.0,110,-130,-120,100
2012-07-24,TEX,BOS,1,2,-108,-102,-115,105,10.5,10.5,10.5,10.5,-110,-110,-105,-105
2012-07-24,HOU,CIN,2,4,150,-160,122,-132,8.0,8.0,7.5,7.5,-120,100,-101,-109
2012-07-24,CHW,MIN,11,4,-155,145,-175,165,8.5,8.5,9.0,9.0,-120,100,-115,105
2012-07-24,SLC,LAD,8,2,-120,110,-136,126,7.5,7.5,7.5,7.5,110,-130,-110,100
2012-07-24,ARI,COL,6,2,-182,172,-178,168,10.0,10.0,10.0,10.0,-110,-110,100,-110
2012-07-24,LAA,KC,1,4,-175,165,-175,165,8.5,8.5,9.0,9.0,-125,105,101,-111
2012-07-24,SEA,NYY,4,2,-120,110,-126,116,7.5,7.5,7.0,7.0,110,-130,106,-116
2012-07-24,SF,SD,3,2,-170,160,-175,165,6.5,6.5,6.5,6.5,-105,-115,112,-122
