Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2012-04-17,NYY,MIN,8,3,-210,195,-250,230,8.5,8.5,9.0,9.0,-125,105,-107,-103
2012-04-17,WAS,HOU,1,0,-210,195,-163,153,7.0,7.0,6.5,6.5,-105,-115,-112,102
2012-04-17,TOR,TB,7,3,-150,140,-140,130,8.0,8.0,8.5,8.5,100,-120,-105,-105
2012-04-17,MIA,CHC,5,2,-170,160,-156,146,7.0,7.0,7.0,7.0,-110,-110,105,-115
2012-04-17,ATL,NYM,9,3,105,-115,-114,104,7.5,7.5,7.5,7.5,-105,-115,-105,-105
2012-04-17,BOS,TEX,3,18,-135,125,-113,103,8.5,8.5,9.0,9.0,100,-120,100,-110
2012-04-17,CHW,BAL,2,3,-150,140,-128,118,8.5,8.5,8.0,8.0,-110,-110,105,-115
2012-04-17,KC,DET,1,3,110,-120,-105,-105,9.5,9.5,9.0,9.0,100,-120,102,-112
2012-04-17,MIL,LAD,5,4,-125,115,-126,116,7.5,7.5,7.0,7.0,-110,-110,-112,102
2012-04-17,SLC,CIN,2,1,-120,110,-118,108,7.0,7.0,7.5,7.5,-120,100,105,-115
2012-04-17,COL,SD,5,3,-115,105,-121,111,9.5,9.5,10.0,10.0,-110,-110,-103,-107
2012-04-17,ARI,PIT,4,5,-190,180,-177,167,8.0,8.0,8.5,8.5,105,-125,-102,-108
2012-04-17,LAA,OAK,3,5,-190,180,-186,176,7.5,7.5,7.0,7.0,105,-125,-105,-105
2012-04-17,SEA,CLE,8,9,105,-115,101,-111,7.0,7.0,7.0,7.0,110,-130,-114,104
2012-04-17,SF,PHI,4,2,-140,130,-137,127,7.0,7.0,6.5,6.5,105,-125,-115,105
