Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2012-06-28,PHI,PIT,4,5,-115,105,102,-112,8.0,8.0,9.0,9.0,-115,-105,-111,101
2012-06-28,COL,WAS,11,10,130,-140,128,-138,11.0,11.0,11.5,11.5,-110,-110,110,-120
2012-06-28,BAL,CLE,2,7,-150,140,-147,137,9.0,9.0,9.0,9.0,-115,-105,-110,100
2012-06-28,NYY,CHW,3,4,-190,180,-173,163,9.5,9.5,10.0,10.0,-120,100,-115,105
2012-06-28,TOR,LAA,7,9,105,-115,125,-135,9.0,9.0,9.5,9.5,100,-120,-108,-102
2012-06-28,ATL,ARI,2,3,-140,130,-117,107,8.5,8.5,8.5,8.5,-120,100,-108,-102
2012-06-28,TB,DET,2,5,-135,125,-120,110,8.0,8.0,7.5,7.5,-110,-110,100,-110
2012-06-28,HOU,SD,3,7,-130,120,-106,-104,8.5,8.5,8.5,8.5,-120,100,-105,-105
2012-06-28,TEX,OAK,7,6,-190,180,-182,172,10.5,10.5,11.0,11.0,-125,105,110,-120
2012-06-28,SEA,BOS,1,0,-130,120,-110,100,7.0,7.0,7.0,7.0,-130,110,111,-121
2012-06-28,LAD,NYM,2,3,-140,130,-128,118,7.0,7.0,7.0,7.0,-130,110,105,-115
2012-06-28,SF,CIN,5,0,-115,105,-115,105,6.0,6.0,6.0,6.0,-110,-110,-110,100
