Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2012-04-25,PIT,COL,1,2,110,-120,113,-123,7.5,7.5,7.0,7.0,-120,100,-115,105
2012-04-25,MIL,HOU,5,7,-190,180,-190,180,8.0,8.0,8.0,8.0,-105,-115,100,-110
2012-04-25,CHC,SLC,1,5,140,-150,151,-161,8.0,8.0,8.0,8.0,-110,-110,-110,100
2012-04-25,OAK,CHW,5,4,120,-130,114,-124,7.5,7.5,7.0,7.0,100,-120,-118,108
2012-04-25,ARI,PHI,2,7,100,-110,106,-116,8.5,8.5,8.0,8.0,-110,-110,110,-120
2012-04-25,SD,WAS,2,7,135,-145,123,-133,6.0,6.0,6.5,6.5,-115,-105,100,-110
2012-04-25,DET,SEA,1,9,110,-120,-118,108,8.0,8.0,7.5,7.5,-110,-110,-112,102
2012-04-25,CLE,KC,2,8,-125,115,-138,128,8.5,8.5,7.5,7.5,-110,-110,-105,-105
2012-04-25,BAL,TOR,3,0,-105,-105,-105,-105,8.5,8.5,8.5,8.5,-120,100,-105,-105
2012-04-25,TB,LAA,3,2,110,-120,-104,-106,8.0,8.0,7.5,7.5,105,-125,-103,-107
2012-04-25,NYM,MIA,5,1,-105,-105,123,-133,7.0,7.0,7.0,7.0,-130,110,-105,-105
2012-04-25,CIN,SF,4,2,-130,120,-125,115,8.5,8.5,8.5,8.5,-110,-110,102,-112
2012-04-25,TEX,NYY,7,3,-115,105,-135,125,10.5,10.5,10.0,10.0,-120,100,-110,100
2012-04-25,MIN,BOS,6,7,120,-130,108,-118,9.0,9.0,9.0,9.0,-115,-105,100,-110
2012-04-25,LAD,ATL,2,4,-105,-105,-106,-104,7.0,7.0,6.5,6.5,100,-120,108,-118
2012-04-25,PIT,COL,1,2,120,-130,105,-115,7.5,7.5,7.5,7.5,100,-120,115,-125
