game_pk,date,home_starter_id,away_starter_id,home_starter_full_name,away_starter_full_name,home_starter_team_id,away_starter_team_id,home_starter_team_abbreviation,away_starter_team_abbreviation,home_starter_season,away_starter_season,home_starter_postseason,away_starter_postseason,home_starter_season_type,away_starter_season_type,home_starter_pitching_gp,away_starter_pitching_gp,home_starter_pitching_gs,away_starter_pitching_gs,home_starter_pitching_qs,away_starter_pitching_qs,home_starter_pitching_w,away_starter_pitching_w,home_starter_pitching_l,away_starter_pitching_l,home_starter_pitching_era,away_starter_pitching_era,home_starter_pitching_sv,away_starter_pitching_sv,home_starter_pitching_hld,away_starter_pitching_hld,home_starter_pitching_ip,away_starter_pitching_ip,home_starter_pitching_h,away_starter_pitching_h,home_starter_pitching_er,away_starter_pitching_er,home_starter_pitching_hr,away_starter_pitching_hr,home_starter_pitching_bb,away_starter_pitching_bb,home_starter_pitching_whip,away_starter_pitching_whip,home_starter_pitching_k,away_starter_pitching_k,home_starter_pitching_k_per_9,away_starter_pitching_k_per_9,home_starter_pitching_war,away_starter_pitching_war
663432,2022-04-28,672282,615698,Reid Detmers,Cal Quantrill,108,114,LAA,CLE,2022,2022,0,0,regular,regular,3,3,3,3,0,1,0,1,2,2,6.57,3.94,0,0,0,0,12.3,16.0,12,12,9,7,2,1,4,7,1.3,1.19,12,6,8.76,3.38,,
663078,2022-04-28,641816,607259,Tyler Mahle,Nick Martinez,113,135,CIN,SD,2022,2022,0,0,regular,regular,4,3,4,3,0,0,1,1,2,2,6.88,4.3,0,0,0,0,17.0,14.7,20,16,13,7,0,5,9,10,1.71,1.77,19,13,10.06,7.98,,
662538,2022-04-28,571578,669432,Patrick Corbin,Trevor Rogers,120,146,WSH,MIA,2022,2022,0,0,regular,regular,4,3,4,3,0,0,0,0,2,2,11.2,6.94,0,0,0,0,13.7,11.7,24,14,17,9,1,0,11,7,2.56,1.8,15,10,9.88,7.71,,
662295,2022-04-28,500779,642547,Jose Quintana,Freddy Peralta,134,158,PIT,MIL,2022,2022,0,0,regular,regular,3,3,3,3,0,0,0,0,1,1,3.86,7.5,0,0,0,0,14.0,12.0,13,13,6,10,1,1,8,8,1.5,1.75,8,16,5.14,12.0,,
662047,2022-04-28,641712,528748,Dakota Hudson,Humberto Castellanos,138,109,STL,AZ,2022,2022,0,0,regular,regular,3,2,3,2,1,0,1,1,0,1,3.95,2.0,0,0,0,0,13.7,9.0,10,5,6,2,2,0,6,4,1.17,1.0,10,6,6.59,6.0,,
661912,2022-04-28,527048,434378,Martín Pérez,Justin Verlander,140,117,TEX,HOU,2022,2022,0,0,regular,regular,3,3,3,3,1,2,1,1,2,2,3.86,1.89,0,0,0,0,14.0,19.0,14,10,6,4,0,3,5,4,1.36,0.74,12,20,7.71,9.47,,
661908,2022-04-28,605488,623167,Jeffrey Springs,Chris Flexen,139,136,TB,SEA,2022,2022,0,0,regular,regular,0,3,0,3,0,2,0,1,0,2,0.0,3.63,0,0,0,0,0.0,17.3,0,16,0,7,0,2,0,4,0.0,1.15,0,11,0.0,5.71,,
661827,2022-04-28,666201,676477,Alek Manoah,Garrett Whitlock,141,111,TOR,BOS,2022,2022,0,0,regular,regular,3,1,3,1,3,0,3,0,0,1,2.0,0.0,0,0,0,0,18.0,4.0,12,1,4,0,2,0,6,0,1.0,0.25,18,7,9.0,15.75,,
661729,2022-04-28,641927,669373,Bailey Ober,Tarik Skubal,142,116,MIN,DET,2022,2022,0,0,regular,regular,3,3,3,3,1,1,2,2,1,1,2.81,2.3,0,0,0,0,16.0,15.7,13,16,5,4,2,0,3,1,1.0,1.09,13,16,7.31,9.19,,
661641,2022-04-28,554430,596295,Zack Wheeler,Austin Gomber,143,115,PHI,COL,2022,2022,0,0,regular,regular,3,3,3,3,0,1,0,1,2,1,8.53,4.2,0,0,0,0,12.7,15.0,17,16,12,7,1,1,4,6,1.66,1.47,11,14,7.82,8.4,,
661551,2022-04-28,657140,592767,Kyle Wright,Drew Smyly,144,112,ATL,CHC,2022,2022,0,0,regular,regular,3,3,3,3,2,0,3,1,0,1,1.06,2.45,0,0,0,0,17.0,14.7,11,13,2,4,0,2,2,2,0.76,1.02,26,9,13.76,5.52,,
661532,2022-04-28,656629,641745,Michael Kopech,Brad Keller,145,118,CWS,KC,2022,2022,0,0,regular,regular,3,3,3,3,0,2,1,1,1,2,0.64,2.55,0,0,0,0,14.0,17.7,6,11,1,5,0,1,5,5,0.79,0.91,15,14,9.64,7.13,,
661305,2022-04-28,592791,669145,Jameson Taillon,Bruce Zimmermann,147,110,NYY,BAL,2022,2022,0,0,regular,regular,3,3,3,3,0,1,1,2,1,0,3.07,1.2,0,0,0,0,14.7,15.0,15,12,5,2,3,1,1,5,1.09,1.13,13,16,7.98,9.6,,
