game_pk,home_bp_k_bb_ratio_rolling_5,away_bp_k_bb_ratio_rolling_5,home_bp_k_bb_ratio_rolling_10,away_bp_k_bb_ratio_rolling_10
490099,,,,
490106,,,,
490110,,,,
490098,,,,
490100,,,,
490101,,,,
490103,,,,
490104,,,,
490105,,,,
490107,,,,
490108,,,,
490109,,,,
490111,,,,
490112,,,,
490102,,,,
490113,,,,
490114,2.0,1.75,2.0,1.75
490115,2.0,0.6666666666666666,2.0,0.6666666666666666
490116,,7.0,,7.0
490117,,1.0,,1.0
490118,1.0,,1.0,
490119,2.0,0.0,2.0,0.0
490136,,0.16666666666666666,,0.16666666666666666
490120,,0.0,,0.0
490122,5.0,,5.0,
490123,1.1666666666666667,2.6,1.1666666666666667,2.6
490125,,0.75,,0.75
490126,3.5,2.3333333333333335,3.5,2.3333333333333335
490127,,1.5,,1.5
490128,4.0,6.5,4.0,6.5
490129,0.6666666666666666,5.0,0.6666666666666666,5.0
490130,3.0,5.0,3.0,5.0
490131,,1.0,,1.0
490132,2.8,3.5,2.8,3.5
490133,4.0,1.0,4.0,1.0
490134,2.0,,2.0,
490121,2.0,0.42857142857142855,2.0,0.42857142857142855
490135,2.0,0.8571428571428571,2.0,0.8571428571428571
490137,1.0,3.0,1.0,3.0
490138,1.0,,1.0,
490139,6.0,0.625,6.0,0.625
490140,4.0,3.3333333333333335,4.0,3.3333333333333335
490141,,2.0,,2.0
490142,2.0,7.0,2.0,7.0
490144,8.0,2.6666666666666665,8.0,2.6666666666666665
490145,3.0,2.75,3.0,2.75
490146,2.25,1.6666666666666667,2.25,1.6666666666666667
490147,3.0,,3.0,
490148,2.25,1.1428571428571428,2.25,1.1428571428571428
490149,4.0,5.0,4.0,5.0
490150,1.2727272727272727,0.875,1.2727272727272727,0.875
490151,1.75,2.0,1.75,2.0
490152,2.375,12.0,2.375,12.0
490153,2.6666666666666665,0.9090909090909091,2.6666666666666665,0.9090909090909091
490154,2.7142857142857144,6.0,2.7142857142857144,6.0
490155,2.8,1.5714285714285714,2.8,1.5714285714285714
490156,1.75,3.6666666666666665,1.75,3.6666666666666665
490157,2.3333333333333335,4.25,2.3333333333333335,4.25
490158,2.0,7.0,2.0,7.0
490159,1.0,1.7142857142857142,1.0,1.7142857142857142
490160,4.0,3.6666666666666665,4.0,3.6666666666666665
490161,4.5,3.0,4.5,3.0
490162,10.0,4.0,10.0,4.0
490163,2.75,1.125,2.75,1.125
490164,3.3333333333333335,1.6,3.3333333333333335,1.6
490165,1.2,1.3,1.2,1.3
490166,1.3333333333333333,2.25,1.3333333333333333,2.25
490167,2.2222222222222223,3.5,2.2222222222222223,3.5
490168,2.1666666666666665,0.9230769230769231,2.1666666666666665,0.9230769230769231
490169,3.0,9.0,3.0,9.0
490170,1.8,1.75,1.8,1.75
490171,2.2,3.2,2.2,3.2
490172,2.0,5.0,2.0,5.0
490173,1.8,5.666666666666667,1.8,5.666666666666667
490174,1.3333333333333333,1.2727272727272727,1.3333333333333333,1.2727272727272727
490175,5.0,5.0,5.0,5.0
490176,2.0,4.0,2.0,4.0
490177,4.25,2.5,4.25,2.5
490178,3.25,1.25,3.25,1.25
490179,3.5,1.7142857142857142,3.5,1.7142857142857142
490180,1.1111111111111112,1.6666666666666667,1.2,1.6666666666666667
490181,2.0,1.2941176470588236,2.0,1.2941176470588236
490182,3.0,2.142857142857143,2.3333333333333335,2.142857142857143
490183,2.272727272727273,1.0,2.230769230769231,1.0
490184,5.75,9.0,3.75,9.5
490185,1.4666666666666666,2.625,1.4666666666666666,2.625
490186,2.8,3.3333333333333335,2.8,3.3333333333333335
490187,1.7777777777777777,5.5,1.7777777777777777,5.5
490188,2.8,16.0,2.8,6.666666666666667
490189,1.6666666666666667,1.1818181818181819,1.5,1.2727272727272727
490190,23.0,5.333333333333333,6.25,4.0
490191,1.8571428571428572,1.9,2.2857142857142856,1.9
490192,5.0,4.0,5.0,4.0
490193,0.7272727272727273,1.8,1.1538461538461537,2.3
490194,2.142857142857143,2.0,2.142857142857143,2.0
490195,4.0,1.6428571428571428,4.0,1.4705882352941178
