game_pk,home_bp_whip_rolling_5,away_bp_whip_rolling_5,home_bp_whip_rolling_10,away_bp_whip_rolling_10
490099,,,,
490106,,,,
490110,,,,
490098,,,,
490100,,,,
490101,,,,
490103,,,,
490104,,,,
490105,,,,
490107,,,,
490108,,,,
490109,,,,
490111,,,,
490112,,,,
490102,,,,
490113,1.874976562792965,0.6666666666666666,1.874976562792965,0.6666666666666666
490114,1.8333333333333333,1.0,1.8333333333333333,1.0
490115,1.0,2.142887755539365,1.0,2.142887755539365
490116,1.0,1.1250070312939455,1.0,1.1250070312939455
490117,1.5,1.9285576531596205,1.5,1.9285576531596205
490118,2.5,4.199916001679966,2.5,4.199916001679966
490119,1.5,0.6666666666666666,1.5,0.6666666666666666
490136,1.1999760004799904,2.72724793410969,1.1999760004799904,2.72724793410969
490120,0.6666666666666666,4.0,0.6666666666666666,4.0
490122,1.4117564014329327,0.7894778393570493,1.4117564014329327,0.7894778393570493
490123,1.6874947265789797,0.8400033600134401,1.6874947265789797,0.8400033600134401
490125,0.5,4.5,0.5,4.5
490126,1.1666666666666667,1.5789556787140986,1.1666666666666667,1.5789556787140986
490127,0.0,2.3333333333333335,0.0,2.3333333333333335
490128,1.0,0.9642891581755648,1.0,0.9642891581755648
490129,1.384626035584889,1.0,1.384626035584889,1.0
490130,1.124985937675779,1.3333333333333333,1.124985937675779,1.3333333333333333
490131,1.3333333333333333,1.5882259516120494,1.3333333333333333,1.5882259516120494
490132,2.2222222222222223,1.7646955017911659,2.2222222222222223,1.7646955017911659
490133,1.0,0.6,1.0,0.6
490134,1.411756401432933,0.8571367347376091,1.411756401432933,0.8571367347376091
490121,1.0588173010746995,1.6499917500412498,1.0588173010746995,1.6499917500412498
490135,1.4444444444444444,1.625,1.4444444444444444,1.625
490137,1.704541580587317,0.9677450572421202,1.704541580587317,0.9677450572421202
490138,1.090899173643876,0.7499906251171861,1.090899173643876,0.7499906251171861
490139,0.3333333333333333,3.6,0.3333333333333333,3.6
490140,1.1249964843859863,1.2187576172351076,1.1249964843859863,1.2187576172351076
490141,1.2,1.826079017047752,1.2,1.826079017047752
490142,1.4210601108426886,0.7500046875292972,1.4210601108426886,0.7500046875292972
490144,1.0,1.25,1.0,1.25
490145,2.0,1.9199846401228788,2.0,1.9199846401228788
490146,1.0,1.37142465307242,1.0,1.37142465307242
490147,1.2000048000192,0.7058782007164665,1.2000048000192,0.7058782007164665
490148,1.3636425620116455,1.5,1.3636425620116455,1.5
490149,1.0799913600691196,0.6521710775170543,1.0799913600691196,0.6521710775170543
490150,1.528299003209428,1.344822948886383,1.528299003209428,1.344822948886383
490151,1.3928471939486144,1.1351382030762245,1.3928471939486144,1.1351382030762245
490152,1.7608733932030287,0.8275919144269961,1.7608733932030287,0.8275919144269961
490153,0.9375,3.0,0.9375,3.0
490154,1.0465140616606086,1.0,1.0465140616606086,1.0
490155,1.4117688581437005,1.6578903739727002,1.4117688581437005,1.6578903739727002
490156,0.9545367769383915,0.8,0.9545367769383915,0.8
490157,1.5652105860409304,0.8048819750340245,1.5652105860409304,0.8048819750340245
490158,1.7307625739901,0.9285714285714286,1.7307625739901,0.9285714285714286
490159,1.9090909090909092,1.999981818347106,1.9090909090909092,1.999981818347106
490160,1.0500026250065624,1.0851040742466507,1.0500026250065624,1.0851040742466507
490161,1.1250070312939457,0.8399932800537596,1.1250070312939457,0.8399932800537596
490162,1.0800043200172802,1.6666666666666667,1.0800043200172802,1.6666666666666667
490163,1.354843080138968,1.465119686324852,1.354843080138968,1.465119686324852
490164,1.4117564014329327,1.1111111111111112,1.4117564014329327,1.1111111111111112
490165,1.455880211940865,1.186049269882023,1.455880211940865,1.186049269882023
490166,1.5483771072444692,0.9782629962239048,1.5483771072444692,0.9782629962239048
490167,1.5263157894736843,1.1538550296540742,1.5263157894736843,1.1538550296540742
490168,1.2105263157894737,2.3636363636363638,1.2105263157894737,2.3636363636363638
490169,0.9807711168675324,0.7959199916734523,0.9807711168675324,0.7959199916734523
490170,1.5918399833469046,1.5319116342305656,1.5918399833469046,1.5319116342305656
490171,0.9677356920277933,0.9230769230769231,0.9677356920277933,0.9230769230769231
