Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2016-06-03,PHI,MIL,6,3,-123,113,-124,114,7.5,7.5,8.0,8.0,-110,-110,-115,-105
2016-06-03,SD,COL,4,0,-132,122,-142,132,7.0,7.0,7.5,7.5,-110,-110,-110,-110
2016-06-03,CHC,ARI,6,0,-220,203,-250,230,8.5,8.5,8.5,8.5,-120,100,-110,100
2016-06-03,SLC,SF,1,5,-105,-105,104,-114,7.0,7.0,7.5,7.5,-110,-110,100,-120
2016-06-03,LAD,ATL,4,2,-208,193,-182,172,7.0,7.0,7.0,7.0,-105,-115,-115,-105
2016-06-03,CIN,WAS,7,2,150,-160,148,-158,8.5,8.5,9.0,9.0,-105,-115,-125,105
2016-06-03,HOU,OAK,12,2,-159,149,-138,128,8.5,8.5,8.5,8.5,-110,-110,-120,100
2016-06-03,TEX,SEA,7,3,-134,124,-140,130,8.5,8.5,8.5,8.5,-115,-105,-105,-115
2016-06-03,BOS,TOR,2,5,-163,153,-168,158,9.0,9.0,9.5,9.5,-110,-110,-110,-110
2016-06-03,PIT,LAA,2,9,-172,162,-152,142,8.0,8.0,8.5,8.5,-110,-110,-120,100
2016-06-03,MIA,NYM,2,6,144,-154,166,-176,7.0,7.0,7.0,7.0,-125,105,-130,110
2016-06-03,CLE,KC,6,1,-147,137,-176,166,7.5,7.5,7.5,7.5,-125,105,-115,-105
2016-06-03,MIN,TB,2,4,112,-122,103,-113,8.5,8.5,8.5,8.5,-110,-110,-120,100
2016-06-03,BAL,NYY,6,5,-117,107,-127,117,8.0,8.0,8.0,8.0,-115,-105,-105,-115
2016-06-03,DET,CHW,10,3,-132,122,-147,137,8.5,8.5,9.0,9.0,-115,-105,-115,-105
