game_pk,home_bp_bb_per_9_rolling_5,away_bp_bb_per_9_rolling_5
286874,,
286875,,
286876,,
286877,,
286878,,
286946,,
286879,2.7000270002700026,13.499831252109349
286880,,
286881,,
286882,,
286883,,
286884,,
286885,,
286886,,
286887,,
286888,,
286889,4.5,9.0
286890,1.6875105469409186,12.272615703493605
286891,3.6,1.8
286892,3.374957813027337,0.0
286913,0.0,0.0
286914,2.7000270002700026,13.499831252109349
286915,1.5,3.0
286916,0.0,4.5
286917,3.0,0.0
286918,9.0,3.374957813027337
286919,0.0,6.75
286920,0.0,0.0
286921,11.571593879912571,3.0
286922,2.25,3.6
286923,6.230817160132,
286924,3.6,2.7000270002700026
286925,3.0,9.0
286927,2.6999865000674994,3.521769754519604
286928,0.0,9.0
286929,5.684240443370755,5.142857142857143
286930,4.320017280069121,3.0
286931,2.5714285714285716,1.5882259516120492
286932,1.8,1.6875105469409186
286933,5.4,1.5
286934,1.92855765315962,4.695631758122791
286935,1.6875105469409186,1.3499932500337497
286936,6.7500421877636745,6.230817160132002
286937,4.153830177576241,3.375
286938,4.909113223241923,0.0
286939,4.821445790877824,1.4210601108426888
286940,6.136391529052405,2.5714285714285716
286941,2.7,4.655204518651853
286942,5.142857142857143,1.862062544611915
286943,2.25,6.545454545454546
286944,4.153830177576241,3.681834917431443
286945,4.320017280069121,5.785796939956286
286947,0.0,7.3125
286948,6.0967938606253576,2.0
286949,2.076923076923077,4.263180332528067
286950,3.4838822060716326,5.1922877219703
286951,2.6470588235294117,4.5
286952,3.857142857142857,4.821445790877825
286953,4.15383017757624,6.352959861646651
286954,1.8,5.538461538461538
286955,2.25,2.7930938169178727
286956,2.07691508878812,4.821445790877824
286957,3.3749894531579594,3.4838822060716326
286958,3.176479930823326,5.869616257532674
286959,3.0,1.0800043200172802
286960,3.75,4.655156361529787
286961,1.92855765315962,7.363649752090458
286962,6.428571428571429,4.090909090909091
286963,2.076923076923077,4.295474070336684
286964,3.6486585098878646,5.399984571472653
286965,2.347826086956522,3.648658509887864
286966,3.6,2.1315733379649
286967,2.7,3.375008437521094
286968,3.3749894531579585,6.075015187537968
286970,2.51163374798546,2.0249898750506246
286971,2.3478158790613954,4.35485275758954
286972,3.951209875097866,3.9512387865306664
286973,2.5116337479854605,4.655204518651853
286974,2.25,1.3500033750084375
286975,4.959193794273049,6.23072130214383
286976,2.0250050625126566,4.8
286977,2.6470588235294117,4.909079752091472
