game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
491981,2017-08-23,3.0,3.0,1,4,0,1,1,2,4,4,0,1,0.0,3.0,0.67,2.0,12.0,12.0,4.0,2.0,0.0,3.0,3.0,6.0
491982,2017-08-23,1.8,3.9,4,1,4,1,1,1,2,4,1,1,20.0,2.31,2.78,0.51,10.0,9.23,2.0,4.0,5.0,2.31,5.0,2.31
491983,2017-08-23,5.8,3.0,2,3,1,3,3,0,5,4,1,3,1.55,9.0,0.86,1.0,7.76,12.0,1.67,0.0,1.55,9.0,4.66,0.0
491984,2017-08-23,4.8,3.2,2,5,1,4,2,1,4,2,0,1,1.88,11.25,0.83,1.88,7.5,5.63,2.0,2.0,0.0,2.81,3.75,2.81
491985,2017-08-23,2.0,0.0,1,0,0,0,0,0,2,0,0,0,0.0,0.0,0.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491986,2017-08-23,2.0,5.9,1,3,0,2,0,3,1,6,0,0,0.0,3.05,0.5,1.02,4.5,9.15,0.0,2.0,0.0,0.0,0.0,4.58
491987,2017-08-23,3.0,3.0,1,4,1,3,1,0,2,4,1,0,3.0,9.0,0.67,1.33,6.0,12.0,2.0,0.0,3.0,0.0,3.0,0.0
491988,2017-08-23,3.0,1.1,0,4,0,2,1,2,3,1,0,0,0.0,16.36,0.33,5.45,9.0,8.18,3.0,0.5,0.0,0.0,3.0,16.36
491989,2017-08-23,4.0,2.8,5,3,2,1,2,0,6,5,1,1,4.5,3.21,1.75,1.07,13.5,16.07,3.0,0.0,2.25,3.21,4.5,0.0
491990,2017-08-23,6.0,6.0,7,5,4,3,5,2,7,9,1,3,6.0,4.5,2.0,1.17,10.5,13.5,1.4,4.5,1.5,4.5,7.5,3.0
491991,2017-08-23,2.0,3.8,3,3,2,1,0,3,2,4,1,0,9.0,2.37,1.5,1.58,9.0,9.47,0.0,1.33,4.5,0.0,0.0,7.11
491992,2017-08-23,3.0,3.0,4,5,5,3,2,1,4,4,1,0,15.0,9.0,2.0,2.0,12.0,12.0,2.0,4.0,3.0,0.0,6.0,3.0
491993,2017-08-23,5.0,4.0,5,1,3,1,3,3,5,1,0,0,5.4,2.25,1.6,1.0,9.0,2.25,1.67,0.33,0.0,0.0,5.4,6.75
491994,2017-08-23,5.8,3.9,5,3,2,1,1,3,7,3,2,0,3.1,2.31,1.03,1.54,10.86,6.92,7.0,1.0,3.1,0.0,1.55,6.92
491995,2017-08-23,2.0,2.0,2,4,0,4,0,2,2,1,0,2,0.0,18.0,1.0,3.0,9.0,4.5,0.0,0.5,0.0,9.0,0.0,9.0
