game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
490240,2017-04-14,0.9,3.0,0,3,0,2,1,1,1,0,0,1,0.0,6.0,1.11,1.33,10.0,0.0,1.0,0.0,0.0,3.0,10.0,3.0
490241,2017-04-14,3.9,3.0,2,5,1,1,3,0,3,7,1,0,2.31,3.0,1.28,1.67,6.92,21.0,1.0,0.0,2.31,0.0,6.92,0.0
490242,2017-04-14,4.0,3.9,3,1,1,0,0,1,2,3,1,0,2.25,0.0,0.75,0.51,4.5,6.92,0.0,3.0,2.25,0.0,0.0,2.31
490243,2017-04-14,2.0,4.0,0,6,0,4,0,1,0,5,0,0,0.0,9.0,0.0,1.75,0.0,11.25,0.0,5.0,0.0,0.0,0.0,2.25
490244,2017-04-14,4.0,3.0,3,6,1,6,1,3,2,4,0,1,2.25,18.0,1.0,3.0,4.5,12.0,2.0,1.33,0.0,3.0,2.25,9.0
490245,2017-04-14,4.0,2.0,5,3,1,1,2,0,3,4,0,1,2.25,4.5,1.75,1.5,6.75,18.0,1.5,0.0,0.0,4.5,4.5,0.0
490246,2017-04-14,2.0,3.0,1,4,0,2,1,1,0,1,0,1,0.0,6.0,1.0,1.67,0.0,3.0,0.0,1.0,0.0,3.0,4.5,3.0
490247,2017-04-14,4.0,4.0,8,2,8,0,1,1,6,6,1,0,18.0,0.0,2.25,0.75,13.5,13.5,6.0,6.0,2.25,0.0,2.25,2.25
490248,2017-04-14,4.8,2.2,2,4,0,1,3,2,3,2,0,0,0.0,4.09,1.04,2.73,5.62,8.18,1.0,1.0,0.0,0.0,5.62,8.18
490249,2017-04-14,3.0,4.0,1,3,0,2,1,4,3,3,0,0,0.0,4.5,0.67,1.75,9.0,6.75,3.0,0.75,0.0,0.0,3.0,9.0
490250,2017-04-14,4.0,3.0,4,1,1,0,0,2,3,2,0,0,2.25,0.0,1.0,1.0,6.75,6.0,0.0,1.0,0.0,0.0,0.0,6.0
490251,2017-04-14,3.0,3.0,1,1,0,1,0,0,3,2,0,1,0.0,3.0,0.33,0.33,9.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0
490252,2017-04-14,2.9,2.0,1,0,0,0,2,2,4,2,0,0,0.0,0.0,1.03,1.0,12.41,9.0,2.0,1.0,0.0,0.0,6.21,9.0
490253,2017-04-14,4.9,3.8,4,8,2,4,2,1,1,2,0,0,3.67,9.47,1.22,2.37,1.84,4.74,0.5,2.0,0.0,0.0,3.67,2.37
490254,2017-04-14,1.9,3.0,1,3,0,1,0,0,2,3,0,0,0.0,3.0,0.53,1.0,9.47,9.0,0.0,0.0,0.0,0.0,0.0,0.0
