game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
490634,2017-05-14,3.0,3.0,1,3,2,3,2,1,2,4,0,1,6.0,9.0,1.0,1.33,6.0,12.0,1.0,4.0,0.0,3.0,6.0,3.0
490644,2017-05-14,7.8,3.8,3,6,0,2,1,2,6,6,0,0,0.0,4.74,0.51,2.11,6.92,14.21,6.0,3.0,0.0,0.0,1.15,4.74
490654,2017-05-14,3.0,1.0,2,0,0,0,2,1,3,1,0,0,0.0,0.0,1.33,1.0,9.0,9.0,1.5,1.0,0.0,0.0,6.0,9.0
490655,2017-05-14,5.8,4.9,7,5,3,3,6,2,3,4,0,2,4.66,5.51,2.24,1.43,4.66,7.35,0.5,2.0,0.0,3.67,9.31,3.67
490656,2017-05-14,2.0,2.0,0,5,0,1,0,0,4,3,0,1,0.0,4.5,0.0,2.5,18.0,13.5,0.0,0.0,0.0,4.5,0.0,0.0
490657,2017-05-14,2.8,7.0,2,6,0,4,0,2,1,5,0,1,0.0,5.14,0.71,1.14,3.21,6.43,0.0,2.5,0.0,1.29,0.0,2.57
490658,2017-05-14,2.9,2.0,1,0,0,0,0,1,2,2,0,0,0.0,0.0,0.34,0.5,6.21,9.0,0.0,2.0,0.0,0.0,0.0,4.5
490659,2017-05-14,6.9,2.8,3,7,2,7,2,1,5,4,0,1,2.61,22.5,0.72,2.86,6.52,12.86,2.5,4.0,0.0,3.21,2.61,3.21
490660,2017-05-14,4.0,4.0,5,6,2,3,3,1,5,5,0,2,4.5,6.75,2.0,1.75,11.25,11.25,1.67,5.0,0.0,4.5,6.75,2.25
490661,2017-05-14,3.0,5.8,2,6,0,2,1,2,5,2,0,1,0.0,3.1,1.0,1.38,15.0,3.1,5.0,1.0,0.0,1.55,3.0,3.1
490662,2017-05-14,4.9,2.0,8,5,2,7,1,3,1,3,0,2,3.67,31.5,1.84,4.0,1.84,13.5,1.0,1.0,0.0,9.0,1.84,13.5
490663,2017-05-14,4.0,1.8,4,3,0,2,0,1,1,2,0,0,0.0,10.0,1.0,2.22,2.25,10.0,0.0,2.0,0.0,0.0,0.0,5.0
490664,2017-05-14,2.8,4.0,6,3,3,0,1,2,0,0,1,0,9.64,0.0,2.5,1.25,0.0,0.0,0.0,0.0,3.21,0.0,3.21,4.5
490665,2017-05-14,6.0,4.0,3,5,2,1,3,5,7,5,1,0,3.0,2.25,1.0,2.5,10.5,11.25,2.33,1.0,1.5,0.0,4.5,11.25
490666,2017-05-14,2.0,2.0,0,4,0,2,1,5,2,1,0,0,0.0,9.0,0.5,4.5,9.0,4.5,2.0,0.2,0.0,0.0,4.5,22.5
490667,2017-05-14,4.0,3.2,1,4,1,2,1,2,4,2,1,2,2.25,5.63,0.5,1.88,9.0,5.63,4.0,1.0,2.25,5.63,2.25,5.63
490668,2017-05-14,6.0,4.0,13,2,9,0,2,0,8,5,1,0,13.5,0.0,2.5,0.5,12.0,11.25,4.0,0.0,1.5,0.0,3.0,0.0
