game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
491213,2017-06-24,3.0,2.0,6,2,5,0,2,1,3,1,1,0,15.0,0.0,2.67,1.5,9.0,4.5,1.5,1.0,3.0,0.0,6.0,4.5
491214,2017-06-24,5.0,2.0,4,0,2,0,1,0,6,3,0,0,3.6,0.0,1.0,0.0,10.8,13.5,6.0,0.0,0.0,0.0,1.8,0.0
491215,2017-06-24,2.0,6.8,4,13,2,10,0,4,0,8,0,2,9.0,13.24,2.0,2.5,0.0,10.59,0.0,2.0,0.0,2.65,0.0,5.29
491216,2017-06-24,3.0,4.9,1,3,0,0,0,2,2,5,0,0,0.0,0.0,0.33,1.02,6.0,9.18,0.0,2.5,0.0,0.0,0.0,3.67
491217,2017-06-24,3.0,2.0,3,5,0,5,0,3,3,3,0,1,0.0,22.5,1.0,4.0,9.0,13.5,0.0,1.0,0.0,4.5,0.0,13.5
491218,2017-06-24,3.0,4.0,3,3,2,1,1,3,4,3,0,0,6.0,2.25,1.33,1.5,12.0,6.75,4.0,1.0,0.0,0.0,3.0,6.75
491219,2017-06-24,3.0,3.0,3,2,3,2,1,2,3,6,0,0,9.0,6.0,1.33,1.33,9.0,18.0,3.0,3.0,0.0,0.0,3.0,6.0
491220,2017-06-24,2.0,2.0,1,2,0,0,1,1,4,4,0,0,0.0,0.0,1.0,1.5,18.0,18.0,4.0,4.0,0.0,0.0,4.5,4.5
491221,2017-06-24,2.0,4.8,2,4,2,1,1,1,0,3,2,0,9.0,1.88,1.5,1.04,0.0,5.62,0.0,3.0,9.0,0.0,4.5,1.88
491222,2017-06-24,2.0,1.0,5,2,4,1,2,0,2,0,0,0,18.0,9.0,3.5,2.0,9.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0
491223,2017-06-24,6.0,3.0,8,0,3,0,3,0,7,4,1,0,4.5,0.0,1.83,0.0,10.5,12.0,2.33,0.0,1.5,0.0,4.5,0.0
491224,2017-06-24,2.9,2.9,0,5,0,4,0,3,2,2,0,0,0.0,12.41,0.0,2.76,6.21,6.21,0.0,0.67,0.0,0.0,0.0,9.31
491225,2017-06-24,3.8,3.0,0,3,0,2,0,2,3,2,0,0,0.0,6.0,0.0,1.67,7.11,6.0,0.0,1.0,0.0,0.0,0.0,6.0
491226,2017-06-24,4.0,2.0,5,0,5,0,2,0,4,3,1,0,11.25,0.0,1.75,0.0,9.0,13.5,2.0,0.0,2.25,0.0,4.5,0.0
491227,2017-06-24,2.0,1.0,1,0,0,0,0,0,3,0,0,0,0.0,0.0,0.5,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
