game_pk,date,home_bullpen_ip,away_bullpen_ip,home_bullpen_hits,away_bullpen_hits,home_bullpen_earned_runs,away_bullpen_earned_runs,home_bullpen_walks,away_bullpen_walks,home_bullpen_strikeouts,away_bullpen_strikeouts,home_bullpen_homeruns,away_bullpen_homeruns,home_bullpen_era,away_bullpen_era,home_bullpen_whip,away_bullpen_whip,home_bullpen_k_per_9,away_bullpen_k_per_9,home_bullpen_k_bb_ratio,away_bullpen_k_bb_ratio,home_bullpen_hr_per_9,away_bullpen_hr_per_9,home_bullpen_bb_per_9,away_bullpen_bb_per_9
492348,2017-09-19,3.0,3.0,1,1,0,1,0,1,3,3,0,0,0.0,3.0,0.33,0.67,9.0,9.0,0.0,3.0,0.0,0.0,0.0,3.0
492349,2017-09-19,3.0,4.9,3,0,1,0,2,0,0,8,0,0,3.0,0.0,1.67,0.0,0.0,14.69,0.0,0.0,0.0,0.0,6.0,0.0
492350,2017-09-19,3.0,3.0,2,0,0,0,0,0,3,5,0,0,0.0,0.0,0.67,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
492351,2017-09-19,4.0,1.8,1,1,0,1,1,0,9,0,0,0,0.0,5.0,0.5,0.56,20.25,0.0,9.0,0.0,0.0,0.0,2.25,0.0
492352,2017-09-19,3.9,3.0,6,4,4,2,2,0,4,2,0,1,9.23,6.0,2.05,1.33,9.23,6.0,2.0,0.0,0.0,3.0,4.62,0.0
492353,2017-09-19,2.8,2.1,3,4,1,1,1,0,1,2,0,0,3.21,4.29,1.43,1.9,3.21,8.57,1.0,0.0,0.0,0.0,3.21,0.0
492354,2017-09-19,2.0,3.0,2,5,1,3,0,0,2,6,1,0,4.5,9.0,1.0,1.67,9.0,18.0,0.0,0.0,4.5,0.0,0.0,0.0
492355,2017-09-19,2.0,2.9,4,4,0,5,0,3,1,2,0,1,0.0,15.52,2.0,2.41,4.5,6.21,0.0,0.67,0.0,3.1,0.0,9.31
492356,2017-09-19,4.0,3.0,3,1,0,0,3,0,3,3,0,0,0.0,0.0,1.5,0.33,6.75,9.0,1.0,0.0,0.0,0.0,6.75,0.0
492357,2017-09-19,3.0,4.9,2,6,0,1,1,2,4,3,0,0,0.0,1.84,1.0,1.63,12.0,5.51,4.0,1.5,0.0,0.0,3.0,3.67
492358,2017-09-19,4.0,4.1,5,6,1,4,1,4,4,6,0,2,2.25,8.78,1.5,2.44,9.0,13.17,4.0,1.5,0.0,4.39,2.25,8.78
492359,2017-09-19,5.9,4.8,9,6,6,2,1,4,9,6,1,1,9.15,3.75,1.69,2.08,13.73,11.25,9.0,1.5,1.53,1.88,1.53,7.5
492360,2017-09-19,6.8,8.0,3,5,3,5,3,4,1,9,1,2,3.97,5.62,0.88,1.12,1.32,10.12,0.33,2.25,1.32,2.25,3.97,4.5
492361,2017-09-19,2.8,2.9,4,2,2,0,0,2,2,1,0,0,6.43,0.0,1.43,1.38,6.43,3.1,0.0,0.5,0.0,0.0,0.0,6.21
492362,2017-09-19,2.9,2.0,0,0,0,0,2,1,2,2,0,0,0.0,0.0,0.69,0.5,6.21,9.0,1.0,2.0,0.0,0.0,6.21,4.5
