game_pk,home_bp_hr_per_9_rolling_10,away_bp_hr_per_9_rolling_10
778563,,
778564,0.0,0.0
778557,,
778556,,
778553,,
778555,,
778558,,
778559,,
778561,,
778545,,
778554,,
778562,,
778551,,
778546,0.0,
778552,,0.9
778547,,
778560,,
778549,6.75,0.0
778548,2.0769390533773335,0.0
778550,3.0,0.0
778518,0.0,0.0
778543,0.0,0.6428571428571429
778541,4.5,9.0
778542,1.4210601108426886,3.0
778544,0.6428571428571429,3.0
778538,0.0,0.0
778534,3.0,9.0
778528,0.0,3.0
778536,3.857142857142857,0.0
778535,4.5,0.0
778529,1.8,0.0
778540,2.25,0.0
778537,0.0,4.5
778539,1.08000432001728,1.5882259516120492
778531,1.2857142857142858,0.0
778530,0.0,0.0
778520,0.8181818181818182,3.0
778532,0.0,0.5094330010698094
778533,0.47368421052631576,4.050040500405004
778521,4.5,3.6
778526,4.5,2.25
778523,1.125,4.0
778525,2.769230769230769,0.0
778522,1.2857142857142858,1.2857142857142858
778524,0.0,1.34999325003375
778519,0.5625,0.8181818181818182
778510,1.0,1.125
778527,1.2857142857142858,4.5
778517,0.0,1.5
778516,1.25581687399273,0.0
778515,0.7714263673532361,0.9152526860123966
778513,2.8928674745266947,2.0
778514,0.6428571428571429,2.25
778506,1.8,1.5882399654116628
778504,3.2142857142857144,2.5714285714285716
778512,0.5869539697653489,0.0
778502,1.6874947265789793,0.9310312723059577
778511,0.9,0.9818199669453944
778509,0.46551804399662755,0.0
778508,1.0,1.2857142857142858
778507,2.25,3.3749894531579585
778503,0.0,2.5714285714285716
778505,0.0,0.8437473632894896
778499,0.5625,0.7941199827058315
778496,2.189195105932719,4.5000450004500046
778501,1.7419411030358163,1.1911747188607076
778500,0.3417725845222589,1.5
778498,1.5,1.157144510206443
778497,1.1095905610829604,0.0
778493,0.6923076923076923,0.9818199669453944
778492,0.7297317019775729,1.1739079395306977
778491,1.894736842105263,2.63413991673191
778490,1.3846153846153846,1.125
778488,2.8421052631578947,2.1176470588235294
778495,0.0,1.5
778489,0.75,0.6585349791829775
778485,0.45,0.6136391529052405
778486,1.3064558272768623,3.600024000160001
778494,1.7608733932030287,1.012498734376582
778487,0.5934072455024676,1.6875
778480,1.2,1.157144510206443
778479,0.5625,0.805971352196048
778477,2.314289020412886,2.2881317150309917
778473,0.0,1.0588235294117647
778474,1.6530645980910164,1.2857142857142858
778478,1.611942704392096,2.15999568000864
778471,1.4727299504180915,0.9310344827586207
778476,0.375,0.5192317677533995
778469,1.459463403955146,2.9454759670979422
778475,0.5625,0.574466862836462
778481,0.9529422975791736,0.0
778483,0.44999775001125,0.0
778482,1.2558081125204068,3.085705469412945
778484,1.102043065394011,1.34999325003375
778472,0.5242723536624793,1.4210526315789473
778470,0.39130264651023255,0.0
778467,1.1020363182191093,2.769230769230769
778462,1.173913043478261,0.9
778466,0.9310360879932551,1.6119354867597409
778468,2.050635507133553,1.0588235294117647
778458,2.612924297776595,1.2857142857142858
778463,0.0,0.0
778460,0.84375,0.33749957812552733
778465,0.0,1.7088629226112944
778456,2.8723343141823103,1.4794540814439472
778461,0.7397270407219736,1.173913043478261
778444,0.4354831685755346,1.3500033750084375
778457,1.8305053720247932,1.3499983125021093
778459,0.9310312723059575,0.45762750646398853
778464,1.542859346941924,1.0485447073249585
778455,1.8,0.6666641975400092
778454,0.9878060826903446,0.45
778453,1.8409111828536169,0.9818199669453944
778447,1.4210526315789473,0.8571428571428571
778445,2.250018750156251,1.7763181267343773
778440,1.0,0.782608695652174
778450,0.8019794039807882,0.3
778452,1.5211246181343407,1.2134817826047386
778448,1.2656210449342344,0.4354842221646953
778449,0.9101144047514713,1.3670903380890356
778441,1.6071428571428572,0.5869539697653489
778438,0.8617030443649408,0.42857142857142855
778446,0.0,1.5517241379310345
778439,1.6530645980910164,0.8307717869901139
778451,1.4794540814439472,1.4862398956329317
778442,2.0769198816617207,1.1868144910049352
778436,0.613634969011434,1.310680884156198
778437,1.5882329584809436,1.0
778429,1.3499983125021093,1.102039691796233
778443,0.0,0.0
778443,0.0,0.0
778443,0.0,0.20454545454545456
778443,0.0,0.2
778443,0.0,0.0
778443,0.0,0.0
778443,0.0,0.20454545454545456
778443,0.0,0.2
778443,0.2454549917363486,0.0
778443,0.2454549917363486,0.0
778443,0.2454549917363486,0.20454545454545456
778443,0.2454549917363486,0.2
778443,0.22689113763216406,0.0
778443,0.22689113763216406,0.0
778443,0.22689113763216406,0.20454545454545456
778443,0.22689113763216406,0.2
778443,0.0,0.0
778443,0.0,0.0
778443,0.0,0.20454545454545456
778443,0.0,0.2
778443,0.0,0.0
778443,0.0,0.0
778443,0.0,0.20454545454545456
778443,0.0,0.2
778443,0.2454549917363486,0.0
778443,0.2454549917363486,0.0
778443,0.2454549917363486,0.20454545454545456
778443,0.2454549917363486,0.2
778443,0.22689113763216406,0.0
778443,0.22689113763216406,0.0
778443,0.22689113763216406,0.20454545454545456
778443,0.22689113763216406,0.2
778432,0.0,0.0
778434,1.1095860011342433,0.3884894881219339
778428,0.7788476516300993,1.1489373924865878
778435,0.0,1.4516129032258065
778433,2.000014814924555,1.588237162631956
778422,1.4361717406082346,0.5242692996635938
778419,0.84375,0.6585373884602298
778421,1.4727299504180915,0.701300522858501
778430,0.852630681441388,0.5142857142857142
778420,0.7788476516300993,0.75
778423,2.454542266828225,1.3636363636363635
778427,0.5566998830930245,1.2162162162162162
778425,1.3499983125021093,0.8709677419354839
778443,0.0,0.0
778443,0.0,0.0
778443,0.0,0.20454545454545456
778443,0.0,0.2
778443,0.0,0.0
778443,0.0,0.0
778443,0.0,0.20454545454545456
778443,0.0,0.2
778443,0.2454549917363486,0.0
778443,0.2454549917363486,0.0
778443,0.2454549917363486,0.20454545454545456
778443,0.2454549917363486,0.2
778443,0.22689113763216406,0.0
778443,0.22689113763216406,0.0
778443,0.22689113763216406,0.20454545454545456
778443,0.22689113763216406,0.2
