game_pk,home_fielding_e_per_g_rolling_10,away_fielding_e_per_g_rolling_10
263816,,
263809,,
263810,,
263811,,
263812,,
263813,,
263814,,
263815,,
263817,,
263818,,
263819,,
263820,,
263821,,
263822,,
263823,,
263824,2.0,2.0
263825,0.0,0.0
263826,0.0,2.0
263827,4.0,1.0
263828,0.0,0.0
263837,0.0,1.0
263829,0.0,0.0
263830,0.0,2.0
263831,0.0,0.0
263832,1.0,1.5
263833,1.0,1.0
263834,1.0,3.0
263835,0.0,2.0
263836,0.5,0.0
263838,1.0,1.0
263839,0.0,1.5
263840,2.0,0.5
263841,1.0,2.0
263842,1.0,1.0
263843,0.5,0.0
263851,0.5,2.0
263844,0.5,0.0
263845,0.5,1.0
263846,0.0,0.0
263847,0.5,1.0
263848,0.5,2.0
263849,0.5,1.5
263850,0.3333333333333333,0.0
263852,1.0,1.0
263853,1.3333333333333333,1.0
263854,0.5,1.0
263855,1.0,2.0
263856,0.6666666666666666,0.3333333333333333
263857,1.0,1.0
263858,0.6666666666666666,0.0
263859,1.3333333333333333,1.6666666666666667
263860,0.6666666666666666,0.0
263861,0.3333333333333333,1.3333333333333333
263862,0.5,1.25
263863,0.3333333333333333,1.3333333333333333
263864,1.3333333333333333,1.0
263865,0.6666666666666666,0.75
263866,0.6666666666666666,0.6666666666666666
263867,0.0,1.3333333333333333
263868,0.3333333333333333,1.0
263869,0.3333333333333333,0.3333333333333333
263870,0.6666666666666666,0.6666666666666666
263871,0.75,0.75
263872,0.75,0.25
263873,1.25,0.75
263874,0.5,0.25
263875,1.5,1.75
263876,1.0,0.0
263877,0.5,1.0
263878,1.0,1.4
263879,0.25,1.25
263880,1.0,1.0
263881,0.5,0.6
263882,0.5,0.5
263883,0.0,1.0
263884,0.25,0.75
263885,0.5,0.75
263886,0.6,0.2
263887,1.0,0.8
263888,0.4,0.2
263889,1.6,1.4
263890,0.8,0.0
263891,0.4,0.8
263892,0.8333333333333334,1.3333333333333333
263893,0.4,1.4
263894,0.8,0.8
263895,0.4,0.6666666666666666
263896,0.6,0.4
263897,0.0,0.8
263898,0.6,1.0
263899,0.6,0.6
263900,1.0,0.6
263901,0.6666666666666666,0.8333333333333334
263902,1.6666666666666667,0.8333333333333334
263903,0.3333333333333333,0.6666666666666666
263904,0.8333333333333334,0.6666666666666666
263905,0.8571428571428571,1.1428571428571428
263906,0.16666666666666666,0.3333333333333333
263907,0.16666666666666666,0.5
263908,0.6666666666666666,1.0
263909,0.14285714285714285,0.3333333333333333
263910,0.6666666666666666,0.5
263911,0.8333333333333334,0.6666666666666666
263912,0.8333333333333334,1.3333333333333333
263913,0.6666666666666666,0.8571428571428571
263914,1.3333333333333333,0.3333333333333333
263915,1.5714285714285714,0.7142857142857143
263916,0.8571428571428571,0.7142857142857143
263917,0.8333333333333334,0.5
263918,0.875,1.0
263919,0.14285714285714285,0.2857142857142857
263920,0.8571428571428571,0.5714285714285714
263921,0.7142857142857143,1.1428571428571428
263922,0.5714285714285714,0.75
263923,1.1428571428571428,0.2857142857142857
263924,0.5714285714285714,0.8571428571428571
263925,1.5,0.625
263926,0.875,0.625
263927,0.7142857142857143,0.7142857142857143
263928,0.7142857142857143,0.5714285714285714
263929,0.8888888888888888,1.0
263930,0.125,0.5
263931,0.14285714285714285,0.5714285714285714
263932,0.7142857142857143,1.0
263933,0.125,0.2857142857142857
263934,0.75,1.0
263935,0.75,0.5
263936,0.5714285714285714,0.7142857142857143
263937,0.5,0.6666666666666666
263938,1.0,0.5
263939,0.875,1.0
263940,0.9,0.2222222222222222
263941,1.3333333333333333,0.6666666666666666
263942,0.75,0.625
263943,1.0,0.625
263944,0.375,0.5
263945,0.625,0.875
263946,0.1111111111111111,0.25
263947,0.75,0.875
263948,0.6666666666666666,0.5555555555555556
263949,0.7777777777777778,0.6666666666666666
263950,0.5,0.4
263951,0.3333333333333333,0.5
263952,0.8888888888888888,0.6
263953,0.8888888888888888,1.0
263954,0.8,0.8888888888888888
263955,0.6666666666666666,1.3
263956,1.0,0.8888888888888888
263957,0.7777777777777778,0.5555555555555556
263958,1.1111111111111112,0.6666666666666666
263960,0.4444444444444444,0.7777777777777778
263961,0.6,0.6
263962,0.1,0.5555555555555556
263963,0.6666666666666666,0.5555555555555556
263959,0.5555555555555556,0.5555555555555556
263964,0.9,0.6
263965,0.6,0.5
263966,0.4,0.6
263967,0.8,0.7
263968,0.9,0.9
263969,0.7,1.1
263970,0.6,1.1
263971,1.0,0.8
263972,0.8,0.5
263973,1.0,0.6
263974,0.6,0.6
263975,0.4,0.8
263976,0.6,0.6
263977,0.1,0.6
263978,0.7,0.5
263979,0.7,0.6
263980,0.7,0.6
263981,0.4,0.6
263982,0.8,0.8
263983,0.9,0.7
263984,0.7,1.1
263985,0.5,1.0
263986,0.9,1.0
263987,0.8,0.5
263988,1.0,0.6
263989,0.8,0.6
263990,0.3,0.8
263991,0.3,0.7
263992,0.1,0.5
263993,0.5,0.6
263994,0.6,0.6
263995,0.6,0.9
263996,0.7,0.6
263997,0.7,1.0
263998,0.6,0.6
263999,0.7,0.6
264000,0.8,0.5
264001,0.4,0.7
264002,0.6,0.8
264003,0.7,0.9
264004,0.6,0.5
264005,0.6,1.1
264006,0.7,0.9
264007,0.8,0.5
264008,0.8,0.0
264009,0.9,0.4
264010,0.7,0.5
264011,0.8,0.6
264012,0.5,0.5
264013,0.9,0.7
264014,0.4,0.7
264015,1.0,1.1
264016,0.1,0.4
264017,0.7,0.9
264018,0.8,0.9
264019,0.6,0.5
264020,0.3,1.2
264021,0.5,0.9
264022,0.6,0.6
264023,0.6,0.0
264024,0.9,0.4
264025,0.6,0.3
264026,0.8,0.6
264027,0.4,0.5
264028,0.9,0.8
264029,0.5,0.6
264030,1.0,1.0
264031,0.1,0.6
264032,0.7,0.8
264033,0.4,0.7
264034,0.3,1.4
264035,0.5,0.9
264036,0.6,0.6
264037,0.5,0.0
264038,0.7,0.3
264039,0.5,0.6
264040,0.9,0.8
264041,0.1,0.5
264042,1.1,0.9
264043,0.8,0.8
264044,1.0,0.9
264045,0.5,0.9
264046,0.5,0.6
264047,0.8,1.4
264049,0.3,1.1
264050,0.7,0.1
264051,0.3,0.1
264052,0.8,0.5
264053,0.5,0.6
264054,0.5,0.8
264055,0.8,0.4
264056,1.2,0.5
264057,0.3,0.6
264048,0.6,0.7
264058,0.7,1.0
264059,1.0,1.1
264060,0.7,1.0
264061,0.5,0.9
264062,0.7,1.1
264063,0.7,0.7
264064,0.5,1.1
264065,0.7,0.0
264066,0.4,0.2
264067,0.9,0.4
264068,0.5,0.6
264069,0.6,0.8
264070,0.3,0.6
264071,0.8,0.3
264072,1.3,0.5
264073,0.7,1.0
264074,1.1,1.1
264075,0.7,0.9
264076,0.4,0.9
264077,0.7,1.1
264078,0.4,0.6
264079,0.5,1.3
264080,0.9,0.1
264081,0.4,0.2
264082,0.9,0.3
264083,0.5,0.6
264084,0.7,0.7
264085,0.6,0.5
264086,1.2,0.6
264087,0.3,0.6
264088,0.3,0.8
264089,0.4,0.7
264090,0.7,1.0
264092,0.8,0.7
264093,0.7,0.4
264094,1.1,0.6
264095,0.7,0.5
264096,0.5,0.9
264097,0.4,1.0
264098,0.3,0.3
264091,0.7,1.3
264099,0.3,0.7
264100,0.4,0.6
264101,0.5,0.7
264102,0.8,1.2
264103,0.7,0.1
264104,1.0,0.2
264105,0.5,0.4
264106,1.1,0.8
264107,0.6,0.4
264108,1.1,0.7
264109,0.6,0.4
264110,0.5,0.8
264111,1.0,0.5
264112,0.4,1.0
264113,0.3,0.2
264114,0.4,0.7
264115,0.3,0.7
264116,0.3,0.6
264117,0.6,1.2
264118,0.9,0.1
264119,1.0,0.4
264120,0.4,0.5
264121,1.1,0.8
264122,0.7,0.2
264123,1.0,0.7
264124,0.6,0.4
264125,0.3,0.3
264126,0.4,0.7
264127,0.9,0.6
264128,0.5,0.9
264129,0.6,0.7
264130,0.3,0.6
264131,0.7,1.0
264132,0.2,0.9
264133,0.9,0.2
264134,1.0,0.4
264135,1.0,0.8
264136,0.5,1.1
264137,0.4,0.6
264138,1.0,0.4
264139,0.8,0.3
264140,0.6,0.7
264141,0.9,0.6
264142,0.4,0.7
264143,1.1,0.8
264144,0.7,1.0
264145,0.3,1.1
264146,0.7,0.3
264147,0.4,0.7
264148,1.0,0.8
264149,0.7,0.5
264150,0.7,0.5
264151,0.4,0.5
264152,0.4,0.3
264153,0.4,0.5
264154,0.7,0.6
264155,0.6,0.8
264156,0.9,0.7
264157,0.4,0.6
264158,0.4,0.5
264159,1.2,0.9
264160,0.8,0.9
264161,0.3,1.0
264162,0.9,0.3
264163,0.5,0.6
264164,0.8,0.9
264165,0.7,0.5
264166,0.8,0.5
264167,0.4,0.4
264168,0.4,0.2
264169,0.8,0.8
264170,0.6,1.0
264171,0.7,0.8
264172,0.4,0.5
264173,1.2,1.0
264174,0.8,0.9
264175,0.3,1.0
264176,0.7,0.3
264177,0.6,0.6
264178,0.6,0.8
264179,0.7,0.7
264180,0.7,0.8
264181,0.3,0.4
264182,0.4,0.3
264183,0.4,0.6
264184,0.9,0.9
