game_pk,home_pitching_era_rolling_5,away_pitching_era_rolling_5,home_pitching_era_rolling_10,away_pitching_era_rolling_10
263816,,,,
263809,,,,
263810,,,,
263811,,,,
263812,,,,
263813,,,,
263814,,,,
263815,,,,
263817,,,,
263818,,,,
263819,,,,
263820,,,,
263821,,,,
263822,,,,
263823,,,,
263824,4.0,3.0,4.0,3.0
263825,3.0,6.75,3.0,6.75
263826,3.0,2.25,3.0,2.25
263827,2.0,3.0,2.0,3.0
263828,5.0,2.0,5.0,2.0
263837,7.0,9.0,7.0,9.0
263829,3.0,4.320017280069121,3.0,4.320017280069121
263830,5.0,15.75,5.0,15.75
263831,0.0,6.75,0.0,6.75
263832,4.5,5.294117647058823,4.5,5.294117647058823
263833,7.0,4.0,7.0,4.0
263834,1.0,6.75,1.0,6.75
263835,5.0,12.375,5.0,12.375
263836,4.0,4.764705882352941,4.0,4.764705882352941
263838,11.0,1.0,11.0,1.0
263839,4.5,2.6470588235294117,4.5,2.6470588235294117
263840,1.4210526315789473,2.4107099808750343,1.4210526315789473,2.4107099808750343
263841,10.0,5.0,10.0,5.0
263842,4.0,5.400021600086401,4.0,5.400021600086401
263843,4.0,1.0,4.0,1.0
263851,6.0,5.823529411764706,6.0,5.823529411764706
263844,2.5,4.408172261576044,2.5,4.408172261576044
263845,2.5,9.5625,2.5,9.5625
263846,2.5,4.764705882352941,2.5,4.764705882352941
263847,4.05,2.8421052631578947,4.05,2.8421052631578947
263848,3.789473684210526,6.0,3.789473684210526,6.0
263849,3.3157894736842106,7.269244748547592,3.3157894736842106,7.269244748547592
263850,4.0,3.8076923076923075,4.0,3.8076923076923075
263852,9.0,2.0,9.0,2.0
263853,2.5714285714285716,3.3333333333333335,2.5714285714285716,3.3333333333333335
263854,8.0,4.0,8.0,4.0
263855,4.5,3.634622374273796,4.5,3.634622374273796
263856,4.9655172413793105,4.821428571428571,4.9655172413793105,4.821428571428571
263857,5.666666666666667,6.12,5.666666666666667,6.12
263858,2.892857142857143,3.857142857142857,2.892857142857143,3.857142857142857
263859,4.333333333333333,5.468361352356142,4.333333333333333,5.468361352356142
263860,3.103448275862069,3.085714285714286,3.103448275862069,3.085714285714286
263861,3.3333333333333335,4.0,3.3333333333333335,4.0
263862,5.5,2.4324324324324325,5.5,2.4324324324324325
263863,4.0,5.464285714285714,4.0,5.464285714285714
263864,5.04,3.6,5.04,3.6
263865,4.0,4.114285714285714,4.0,4.114285714285714
263866,4.333333333333333,3.4177258452225887,4.333333333333333,3.4177258452225887
263867,4.263163504162505,2.734180676178071,4.263163504162505,2.734180676178071
263868,3.5357142857142856,7.666666666666667,3.5357142857142856,7.666666666666667
263869,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.3333333333333335
263870,5.666666666666667,3.4615384615384617,5.666666666666667,3.4615384615384617
263871,2.025,2.4957962220199814,2.025,2.4957962220199814
263872,4.5,4.75,4.5,4.75
263873,5.25,6.0,5.25,6.0
263874,2.675675675675676,3.5,2.675675675675676,3.5
263875,4.5,4.5849099857641376,4.5,4.5849099857641376
263876,2.925,2.9347826086956523,2.925,2.9347826086956523
263877,3.25,5.4,3.25,5.4
263878,6.0,2.5434782608695654,6.0,2.5434782608695654
263879,3.25,6.5,3.25,6.5
263880,3.7058823529411766,4.636363636363637,3.7058823529411766,4.636363636363637
263881,3.5,4.604651162790698,3.5,4.604651162790698
263882,4.5,3.5660411000387735,4.5,3.5660411000387735
263883,4.980587359793553,3.5660411000387735,4.980587359793553,3.5660411000387735
263884,3.1621621621621623,7.9714285714285715,3.1621621621621623,7.9714285714285715
263885,6.25,2.5714285714285716,6.25,2.5714285714285716
263886,5.170212765957447,4.4,5.170212765957447,4.4
263887,5.0,5.357142857142857,5.0,5.357142857142857
263888,2.5434782608695654,3.6818181818181817,2.5434782608695654,3.6818181818181817
263889,4.8,5.152679622411637,4.8,5.152679622411637
263890,2.7551020408163267,1.9148936170212767,2.7551020408163267,2.618181818181818
263891,4.6,4.295454545454546,4.6,4.295454545454546
263892,6.0,2.977943366134828,5.5,2.8159526478237105
263893,3.6,5.8,3.6,5.8
263894,3.5625,4.0212765957446805,3.5625,4.0212765957446805
263895,3.6,4.395348837209302,3.6,4.153846153846154
263896,5.0,3.045115071515091,5.0,3.045115071515091
263897,4.569234284026372,2.842107400080752,4.569234284026372,2.842107400080752
263898,3.3260869565217392,6.954545454545454,3.3260869565217392,6.954545454545454
263899,6.8,3.272727272727273,6.8,3.272727272727273
263900,2.7551020408163267,2.4041079423918204,2.7551020408163267,2.4041079423918204
263901,4.404255319148936,2.2657326813058174,4.090909090909091,2.69999841176564
263902,4.304347826086956,3.2,4.666666666666667,4.333333333333333
263903,3.3260869565217392,5.361702127659575,3.4363636363636365,5.625
263904,2.7857142857142856,5.2,4.86,5.0
263905,5.879036999223386,3.6541380858181096,4.8,2.984212096953735
263906,4.090909090909091,5.4,4.127391163943416,5.0
263907,4.231340125865578,3.0,4.613921130429665,3.1666666666666665
263908,3.0681818181818183,5.113636363636363,2.7169811320754715,6.113207547169812
263909,2.347826086956522,4.0,3.0,4.5
263910,3.2977149583434477,6.2,3.588612137483718,6.0
263911,2.2,3.489795918367347,2.7000016875010546,2.9482758620689653
263912,2.938775510204082,7.9772727272727275,2.793103448275862,7.471698113207547
263913,3.2,6.2,4.0754716981132075,5.571428571428571
263914,3.9160365130328443,4.2,5.22581319459767,4.0
263915,4.304347826086956,2.9347826086956523,4.78125,4.359375
263916,4.2,6.0,3.796875,5.4
263917,3.375,4.108695652173913,3.3157894736842106,3.6
263918,5.571428571428571,2.6390997286464124,4.695652173913044,2.6129044299098756
263919,4.2,5.2,4.255437095346247,4.428571428571429
263920,3.25531914893617,3.7058823529411766,3.357514693012795,3.391304347826087
263921,3.489795918367347,9.857142857142858,2.8208955223880596,7.819672131147541
263922,3.6,6.954545454545454,4.209677419354839,5.830985915492958
263923,4.361541816570629,4.909090909090909,5.192313398146591,4.790322580645161
263924,4.212765957446808,5.592853147962037,3.796875,4.731956323733853
263925,5.25,4.125,4.92,4.68
263926,4.4,5.931818181818182,3.8219178082191783,5.5479452054794525
263927,3.13953488372093,5.931818181818182,4.88135593220339,5.516129032258065
263928,2.5714285714285716,5.113636363636363,3.272727272727273,4.714285714285714
263929,4.186046511627907,2.9076945443804187,4.153846153846154,2.6887977961816585
263930,4.891304347826087,5.282608695652174,4.668226480479664,4.561643835616438
263931,4.335763258566964,2.347826086956522,4.452125291422718,2.953125
263932,3.272727272727273,5.023255813953488,2.903225806451613,6.19672131147541
263933,2.347826086956522,4.090909090909091,2.875,4.645161290322581
263934,3.857142857142857,8.785714285714286,3.0789473684210527,7.457142857142857
263935,3.4468085106382977,3.75,3.1909105413229737,3.5064935064935066
263936,2.679393403654051,6.75,3.0648681782358684,5.951612903225806
263937,4.5,5.5227272727272725,4.309859154929577,5.5125
263938,5.558827616785013,5.282608695652174,5.525586535429335,4.808219178082192
263939,3.75,5.399996142859898,3.6986301369863015,4.276016164698568
263940,3.188978888959755,4.695652173913044,2.8528312652193457,4.817429384825472
263941,4.875,4.404255319148936,4.714285714285714,4.771084337349397
263942,4.395348837209302,6.6976744186046515,5.029411764705882,5.785714285714286
263943,2.4705882352941178,5.7272727272727275,3.3157894736842106,4.875
263944,4.740454396599698,2.152173913043478,4.3953467928619565,2.835616438356164
263945,3.4,7.071428571428571,3.4225352112676055,7.304347826086956
263946,3.3260869565217392,4.186046511627907,3.2222222222222223,4.436619718309859
263947,2.233084385777734,5.232558139534884,2.67453082502908,5.4
263948,4.404255319148936,3.5217391304347827,4.044536050419454,3.244186046511628
263949,3.489795918367347,6.215831809950942,3.951219512195122,4.919030331591228
263950,2.7209302325581395,5.2,2.8528312652193457,4.890567883233164
263951,4.634324899757537,4.6,4.128097467728319,3.6382978723404253
263952,8.142857142857142,5.673913043478261,7.384615384615385,5.34065934065934
263953,5.441860465116279,3.176470588235294,4.028224182167668,3.388235294117647
263954,3.272727272727273,5.2,3.9310344827586206,4.060975609756097
263955,4.6,4.125,3.7125,4.451612903225806
263956,4.5,3.558139534883721,5.142857142857143,4.784810126582278
263957,6.27906976744186,6.906976744186046,7.038461538461538,5.810126582278481
263958,5.8273423218290095,3.4,5.2898002365716215,2.7529411764705882
263960,3.0,2.0,4.05,2.6666666666666665
263961,4.9787234042553195,5.232558139534884,3.9416072779588607,5.625
263962,2.8636363636363638,5.931818181818182,2.9,5.2682926829268295
263963,2.4360920572120732,5.318181818181818,2.9372409516660682,4.333333333333333
263959,4.813953488372093,4.891304347826087,4.784810126582278,4.170731707317073
263964,3.0681818181818183,6.456521739130435,3.5604395604395602,5.043956043956044
263965,2.302325581395349,5.5227272727272725,2.9885507589888394,4.806818181818182
263966,3.9416029623336044,4.5,3.8141249761617186,3.967741935483871
263967,8.142857142857142,6.3065647397337665,6.931034482758621,4.764704130623481
263968,5.8604651162790695,4.4,4.025453081653424,3.967741935483871
263969,3.477272727272727,6.75,3.9310344827586206,4.6
263970,4.6,4.9787234042553195,3.943820224719101,4.645161290322581
263971,3.8863636363636362,3.2142857142857144,4.604651162790698,5.068965517241379
