game_pk,home_batting_r_per_g_rolling_5,away_batting_r_per_g_rolling_5,home_batting_r_per_g_rolling_10,away_batting_r_per_g_rolling_10
263816,,,,
263809,,,,
263810,,,,
263811,,,,
263812,,,,
263813,,,,
263814,,,,
263815,,,,
263817,,,,
263818,,,,
263819,,,,
263820,,,,
263821,,,,
263822,,,,
263823,,,,
263824,3.0,5.0,3.0,5.0
263825,6.0,3.0,6.0,3.0
263826,6.0,3.0,6.0,3.0
263827,3.0,5.0,3.0,5.0
263828,2.0,5.0,2.0,5.0
263837,9.0,7.0,9.0,7.0
263829,4.0,3.0,4.0,3.0
263830,16.0,5.0,16.0,5.0
263831,6.0,0.0,6.0,0.0
263832,5.0,5.0,5.0,5.0
263833,4.0,8.0,4.0,8.0
263834,7.0,1.0,7.0,1.0
263835,11.0,5.0,11.0,5.0
263836,4.5,4.0,4.5,4.0
263838,1.0,11.0,1.0,11.0
263839,4.5,4.5,4.5,4.5
263840,2.5,3.0,2.5,3.0
263841,6.0,11.0,6.0,11.0
263842,5.0,4.0,5.0,4.0
263843,1.0,4.0,1.0,4.0
263851,6.5,6.5,6.5,6.5
263844,4.0,3.0,4.0,3.0
263845,9.5,3.5,9.5,3.5
263846,4.5,2.5,4.5,2.5
263847,3.5,5.0,3.5,5.0
263848,6.5,4.0,6.5,4.0
263849,7.5,4.0,7.5,4.0
263850,3.6666666666666665,4.0,3.6666666666666665,4.0
263852,2.5,9.5,2.5,9.5
263853,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665
263854,4.5,8.5,4.5,8.5
263855,4.5,5.5,4.5,5.5
263856,3.3333333333333335,4.666666666666667,3.3333333333333335,4.666666666666667
263857,3.6666666666666665,3.0,3.6666666666666665,3.0
263858,5.666666666666667,3.3333333333333335,5.666666666666667,3.3333333333333335
263859,3.6666666666666665,6.0,3.6666666666666665,6.0
263860,4.0,5.5,4.0,5.5
263861,4.0,5.333333333333333,4.0,5.333333333333333
263862,3.0,4.25,3.0,4.25
263863,4.666666666666667,5.666666666666667,4.666666666666667,5.666666666666667
263864,4.666666666666667,4.0,4.666666666666667,4.0
263865,3.3333333333333335,3.25,3.3333333333333335,3.25
263866,5.0,6.0,5.0,6.0
263867,3.6666666666666665,4.666666666666667,3.6666666666666665,4.666666666666667
263868,4.666666666666667,3.6666666666666665,4.666666666666667,3.6666666666666665
263869,6.0,6.333333333333333,6.0,6.333333333333333
263870,2.0,8.0,2.0,8.0
263871,5.75,5.75,5.75,5.75
263872,3.5,4.25,3.5,4.25
263873,4.0,3.25,4.0,3.25
263874,5.5,3.0,5.5,3.0
263875,3.5,6.25,3.5,6.25
263876,3.75,5.2,3.75,5.2
263877,5.25,4.75,5.25,4.75
263878,3.2,5.4,3.2,5.4
263879,5.75,4.5,5.75,4.5
263880,5.25,3.0,5.25,3.0
263881,4.0,3.0,4.0,3.0
263882,4.75,5.75,4.75,5.75
263883,4.25,5.25,4.25,5.25
263884,5.5,3.25,5.5,3.25
263885,1.5,8.0,1.5,8.0
263886,3.4,5.0,3.4,5.0
263887,3.8,3.4,3.8,3.4
263888,5.2,2.8,5.2,2.8
263889,4.2,6.2,4.2,6.2
263890,3.2,5.0,3.2,4.666666666666667
263891,4.2,5.8,4.2,5.8
263892,2.8,5.4,3.3333333333333335,5.0
263893,5.2,4.8,5.2,4.8
263894,5.0,3.4,5.0,3.4
263895,3.8,2.8,3.8,3.1666666666666665
263896,4.0,6.0,4.0,6.0
263897,3.4,4.8,3.4,4.8
263898,5.0,3.4,5.0,3.4
263899,2.4,8.2,2.4,8.2
263900,5.0,6.0,5.0,6.0
263901,3.2,3.4,3.1666666666666665,5.5
263902,5.2,3.2,4.5,3.6666666666666665
263903,5.4,3.8,5.833333333333333,3.8333333333333335
263904,2.6,5.0,3.0,4.666666666666667
263905,3.0,6.8,3.0,5.571428571428571
263906,3.2,4.0,3.1666666666666665,4.0
263907,4.4,4.6,3.6666666666666665,4.666666666666667
263908,6.4,4.2,7.166666666666667,3.6666666666666665
263909,4.8,4.8,4.571428571428571,5.5
263910,5.2,2.2,6.166666666666667,2.1666666666666665
263911,5.0,3.0,4.833333333333333,3.5
263912,5.2,3.8,5.166666666666667,5.0
263913,5.8,3.0,6.0,3.4285714285714284
263914,6.2,7.0,6.0,6.833333333333333
263915,4.8,3.8,4.571428571428571,4.0
263916,6.0,5.2,5.714285714285714,4.714285714285714
263917,4.8,4.0,4.833333333333333,4.5
263918,2.0,6.4,2.625,5.375
263919,2.8,4.2,2.857142857142857,4.142857142857143
263920,5.0,4.0,5.142857142857143,4.142857142857143
263921,6.4,3.6,5.714285714285714,4.714285714285714
263922,6.0,3.6,6.142857142857143,3.625
263923,7.4,7.4,6.428571428571429,6.571428571428571
263924,5.4,3.2,5.142857142857143,5.0
263925,5.8,5.4,5.0,4.75
263926,5.8,5.6,5.75,4.75
263927,4.0,4.6,3.857142857142857,4.714285714285714
263928,6.0,3.4,5.714285714285714,4.285714285714286
263929,2.2,5.2,2.6666666666666665,4.777777777777778
263930,3.0,5.0,3.25,4.625
263931,3.8,4.6,3.4285714285714284,4.571428571428571
263932,6.2,4.2,7.142857142857143,3.7142857142857144
263933,5.0,4.4,4.625,5.0
263934,5.4,4.4,5.625,4.875
263935,5.2,3.8,5.0,3.875
263936,5.0,2.2,6.0,1.8571428571428572
263937,6.0,4.4,5.75,3.7777777777777777
263938,6.8,8.2,6.5,6.875
263939,5.0,4.4,4.625,5.125
263940,3.6,2.0,4.5,3.0
263941,6.2,5.0,5.0,4.555555555555555
263942,5.0,4.8,4.25,4.875
263943,6.4,4.2,5.75,4.375
263944,3.2,5.6,3.25,4.75
263945,8.0,4.4,8.0,4.125
263946,3.6,5.4,4.444444444444445,5.125
263947,5.2,1.6,5.5,1.75
263948,4.0,5.4,4.555555555555555,4.666666666666667
263949,5.4,7.4,4.333333333333333,6.666666666666667
263950,4.2,2.4,4.8,2.9
263951,3.4,5.8,3.2222222222222223,4.5
263952,4.2,4.8,4.333333333333333,4.3
263953,4.8,5.0,5.222222222222222,5.111111111111111
263954,2.6,5.4,2.8,5.444444444444445
263955,7.4,6.8,7.666666666666667,5.5
263956,5.4,2.6,4.444444444444445,2.111111111111111
263957,5.4,5.6,4.444444444444445,5.222222222222222
263958,6.6,5.6,6.444444444444445,5.666666666666667
263960,6.6,4.8,5.777777777777778,4.444444444444445
263961,4.8,4.0,4.8,3.6
263962,4.4,6.2,4.8,5.0
263963,4.4,3.6,5.0,4.444444444444445
263959,4.8,5.0,4.555555555555555,5.111111111111111
263964,5.6,7.4,4.5,6.3
263965,3.2,2.4,5.0,2.8
263966,4.2,5.2,3.5,4.1
263967,3.8,4.8,4.3,4.0
263968,5.2,5.2,5.6,5.1
263969,4.0,5.2,3.4,5.2
263970,7.2,6.8,7.7,6.0
263971,6.0,1.8,4.7,2.1
263972,5.6,6.0,4.5,5.0
263973,7.4,6.8,6.8,5.9
263974,3.4,5.6,4.2,4.9
263975,5.6,4.4,5.7,4.1
263976,4.8,4.6,4.9,3.7
263977,6.0,6.2,5.5,4.8
263978,3.8,3.6,4.9,4.3
263979,6.2,4.4,4.7,5.7
263980,3.2,2.8,4.8,2.8
263981,3.2,4.0,3.8,4.0
263982,3.6,4.4,3.7,4.1
263983,4.6,5.2,4.0,5.0
263984,4.4,3.8,3.7,4.6
263985,7.0,6.8,6.7,5.8
263986,6.4,2.4,4.5,2.3
263987,6.2,4.4,5.2,4.7
263988,6.4,7.4,6.3,6.3
263989,2.8,6.2,3.8,5.1
263990,5.6,3.2,5.7,3.9
263991,4.0,5.0,4.5,4.0
263992,6.4,6.0,5.6,4.9
263993,2.6,3.6,3.9,3.8
263994,4.8,3.2,3.4,3.1
263995,3.6,5.0,3.5,4.5
263996,6.8,3.6,5.5,4.8
263997,4.6,3.6,4.1,4.8
263998,3.8,5.8,4.6,6.1
263999,4.0,2.6,5.7,3.8
264000,2.6,6.6,3.5,5.4
264001,3.4,6.0,4.3,5.6
264002,5.8,3.4,4.0,2.7
264003,3.8,3.8,4.0,4.4
264004,6.4,2.8,5.4,4.6
264005,4.0,2.4,4.2,4.1
264006,3.0,5.0,4.2,6.2
264007,4.0,5.6,3.8,5.1
264008,3.8,5.2,4.5,5.6
264009,5.0,5.6,4.1,5.9
264010,4.2,5.2,4.6,5.3
264011,2.6,3.0,5.4,4.1
264012,4.4,6.6,4.1,5.8
264013,1.8,2.8,3.6,3.7
264014,4.8,5.2,4.4,5.4
264015,3.0,5.6,2.6,5.7
264016,6.4,4.2,5.7,4.0
264017,5.6,3.2,4.1,2.8
264018,3.6,2.6,3.6,4.0
264019,5.8,4.8,5.6,4.9
264020,4.8,2.8,4.4,4.1
264021,4.6,5.4,4.8,6.1
264022,3.0,6.0,3.7,5.4
264023,4.0,6.0,3.8,6.0
264024,4.6,3.4,4.5,5.7
264025,4.0,4.0,4.7,4.8
264026,3.4,4.2,5.4,4.3
264027,3.0,5.0,4.2,5.0
264028,3.2,2.8,4.0,4.2
264029,4.2,4.4,4.5,5.3
264030,4.2,5.6,2.9,5.9
264031,6.8,4.0,5.2,3.6
