game_pk,home_batting_bb_per_g_rolling_10,away_batting_bb_per_g_rolling_10
263816,,
263809,,
263810,,
263811,,
263812,,
263813,,
263814,,
263815,,
263817,,
263818,,
263819,,
263820,,
263821,,
263822,,
263823,,
263824,2.0,3.0
263825,3.0,3.0
263826,3.0,0.0
263827,7.0,8.0
263828,0.0,2.0
263837,4.0,6.0
263829,2.0,3.0
263830,8.0,3.0
263831,5.0,1.0
263832,4.0,1.5
263833,2.0,2.0
263834,4.0,2.0
263835,4.0,2.0
263836,3.5,4.0
263838,3.0,9.0
263839,4.0,2.0
263840,5.5,5.0
263841,2.0,4.0
263842,2.0,2.0
263843,1.0,3.0
263851,2.5,5.5
263844,2.0,2.5
263845,5.0,3.0
263846,6.0,3.5
263847,3.5,2.0
263848,6.5,2.5
263849,6.5,5.5
263850,2.3333333333333335,3.0
263852,4.0,8.5
263853,4.0,4.666666666666667
263854,2.0,4.5
263855,2.5,6.0
263856,3.3333333333333335,2.6666666666666665
263857,2.3333333333333335,3.0
263858,2.6666666666666665,3.6666666666666665
263859,3.0,4.333333333333333
263860,6.333333333333333,3.75
263861,4.0,5.333333333333333
263862,2.25,4.25
263863,3.0,6.0
263864,2.6666666666666665,1.6666666666666667
263865,3.0,4.25
263866,3.0,4.0
263867,2.6666666666666665,5.333333333333333
263868,4.333333333333333,3.6666666666666665
263869,3.3333333333333335,4.666666666666667
263870,0.6666666666666666,7.0
263871,2.75,5.75
263872,3.0,3.0
263873,2.25,2.75
263874,2.75,3.75
263875,3.0,4.5
263876,6.0,4.4
263877,3.75,4.75
263878,2.2,4.0
263879,2.75,4.75
263880,2.75,1.5
263881,2.5,4.2
263882,3.25,4.0
263883,3.75,4.75
263884,4.75,4.0
263885,1.0,6.5
263886,2.6,2.4
263887,2.2,2.4
263888,4.0,3.6
263889,3.2,4.4
263890,5.2,4.666666666666667
263891,3.4,5.4
263892,2.5,3.6666666666666665
263893,3.0,4.2
263894,2.8,2.4
263895,2.6,3.8333333333333335
263896,3.4,3.8
263897,3.6,5.0
263898,4.8,4.4
263899,1.0,6.4
263900,4.0,5.8
263901,2.5,5.0
263902,3.5,2.5
263903,4.833333333333333,2.6666666666666665
263904,3.3333333333333335,3.5
263905,3.4285714285714284,4.0
263906,3.1666666666666665,3.6666666666666665
263907,3.5,2.8333333333333335
263908,5.666666666666667,4.5
263909,4.285714285714286,3.0
263910,3.6666666666666665,0.8333333333333334
263911,4.5,4.5
263912,3.5,3.8333333333333335
263913,5.166666666666667,2.4285714285714284
263914,4.0,3.5
263915,3.4285714285714284,2.5714285714285716
263916,4.714285714285714,3.0
263917,3.3333333333333335,4.666666666666667
263918,3.25,4.375
263919,3.2857142857142856,3.142857142857143
263920,4.714285714285714,4.285714285714286
263921,3.857142857142857,3.7142857142857144
263922,5.714285714285714,2.5
263923,4.428571428571429,4.0
263924,2.857142857142857,5.0
263925,3.375,3.0
263926,4.875,3.0
263927,3.2857142857142856,3.7142857142857144
263928,4.142857142857143,4.428571428571429
263929,3.2222222222222223,4.111111111111111
263930,3.125,3.125
263931,3.4285714285714284,3.142857142857143
263932,5.285714285714286,4.142857142857143
263933,4.25,2.7142857142857144
263934,3.75,3.625
263935,4.375,4.0
263936,3.7142857142857144,0.8571428571428571
263937,5.25,2.5555555555555554
263938,4.25,4.625
263939,3.25,4.75
263940,3.8,3.111111111111111
263941,3.6666666666666665,3.111111111111111
263942,3.375,3.5
263943,3.875,4.5
263944,4.0,2.875
263945,5.25,4.375
263946,4.555555555555555,3.125
263947,3.5,1.0
263948,4.222222222222222,4.0
263949,3.4444444444444446,4.333333333333333
263950,3.4,3.2
263951,3.6666666666666665,3.9
263952,3.6666666666666665,3.0
263953,4.666666666666667,3.6666666666666665
263954,3.5,5.0
263955,5.222222222222222,3.8
263956,3.4444444444444446,0.8888888888888888
263957,4.888888888888889,3.6666666666666665
263958,4.444444444444445,3.3333333333333335
263960,5.333333333333333,2.6666666666666665
263961,4.4,3.0
263962,4.3,3.0
263963,3.4444444444444446,4.666666666666667
263959,3.111111111111111,3.111111111111111
263964,3.9,4.4
263965,3.0,3.0
263966,3.7,3.4
263967,3.8,3.5
263968,4.8,3.7
263969,3.3,4.7
263970,5.3,3.6
263971,3.4,0.8
263972,4.8,3.6
263973,4.8,3.3
263974,3.3,3.1
263975,5.1,2.4
263976,4.3,2.9
263977,4.9,2.7
263978,3.5,4.5
263979,4.6,4.3
263980,3.3,3.1
263981,4.0,3.0
263982,4.3,3.6
263983,4.6,3.7
263984,3.3,4.9
263985,4.7,3.6
263986,3.1,0.9
263987,4.9,3.6
263988,4.8,3.7
263989,3.1,3.3
263990,4.7,2.5
263991,3.4,2.8
263992,4.9,2.8
263993,4.2,4.9
263994,3.3,2.8
263995,4.2,3.1
263996,4.5,4.0
263997,3.0,5.6
263998,4.7,3.8
263999,4.0,4.2
264000,3.2,3.7
264001,3.0,2.4
264002,3.5,2.2
264003,4.5,3.3
264004,4.9,3.6
264005,3.1,5.2
264006,3.5,4.0
264007,3.7,3.5
264008,2.9,5.0
264009,5.5,4.3
264010,4.8,3.5
264011,4.0,4.3
264012,2.7,3.2
264013,3.2,2.5
264014,3.3,2.3
264015,1.0,3.2
264016,5.6,4.0
264017,3.3,2.1
264018,4.4,3.6
264019,4.8,3.8
264020,3.2,5.3
264021,3.6,4.3
264022,3.6,4.1
264023,3.1,5.5
264024,5.4,4.1
264025,5.0,3.6
264026,4.5,4.1
264027,2.5,3.1
264028,3.3,3.0
264029,2.9,2.4
264030,1.3,2.9
264031,5.5,3.6
264032,4.2,4.4
264033,4.4,3.8
264034,3.0,4.8
264035,3.8,4.4
264036,4.0,4.2
264037,3.1,5.6
264038,4.6,3.8
264039,2.7,3.7
264040,3.9,3.4
264041,5.4,3.4
264042,1.4,2.7
264043,4.1,4.3
264044,3.5,2.0
264045,4.4,3.8
264046,3.1,3.5
264047,3.3,4.6
264049,4.1,4.2
264050,2.4,5.1
264051,3.3,4.9
264052,4.5,3.7
264053,3.7,4.8
264054,2.9,3.4
264055,4.2,2.8
264056,1.3,4.1
264057,2.9,3.8
264048,3.4,2.5
264058,4.1,4.6
264059,4.1,2.3
264060,4.2,3.8
264061,2.7,3.7
264062,3.6,4.6
264063,3.1,2.4
264064,4.5,4.2
264065,2.2,5.6
264066,3.2,4.8
264067,4.2,3.6
264068,3.8,4.7
264069,2.8,3.6
264070,3.1,3.8
264071,4.5,2.7
264072,1.5,4.0
264073,4.0,4.8
264074,3.9,2.3
264075,4.1,3.8
264076,2.6,3.9
264077,3.4,4.7
264078,3.0,2.3
264079,4.2,3.7
264080,2.2,5.8
264081,2.9,4.2
264082,3.7,3.4
264083,3.4,4.3
264084,2.8,3.7
264085,4.7,2.7
264086,1.6,3.9
264087,2.6,3.7
264088,3.3,3.4
264089,2.8,3.3
264090,4.0,4.3
264092,4.0,3.7
264093,2.2,4.0
264094,2.3,3.5
264095,3.8,3.6
264096,2.5,3.9
264097,3.7,5.0
264098,2.3,3.0
264091,3.6,3.5
264099,3.2,3.5
264100,4.0,2.7
264101,3.0,3.9
264102,3.9,3.5
264103,4.5,5.5
264104,2.2,4.5
264105,5.2,3.0
264106,4.3,3.7
264107,2.4,3.6
264108,2.3,3.3
264109,4.3,3.3
264110,2.3,3.8
264111,2.2,3.7
264112,3.9,5.0
264113,2.4,3.2
264114,3.5,3.3
264115,4.1,2.7
264116,3.1,4.2
264117,3.6,3.2
264118,4.2,6.0
264119,2.4,4.3
264120,5.1,2.9
264121,4.5,3.4
264122,2.7,3.1
264123,2.6,3.0
264124,4.5,3.2
264125,2.3,2.9
264126,2.4,4.1
264127,2.3,4.1
264128,3.8,5.0
264129,4.6,3.9
264130,4.7,3.2
264131,5.1,2.6
264132,2.9,5.1
264133,3.7,5.2
264134,2.5,4.1
264135,3.4,3.0
264136,3.6,4.5
264137,2.5,3.0
264138,2.7,3.9
264139,3.9,3.2
264140,4.2,4.0
264141,2.4,4.0
264142,4.0,3.6
264143,3.6,2.9
264144,5.1,2.8
264145,2.6,4.7
264146,4.2,5.0
264147,3.0,3.7
264148,3.7,3.1
264149,3.3,4.4
264150,2.5,3.2
264151,3.1,3.0
264152,3.5,4.2
264153,2.3,3.7
264154,3.7,3.1
264155,4.2,4.0
264156,2.8,4.7
264157,3.6,3.5
264158,2.4,3.9
264159,3.8,2.7
264160,5.2,3.0
264161,2.9,4.3
264162,3.9,4.7
264163,2.8,3.6
264164,3.4,3.0
264165,3.2,3.7
264166,3.0,2.9
264167,2.8,3.1
264168,3.3,4.5
264169,3.8,2.8
264170,3.7,3.9
264171,3.0,4.3
264172,3.0,3.9
264173,4.2,2.8
264174,5.6,3.1
264175,2.8,4.3
264176,4.4,4.5
264177,2.8,3.2
264178,3.0,2.7
264179,3.3,3.7
264180,3.2,2.6
264181,2.8,2.9
264182,3.8,4.4
264183,2.7,3.7
264184,4.2,2.6
264185,3.0,3.0
264186,3.3,4.1
264187,3.6,3.4
264188,4.3,3.0
264189,2.8,3.9
264190,3.1,3.7
264191,4.6,2.9
264192,2.6,4.0
264193,4.4,3.3
264194,4.6,2.6
264195,2.9,4.3
