game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds
265090,2010-07-08,400061,456027,Roy Oswalt,Ross Ohlendorf,Houston Astros,Pittsburgh Pirates,9.0,7.0,1,7,0,2,0,2,2,1,8,5,0,2,0.00,0.00,0.00,0.00,117,111,79,69,1,0,0,1,1,0,31,28,9,4,10,11,1,0,0,1,0,0,0,0,0,0
265080,2010-07-08,433579,429722,John Danks,Ervin Santana,Chicago White Sox,Los Angeles Angels,9.0,8.0,2,3,0,1,0,1,0,3,7,4,0,0,0.00,0.00,0.00,0.00,111,104,81,65,0,1,0,0,0,0,30,29,9,6,12,12,1,0,0,1,0,0,0,0,0,0
265088,2010-07-08,448159,217096,Manny Parra,Barry Zito,Milwaukee Brewers,San Francisco Giants,5.0,4.2,10,7,6,2,4,2,2,6,5,7,1,0,0.00,0.00,0.00,0.00,94,113,62,68,0,0,0,0,1,0,27,27,5,2,5,5,0,0,1,0,0,0,0,0,0,0
265089,2010-07-08,434622,112020,Ubaldo Jiménez,Chris Carpenter,Colorado Rockies,St. Louis Cardinals,8.0,6.0,3,9,1,4,1,4,2,2,6,3,0,0,0.00,0.00,0.00,0.00,94,113,61,67,0,0,0,0,0,0,28,28,9,6,8,8,1,0,0,1,0,0,0,0,0,0
265087,2010-07-08,457447,502009,Luis Atilano,Mat Latos,Washington Nationals,San Diego Padres,5.1,7.0,8,5,4,0,4,0,2,2,2,8,2,0,0.00,0.00,0.00,0.00,81,90,49,59,0,0,0,0,0,0,25,28,7,6,6,7,0,1,1,0,0,0,0,0,0,0
265083,2010-07-08,452718,456501,Kyle Kendrick,Johnny Cueto,Philadelphia Phillies,Cincinnati Reds,6.2,7.0,3,4,1,2,1,1,0,2,4,3,1,1,0.00,0.00,0.00,0.00,73,100,49,63,0,0,0,0,0,0,22,24,8,8,7,7,0,0,0,0,0,0,0,0,0,0
265091,2010-07-08,446399,435044,Brett Cecil,Scott Baker,Toronto Blue Jays,Minnesota Twins,7.0,6.0,4,7,1,5,1,5,1,0,2,4,1,2,0.00,0.00,0.00,0.00,89,91,56,63,0,0,0,0,0,0,25,24,11,7,7,6,1,0,0,1,0,0,0,0,0,0
265084,2010-07-08,451584,150414,Wade Davis,Jake Westbrook,Tampa Bay Rays,Cleveland Indians,7.0,6.0,4,8,2,5,2,5,4,0,4,7,2,3,0.00,0.00,0.00,0.00,112,113,63,70,0,0,0,0,0,0,29,25,7,6,10,4,1,0,0,1,0,0,0,0,0,0
265081,2010-07-08,488984,425386,Tommy Hunter,Jeremy Guthrie,Texas Rangers,Baltimore Orioles,6.0,4.2,7,7,3,4,3,4,1,5,7,1,2,1,0.00,0.00,0.00,0.00,86,88,62,48,0,0,0,0,0,0,26,25,6,5,5,7,0,0,0,0,0,0,0,0,0,0
265085,2010-07-08,150438,434671,Rodrigo Lopez,Aníbal Sánchez,Arizona Diamondbacks,Florida Marlins,7.0,4.0,5,9,4,6,3,5,0,2,3,2,1,0,0.00,0.00,0.00,0.00,88,92,59,60,1,0,0,0,0,0,28,24,10,5,9,6,1,0,0,1,0,0,0,0,0,0
265082,2010-07-08,477132,448694,Clayton Kershaw,Randy Wells,Los Angeles Dodgers,Chicago Cubs,8.0,7.0,7,6,2,3,2,3,0,1,12,7,1,1,0.00,0.00,0.00,0.00,97,106,70,66,0,1,1,0,0,0,28,29,6,9,3,5,1,0,0,1,0,0,0,0,0,0
265086,2010-07-08,450306,120485,Jason Vargas,Andy Pettitte,Seattle Mariners,New York Yankees,7.0,8.0,9,5,1,1,1,1,2,4,3,9,0,0,0.00,0.00,0.00,0.00,106,107,68,67,0,1,0,0,0,0,32,32,8,9,10,4,0,1,0,0,0,0,0,0,0,0
