gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
147,147,1065,1524,755,268,17,205,1215,514,23,1264,76,.253,5002,.329,.436,.765,27,117,.813,.188,83,22506,4.81,1304.1,67,80,30,49,54,19,697,1.36,5660,3913,147,0,9,14102,.630,76,7,27,5,2181,0.70,.456,17.25,147,2.36,8.38,3.55,8.72,5.21,1.41,2,15,51,Athletics
147,147,1216,1393,599,265,20,138,1173,432,17,1159,69,.237,4885,.306,.384,.690,27,100,.787,.213,92,21122,3.87,1297.2,64,83,33,56,65,23,558,1.23,5443,3893,147,1,17,13681,.650,69,1,39,5,1878,0.87,.435,16.28,146,2.72,8.14,3.00,8.04,4.15,0.96,1,18,38,Pittsburgh Pirates
147,147,1095,1421,565,185,15,157,1278,481,21,1084,58,.225,4820,.301,.367,.668,25,98,.797,.203,91,21180,3.62,1299.0,80,67,45,61,94,16,523,1.20,5420,3897,147,2,16,13545,.640,58,5,36,8,1770,0.77,.544,16.30,145,2.66,8.85,3.33,7.51,3.91,1.09,3,17,41,San Diego Padres
147,147,1244,1362,648,229,16,175,1270,427,26,1230,67,.244,5035,.309,.400,.709,26,113,.813,.187,99,21522,3.95,1328.2,79,68,38,61,82,23,583,1.25,5602,3986,147,0,9,14019,.650,67,3,47,4,2016,0.91,.537,16.20,147,2.97,8.60,2.89,8.33,4.39,1.19,2,25,46,Seattle Mariners
146,146,1307,1210,605,255,19,125,1235,453,12,1211,60,.247,4907,.316,.383,.699,35,86,.711,.289,99,21187,3.76,1291.2,74,72,36,55,79,19,539,1.29,5477,3875,146,1,6,13671,.650,60,7,45,10,1879,1.08,.507,16.40,145,2.73,8.61,3.16,8.44,4.22,0.87,1,19,37,San Francisco Giants
147,147,1385,1312,675,251,32,151,1086,415,15,1293,42,.258,5008,.318,.412,.730,32,112,.778,.222,100,20764,4.26,1300.2,72,75,38,58,82,20,615,1.31,5538,3902,147,2,12,13349,.640,42,4,47,8,2061,1.06,.490,15.96,145,2.62,7.51,2.87,8.95,4.67,1.04,5,24,44,St. Louis Cardinals
146,146,1196,1262,604,201,10,187,1279,419,10,1141,62,.236,4843,.303,.397,.700,37,139,.790,.210,113,20601,3.88,1292.1,72,74,33,58,81,25,557,1.21,5363,3877,146,1,10,13416,.650,62,6,25,13,1923,0.95,.493,15.94,145,3.05,8.91,2.92,7.95,4.21,1.30,3,9,27,Tampa Bay Rays
147,147,1215,1369,539,205,14,155,1216,424,21,1109,44,.228,4863,.294,.372,.666,21,105,.833,.167,105,20683,3.43,1308.1,77,70,35,62,78,27,499,1.17,5378,3925,147,2,14,13401,.650,44,4,39,6,1807,0.89,.524,15.81,145,2.87,8.36,2.92,7.63,3.71,1.07,1,17,29,Texas Rangers
146,146,1089,1393,656,224,13,194,1292,461,24,1175,69,.240,4898,.312,.410,.722,32,99,.756,.244,87,21338,4.19,1296.0,84,62,39,62,86,23,604,1.26,5481,3888,146,2,8,13635,.640,69,7,30,8,2007,0.78,.575,16.46,144,2.80,8.97,3.20,8.16,4.56,1.35,2,12,39,Toronto Blue Jays
146,146,1078,1455,702,249,13,176,1221,415,15,1291,62,.260,4974,.321,.421,.742,34,115,.772,.228,73,21561,4.60,1283.0,64,82,27,50,87,23,656,1.33,5523,3849,146,1,7,13934,.650,62,9,39,10,2094,0.74,.438,16.81,145,2.94,8.57,2.91,9.06,4.92,1.23,1,18,53,Minnesota Twins
