gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
86,86,618,931,496,165,12,124,679,325,13,807,49,.270,2992,.347,.457,.804,13,75,.852,47,13409,5.42,761.0,34,52,18,34,38,16,458,1.49,3411,2283,86,0,6,8360,.620,49,5,19,4,1368,0.66,.395,17.62,86,2.09,8.03,3.84,9.54,5.87,1.47,2,9,34,Athletics
85,85,750,811,339,149,13,73,628,255,11,654,30,.233,2807,.301,.373,.674,17,66,.795,61,12121,3.78,753.1,35,50,17,32,43,15,316,1.21,3128,2260,85,1,7,7815,.640,30,1,24,3,1048,0.92,.412,16.09,84,2.46,7.50,3.05,7.81,4.05,0.87,0,9,27,Pittsburgh Pirates
83,83,613,811,328,112,8,82,726,271,8,628,32,.229,2741,.303,.366,.669,12,53,.815,49,11961,3.64,734.0,45,38,28,39,56,11,297,1.22,3083,2202,83,2,13,7631,.640,32,3,20,5,1002,0.76,.542,16.30,81,2.68,8.90,3.32,7.70,4.02,1.01,2,11,26,San Diego Padres
83,83,713,799,367,125,10,105,680,259,18,707,35,.247,2861,.315,.408,.723,15,57,.792,65,12262,3.93,754.1,43,40,20,35,39,15,329,1.28,3194,2263,83,0,3,7933,.650,35,2,26,2,1167,0.89,.518,16.26,83,2.63,8.11,3.09,8.44,4.38,1.25,1,15,23,Seattle Mariners
84,84,758,688,317,126,15,65,713,263,9,659,27,.237,2784,.307,.363,.670,24,46,.657,45,11869,3.38,742.2,45,39,24,37,61,13,279,1.24,3109,2228,84,0,4,7644,.640,27,4,26,7,1010,1.10,.536,15.98,84,2.71,8.64,3.19,7.99,3.84,0.79,1,12,22,San Francisco Giants
85,85,809,774,358,138,19,72,623,233,9,718,24,.249,2884,.308,.385,.693,17,69,.802,50,12003,3.91,757.2,47,38,21,33,50,12,329,1.26,3184,2273,85,2,10,7722,.640,24,2,29,5,1110,1.05,.553,15.84,83,2.67,7.40,2.77,8.53,4.25,0.86,3,13,27,St. Louis Cardinals
84,84,733,749,332,113,5,109,681,230,6,664,35,.236,2808,.301,.397,.698,23,72,.758,75,11756,3.71,751.1,47,37,19,30,49,11,310,1.19,3095,2254,84,1,8,7661,.650,35,1,12,5,1114,0.98,.560,15.65,83,2.96,8.16,2.76,7.95,3.98,1.31,2,3,17,Tampa Bay Rays
84,84,722,780,292,108,7,72,658,233,14,620,24,.225,2750,.290,.348,.638,14,57,.803,59,11544,3.23,743.0,41,43,22,35,50,13,267,1.15,3038,2229,84,2,8,7511,.650,24,3,29,4,958,0.93,.488,15.54,82,2.82,7.97,2.82,7.51,3.54,0.87,1,11,19,Texas Rangers
83,83,607,795,369,121,9,111,737,264,9,661,42,.238,2774,.312,.408,.720,23,47,.671,48,12122,4.20,738.2,45,38,24,37,43,13,345,1.25,3106,2216,83,0,6,7776,.640,42,5,17,5,1133,0.76,.542,16.41,83,2.79,8.98,3.22,8.05,4.50,1.35,0,4,22,Toronto Blue Jays
84,84,621,820,370,134,5,89,725,223,6,701,41,.248,2824,.309,.394,.703,23,61,.726,35,12146,4.21,736.0,40,44,16,29,54,13,344,1.26,3131,2208,84,1,6,7913,.650,41,7,20,7,1112,0.76,.476,16.50,83,3.25,8.87,2.73,8.57,4.52,1.09,0,11,32,Minnesota Twins
84,84,689,720,340,134,10,89,775,244,6,707,24,.247,2865,.309,.394,.703,23,56,.709,45,12305,3.76,749.0,49,35,26,42,38,16,313,1.27,3159,2247,84,0,7,7993,.650,24,1,24,8,1128,0.96,.583,16.43,84,3.18,9.31,2.93,8.50,4.09,1.07,0,8,18,Philadelphia Phillies
83,83,697,667,327,132,10,90,753,264,10,638,33,.234,2724,.307,.389,.696,22,74,.771,47,11979,3.76,732.1,38,45,12,24,32,12,306,1.23,3052,2197,83,1,5,7724,.640,33,5,20,9,1060,1.04,.458,16.36,82,2.85,9.25,3.24,7.84,4.02,1.11,0,11,20,Atlanta Braves
84,84,653,849,367,155,16,88,610,309,13,709,50,.254,2792,.336,.415,.751,19,66,.776,64,12227,4.10,729.1,28,56,10,24,40,14,332,1.40,3182,2188,84,0,5,7605,.620,50,3,20,11,1160,0.77,.333,16.76,84,1.97,7.53,3.81,8.75,4.53,1.09,2,4,25,Chicago White Sox
82,82,705,786,427,143,16,97,640,282,10,729,37,.258,2826,.330,.423,.753,14,106,.883,48,12325,4.89,731.0,37,45,18,32,46,14,397,1.38,3181,2193,82,0,4,7822,.630,37,4,26,2,1195,0.90,.451,16.86,82,2.27,7.88,3.47,8.98,5.26,1.19,2,6,28,Miami Marlins
