gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
127,127,930,1314,664,232,14,180,1045,448,20,1104,65,.255,4331,.331,.440,.771,25,106,.809,.191,73,19511,4.87,1126.1,57,70,27,44,51,17,609,1.38,4908,3379,127,0,8,12223,.630,65,7,23,4,1904,0.71,.449,17.32,127,2.33,8.35,3.58,8.82,5.31,1.44,2,14,48,Athletics
128,128,1063,1221,536,239,20,125,986,374,14,1017,55,.240,4234,.308,.395,.703,21,89,.809,.191,76,18311,4.05,1121.0,53,74,26,47,55,21,504,1.24,4717,3363,128,1,14,11859,.650,55,1,35,4,1671,0.87,.417,16.33,126,2.64,7.92,3.00,8.17,4.30,1.00,1,17,36,Pittsburgh Pirates
126,126,933,1232,476,164,14,125,1086,413,19,927,52,.225,4122,.301,.362,.663,22,80,.784,.216,79,18065,3.55,1114.0,70,56,40,55,84,15,440,1.20,4646,3342,126,2,15,11545,.640,52,4,34,8,1494,0.76,.556,16.22,124,2.63,8.77,3.34,7.49,3.85,1.01,3,17,39,San Diego Padres
127,127,1074,1192,556,193,14,153,1081,380,23,1053,56,.242,4344,.309,.399,.708,25,92,.786,.214,83,18588,3.94,1147.1,68,59,33,53,69,20,502,1.25,4838,3442,127,0,9,12097,.650,56,3,43,3,1733,0.90,.535,16.20,127,2.84,8.48,2.98,8.26,4.36,1.20,2,20,36,Seattle Mariners
126,126,1150,1035,515,220,17,108,1062,395,11,1035,49,.244,4234,.314,.381,.695,28,77,.733,.267,82,18201,3.68,1116.0,61,65,29,47,70,18,456,1.28,4727,3348,126,1,6,11717,.640,49,6,40,7,1613,1.11,.484,16.31,125,2.69,8.56,3.19,8.35,4.15,0.87,1,16,32,San Francisco Giants
127,127,1200,1143,578,210,29,124,928,339,11,1108,34,.256,4323,.313,.404,.717,25,94,.790,.210,81,17876,4.23,1122.2,63,64,31,48,70,17,528,1.29,4757,3368,127,2,12,11516,.640,34,4,41,6,1748,1.05,.496,15.92,125,2.74,7.44,2.72,8.88,4.63,0.99,5,20,36,St. Louis Cardinals
126,126,1050,1094,530,183,8,168,1074,359,9,1001,52,.239,4191,.305,.407,.712,30,121,.801,.199,99,17705,3.99,1113.2,61,65,28,49,69,21,494,1.22,4634,3341,126,1,9,11526,.650,52,5,21,9,1704,0.96,.484,15.90,125,2.99,8.68,2.90,8.09,4.28,1.36,3,6,23,Tampa Bay Rays
127,127,1052,1187,471,171,12,135,1037,377,19,958,41,.229,4192,.297,.372,.669,18,93,.838,.162,91,17845,3.46,1127.1,62,65,30,54,70,24,434,1.18,4653,3382,127,2,11,11534,.650,41,4,37,4,1558,0.89,.488,15.83,125,2.75,8.28,3.01,7.65,3.76,1.08,1,15,27,Texas Rangers
128,128,924,1233,570,193,11,170,1119,407,23,1016,64,.239,4245,.313,.410,.723,29,81,.736,.264,76,18500,4.23,1125.2,74,53,35,54,75,19,529,1.26,4765,3377,128,1,7,11850,.640,64,7,24,7,1741,0.75,.583,16.43,126,2.75,8.95,3.25,8.12,4.56,1.36,2,11,36,Toronto Blue Jays
125,125,919,1250,560,208,11,144,1054,339,14,1072,52,.253,4233,.313,.410,.723,33,101,.754,.246,57,18218,4.23,1101.0,58,67,23,41,78,18,518,1.28,4686,3303,125,1,7,11822,.650,52,7,35,9,1734,0.74,.464,16.55,124,3.11,8.62,2.77,8.76,4.58,1.18,0,16,46,Minnesota Twins
