gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
141,141,1028,1464,726,253,16,198,1157,495,21,1214,68,.253,4798,.328,.436,.764,26,112,.812,.188,80,21570,4.81,1251.1,64,77,30,48,53,18,669,1.37,5428,3754,141,0,9,13521,.630,68,7,27,5,2093,0.70,.454,17.24,141,2.34,8.32,3.56,8.73,5.22,1.42,2,15,50,Athletics
141,141,1165,1346,572,256,20,135,1116,405,14,1107,65,.237,4680,.304,.386,.690,25,92,.786,.214,85,20199,3.87,1243.2,64,77,33,54,64,21,535,1.22,5205,3731,141,1,17,13114,.650,65,1,36,5,1808,0.87,.454,16.24,140,2.76,8.08,2.93,8.01,4.14,0.98,1,17,37,Pittsburgh Pirates
140,140,1036,1368,544,179,15,148,1207,464,20,1032,58,.225,4585,.302,.368,.670,24,92,.793,.207,85,20184,3.66,1236.0,76,64,43,58,90,15,503,1.21,5168,3708,140,2,15,12878,.640,58,5,35,8,1685,0.76,.543,16.33,138,2.60,8.79,3.38,7.51,3.96,1.08,3,17,41,San Diego Padres
140,140,1183,1297,627,219,15,169,1193,416,24,1176,64,.246,4785,.312,.404,.716,25,106,.809,.191,94,20466,4.04,1259.2,73,67,36,58,77,22,566,1.26,5331,3779,140,0,9,13328,.650,64,3,46,3,1932,0.91,.521,16.25,140,2.87,8.52,2.97,8.40,4.48,1.21,2,22,42,Seattle Mariners
140,140,1255,1163,583,250,18,122,1182,436,12,1164,56,.247,4711,.316,.385,.701,33,83,.716,.284,95,20314,3.78,1239.2,71,69,34,52,74,18,520,1.29,5257,3719,140,1,6,13097,.640,56,7,44,9,1816,1.08,.507,16.39,139,2.71,8.58,3.17,8.45,4.23,0.89,1,18,35,San Francisco Giants
141,141,1329,1256,649,239,31,146,1041,394,12,1239,40,.258,4803,.317,.412,.729,30,109,.784,.216,93,19904,4.27,1245.2,70,71,37,56,80,19,591,1.31,5304,3737,141,2,12,12816,.640,40,4,45,8,1978,1.06,.496,15.98,139,2.64,7.52,2.85,8.95,4.69,1.05,5,23,39,St. Louis Cardinals
140,140,1152,1215,577,192,8,184,1216,400,10,1093,57,.235,4642,.302,.399,.701,36,131,.784,.216,109,19691,3.87,1240.1,71,69,32,55,79,23,534,1.20,5137,3721,140,1,10,12822,.650,57,6,23,12,1853,0.95,.507,15.88,139,3.04,8.82,2.90,7.93,4.19,1.34,3,8,27,Tampa Bay Rays
141,141,1161,1309,516,196,13,149,1165,412,20,1052,43,.227,4641,.294,.371,.665,20,100,.833,.167,100,19766,3.45,1251.1,72,69,32,58,71,26,479,1.17,5143,3754,141,2,13,12784,.650,43,4,38,6,1721,0.89,.511,15.80,139,2.83,8.38,2.96,7.57,3.71,1.07,1,17,29,Texas Rangers
140,140,1036,1339,642,218,13,189,1244,441,24,1143,68,.243,4713,.314,.415,.729,31,92,.748,.252,83,20544,4.29,1243.0,81,59,39,62,86,23,592,1.27,5273,3729,140,1,7,13148,.640,68,7,29,8,1954,0.77,.579,16.53,139,2.82,9.01,3.19,8.28,4.65,1.37,2,12,37,Toronto Blue Jays
140,140,1029,1402,669,238,11,171,1177,393,15,1238,60,.259,4777,.320,.421,.741,34,111,.766,.234,70,20642,4.55,1233.0,62,78,26,49,84,23,623,1.32,5299,3699,140,1,7,13357,.650,60,8,39,9,2011,0.73,.443,16.74,139,2.99,8.59,2.87,9.04,4.88,1.25,0,17,52,Minnesota Twins
140,140,1155,1188,565,214,14,149,1278,381,8,1163,47,.245,4744,.306,.390,.696,35,83,.703,.297,76,20147,3.83,1242.1,81,59,39,62,69,23,528,1.24,5212,3727,140,2,12,13080,.650,47,4,30,14,1852,0.97,.579,16.22,138,3.35,9.26,2.76,8.43,4.09,1.08,0,13,27,Philadelphia Phillies
140,140,1167,1227,633,223,20,168,1199,465,20,1150,58,.245,4694,.319,.408,.727,33,131,.799,.201,74,20696,4.36,1239.0,63,77,27,46,58,19,600,1.30,5266,3717,140,1,7,13205,.640,58,7,35,16,1917,0.95,.450,16.70,139,2.58,8.71,3.38,8.35,4.60,1.22,0,15,34,Atlanta Braves
141,141,1083,1416,647,256,21,157,1089,523,25,1172,69,.249,4707,.330,.412,.742,28,126,.818,.182,101,20760,4.23,1234.1,53,88,20,41,59,21,580,1.37,5357,3703,141,0,8,12957,.620,69,9,35,16,1941,0.76,.376,16.82,141,2.08,7.94,3.81,8.55,4.72,1.14,5,11,42,Chicago White Sox
140,140,1197,1327,699,249,21,164,1103,439,14,1186,65,.249,4762,.318,.413,.731,20,176,.898,.102,81,20620,4.70,1240.1,65,75,34,54,73,20,648,1.31,5321,3721,140,0,9,13205,.640,65,8,50,3,1969,0.90,.464,16.62,140,2.51,8.00,3.19,8.61,5.07,1.19,4,9,42,Miami Marlins
140,140,1179,1209,598,212,19,152,1253,487,11,1079,50,.230,4683,.308,.381,.689,23,86,.789,.211,85,20612,3.92,1243.2,78,62,35,56,86,21,542,1.26,5262,3731,140,0,10,13073,.630,50,8,43,16,1785,0.98,.557,16.57,140,2.57,9.07,3.52,7.81,4.33,1.10,5,11,26,New York Yankees
141,141,1105,1317,555,199,15,148,1234,466,17,1089,54,.232,4694,.307,.375,.682,26,70,.729,.271,94,20702,3.63,1255.2,86,55,40,59,97,19,507,1.24,5267,3767,141,0,12,13203,.640,54,5,30,6,1762,0.84,.610,16.49,141,2.65,8.84,3.34,7.81,3.98,1.06,2,17,34,Milwaukee Brewers
140,140,1181,1309,698,203,20,192,1092,531,39,1232,41,.259,4749,.336,.432,.768,23,96,.807,.193,128,20790,4.70,1239.0,66,74,33,63,77,30,647,1.42,5387,3717,140,0,7,13230,.640,41,8,54,7,2051,0.90,.471,16.78,140,2.06,7.93,3.86,8.95,5.07,1.39,1,16,49,Los Angeles Angels
141,141,1232,1308,673,283,26,167,1122,440,19,1225,52,.253,4839,.320,.426,.746,22,96,.814,.186,97,20684,4.45,1255.2,70,71,40,66,79,26,621,1.33,5381,3767,141,0,9,13114,.630,52,8,29,9,2061,0.94,.496,16.47,141,2.55,8.04,3.15,8.78,4.82,1.20,2,20,28,Arizona Diamondbacks
