gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
98,98,715,1052,551,188,11,146,784,358,19,901,56,.265,3406,.341,.455,.796,15,85,.850,55,15217,5.20,871.0,41,57,23,40,43,17,503,1.45,3868,2613,98,0,6,9517,.630,56,6,21,4,1549,0.68,.418,17.47,98,2.19,8.10,3.70,9.31,5.69,1.51,2,10,36,Athletics
97,97,831,931,379,171,15,92,720,278,12,748,36,.234,3192,.300,.384,.684,19,68,.782,64,13726,3.73,853.2,39,58,19,34,43,15,354,1.20,3545,2561,97,1,10,8873,.650,36,1,27,4,1225,0.89,.402,16.08,96,2.59,7.59,2.93,7.89,4.00,0.97,1,9,29,Pittsburgh Pirates
96,96,712,950,376,133,11,95,827,324,13,727,38,.229,3172,.306,.368,.674,15,69,.821,56,13914,3.64,850.0,52,44,34,45,66,11,344,1.24,3580,2550,96,2,14,8858,.640,38,3,28,7,1167,0.75,.542,16.37,94,2.55,8.76,3.43,7.70,3.98,1.01,2,15,29,San Diego Padres
96,96,813,922,419,141,11,114,799,298,20,799,42,.243,3289,.311,.396,.707,19,67,.779,68,14158,3.89,870.0,51,45,23,41,47,18,376,1.26,3674,2610,96,0,6,9178,.650,42,2,28,2,1304,0.88,.531,16.27,96,2.68,8.27,3.08,8.27,4.33,1.18,1,16,28,Seattle Mariners
97,97,880,795,382,156,16,84,828,303,10,771,31,.238,3233,.308,.375,.683,25,55,.688,54,13795,3.50,859.2,52,45,26,40,66,14,334,1.25,3609,2579,97,1,4,8900,.650,31,4,31,7,1211,1.11,.536,16.05,96,2.73,8.67,3.17,8.07,4.00,0.88,1,15,26,San Francisco Giants
97,97,929,874,427,163,20,92,705,265,10,828,26,.252,3291,.310,.397,.707,17,74,.813,57,13722,4.11,860.2,51,46,24,38,57,14,393,1.27,3631,2582,97,2,10,8835,.640,26,2,35,5,1307,1.06,.526,15.94,95,2.66,7.37,2.77,8.66,4.47,0.96,4,16,29,St. Louis Cardinals
97,97,832,852,388,137,6,127,799,275,6,762,42,.236,3223,.303,.401,.704,27,89,.767,82,13534,3.78,862.2,50,47,21,37,54,16,362,1.20,3565,2588,97,1,8,8797,.650,42,1,15,7,1292,0.98,.515,15.69,96,2.91,8.34,2.87,7.95,4.05,1.32,2,5,18,Tampa Bay Rays
97,97,836,896,346,128,8,89,772,270,18,736,25,.230,3204,.293,.358,.651,15,63,.808,67,13448,3.28,861.1,48,49,25,42,56,17,314,1.17,3536,2584,97,2,9,8753,.650,25,3,31,4,1147,0.93,.495,15.61,95,2.86,8.07,2.82,7.69,3.62,0.93,1,12,24,Texas Rangers
96,96,694,926,423,140,10,126,854,314,18,769,50,.239,3214,.315,.407,.722,25,56,.691,57,14064,4.16,852.2,55,41,28,45,55,17,394,1.27,3609,2558,96,1,6,8999,.640,50,6,19,5,1307,0.75,.573,16.49,95,2.72,9.01,3.31,8.12,4.46,1.33,2,6,23,Toronto Blue Jays
96,96,705,960,410,149,6,98,811,249,8,803,41,.249,3229,.307,.390,.697,28,70,.714,40,13754,4.07,843.0,47,49,19,33,69,14,381,1.25,3569,2529,96,1,6,8996,.650,41,7,23,8,1258,0.73,.490,16.32,95,3.26,8.66,2.66,8.57,4.38,1.05,0,13,37,Minnesota Twins
