gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
143,143,1042,1479,734,254,17,200,1182,503,21,1228,70,.252,4865,.328,.435,.763,26,112,.812,.188,81,21902,4.79,1269.1,66,77,30,48,53,18,676,1.36,5506,3808,143,0,9,13722,.630,70,7,27,5,2116,0.70,.462,17.25,143,2.35,8.38,3.57,8.71,5.20,1.42,2,15,51,Athletics
143,143,1189,1359,581,259,20,137,1132,411,14,1125,68,.237,4751,.305,.386,.691,26,95,.785,.215,87,20511,3.87,1261.2,64,79,33,55,64,22,542,1.22,5285,3785,143,1,17,13305,.650,68,1,38,5,1835,0.87,.448,16.26,142,2.75,8.08,2.93,8.03,4.14,0.98,1,17,37,Pittsburgh Pirates
142,142,1052,1384,555,182,15,152,1223,470,20,1055,58,.227,4656,.303,.370,.673,24,94,.797,.203,88,20468,3.68,1253.0,77,65,44,59,91,15,513,1.22,5245,3759,142,2,15,13072,.640,58,5,35,8,1723,0.76,.542,16.34,140,2.60,8.78,3.38,7.58,3.99,1.09,3,17,41,San Diego Padres
143,143,1196,1323,633,224,16,170,1211,419,24,1193,64,.246,4857,.311,.403,.714,26,108,.806,.194,95,20746,4.03,1278.2,74,68,36,59,77,23,572,1.26,5408,3836,143,0,9,13517,.650,64,3,46,4,1959,0.90,.521,16.22,142,2.89,8.52,2.95,8.40,4.46,1.20,2,22,44,Seattle Mariners
142,142,1271,1184,588,251,18,123,1196,438,12,1176,59,.246,4774,.315,.384,.699,34,83,.709,.291,95,20571,3.76,1256.2,72,70,35,54,76,19,525,1.28,5325,3770,142,1,6,13270,.650,59,7,44,9,1832,1.07,.507,16.37,141,2.73,8.57,3.14,8.42,4.21,0.88,1,18,35,San Francisco Giants
143,143,1350,1271,659,244,32,148,1055,398,12,1264,42,.259,4876,.318,.413,.731,31,109,.779,.221,96,20187,4.28,1263.2,71,72,37,56,80,19,601,1.32,5385,3791,143,2,12,13000,.640,42,4,47,8,2016,1.06,.497,15.97,141,2.65,7.51,2.83,9.00,4.69,1.05,5,23,41,St. Louis Cardinals
143,143,1169,1232,587,195,8,185,1241,407,10,1114,59,.236,4721,.303,.398,.701,37,136,.786,.214,110,20034,3.86,1260.1,71,71,32,55,79,23,540,1.21,5226,3781,143,1,10,13047,.650,59,6,23,13,1880,0.95,.500,15.90,141,3.05,8.86,2.91,7.96,4.19,1.32,3,9,27,Tampa Bay Rays
143,143,1180,1330,530,200,14,152,1188,418,21,1076,44,.228,4728,.295,.372,.667,21,100,.826,.174,101,20123,3.47,1272.1,73,70,32,59,71,27,490,1.17,5237,3817,143,2,13,13018,.650,44,4,39,6,1760,0.89,.510,15.82,141,2.84,8.40,2.96,7.61,3.75,1.08,1,17,29,Texas Rangers
142,142,1055,1357,646,219,13,190,1257,448,24,1152,68,.242,4770,.313,.412,.725,32,94,.746,.254,84,20791,4.24,1260.0,82,60,39,62,86,23,594,1.27,5339,3780,142,1,7,13297,.640,68,7,29,8,1967,0.78,.577,16.50,141,2.81,8.98,3.20,8.23,4.61,1.36,2,12,39,Toronto Blue Jays
142,142,1047,1421,682,244,11,173,1189,400,15,1257,60,.259,4845,.321,.421,.742,34,111,.766,.234,70,20939,4.58,1249.0,62,80,26,49,84,23,636,1.33,5374,3747,142,1,7,13540,.650,60,8,39,9,2042,0.74,.437,16.76,141,2.97,8.57,2.88,9.06,4.91,1.25,0,17,52,Minnesota Twins
142,142,1178,1199,570,220,14,150,1295,386,8,1177,47,.245,4809,.306,.390,.696,37,83,.692,.308,77,20395,3.81,1260.1,83,59,40,63,71,23,533,1.24,5282,3781,142,2,12,13245,.650,47,4,30,14,1875,0.98,.585,16.18,140,3.35,9.25,2.76,8.40,4.07,1.07,0,13,27,Philadelphia Phillies
143,143,1179,1251,645,226,21,173,1221,474,20,1169,61,.245,4771,.319,.410,.729,34,134,.798,.202,75,21053,4.37,1259.0,64,78,28,48,58,20,612,1.31,5355,3777,143,1,7,13428,.640,61,7,35,16,1956,0.94,.451,16.72,141,2.58,8.73,3.39,8.36,4.61,1.24,0,15,34,Atlanta Braves
143,143,1094,1436,658,260,21,160,1109,530,25,1185,70,.248,4770,.330,.412,.742,28,126,.818,.182,102,21085,4.25,1251.1,54,89,21,42,61,21,591,1.37,5429,3754,143,0,8,13143,.620,70,9,36,16,1967,0.76,.378,16.85,143,2.09,7.98,3.81,8.52,4.73,1.15,5,11,43,Chicago White Sox
142,142,1209,1351,712,253,21,169,1118,445,14,1211,67,.250,4837,.320,.416,.736,20,177,.898,.102,82,20952,4.73,1258.1,65,77,34,54,73,20,661,1.32,5405,3775,142,0,9,13423,.640,67,8,52,3,2013,0.89,.458,16.65,142,2.51,8.00,3.18,8.66,5.09,1.21,4,9,43,Miami Marlins
142,142,1195,1233,606,218,19,153,1265,496,11,1095,51,.231,4750,.308,.381,.689,23,87,.791,.209,85,20929,3.92,1261.2,79,63,36,57,88,21,550,1.26,5340,3785,142,0,10,13282,.630,51,8,46,16,1810,0.97,.556,16.59,142,2.55,9.02,3.54,7.81,4.32,1.09,5,11,27,New York Yankees
143,143,1123,1333,558,204,15,148,1252,470,17,1100,55,.231,4757,.306,.374,.680,26,71,.732,.268,96,20960,3.60,1273.2,88,55,42,61,100,19,510,1.23,5335,3821,143,0,12,13371,.640,55,5,30,6,1778,0.84,.615,16.46,143,2.66,8.85,3.32,7.77,3.94,1.05,2,17,34,Milwaukee Brewers
142,142,1195,1330,725,207,20,198,1113,545,39,1262,43,.261,4835,.338,.435,.773,23,98,.810,.190,129,21153,4.82,1257.0,66,76,33,63,77,30,673,1.44,5489,3771,142,0,7,13442,.640,43,9,56,7,2103,0.90,.465,16.83,142,2.04,7.97,3.90,9.04,5.19,1.42,1,16,49,Los Angeles Angels
143,143,1249,1327,679,287,27,167,1139,443,19,1240,52,.253,4906,.320,.424,.744,22,97,.815,.185,97,20966,4.43,1273.2,72,71,40,66,81,26,627,1.32,5452,3821,143,0,9,13298,.630,52,8,29,9,2082,0.94,.503,16.46,143,2.57,8.05,3.13,8.76,4.80,1.18,2,20,29,Arizona Diamondbacks
142,142,1208,1277,697,224,25,191,1165,454,15,1271,43,.261,4862,.328,.436,.764,24,91,.791,.209,91,20862,4.66,1254.0,66,76,33,51,93,18,649,1.38,5420,3762,142,1,6,13383,.640,43,7,53,9,2118,0.95,.465,16.64,141,2.57,8.36,3.26,9.12,5.00,1.37,2,20,39,Baltimore Orioles
