gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
131,131,959,1362,673,238,14,184,1074,461,20,1128,66,.253,4461,.329,.436,.765,26,109,.807,.193,74,20115,4.78,1163.1,60,71,30,47,51,17,618,1.37,5052,3490,131,0,8,12604,.630,66,7,24,4,1946,0.70,.458,17.29,131,2.33,8.31,3.57,8.73,5.21,1.42,2,14,48,Athletics
131,131,1085,1251,537,242,20,126,1017,377,14,1030,59,.238,4330,.305,.390,.695,22,90,.804,.196,78,18700,3.95,1150.0,56,74,28,49,57,21,505,1.22,4820,3450,131,1,15,12126,.650,59,1,35,5,1690,0.87,.431,16.26,129,2.70,7.96,2.95,8.06,4.20,0.99,1,17,36,Pittsburgh Pirates
130,130,966,1271,483,167,15,130,1118,423,19,943,53,.222,4242,.298,.361,.659,22,81,.786,.214,84,18606,3.50,1150.0,74,56,42,57,88,15,447,1.19,4777,3450,130,2,15,11895,.640,53,4,34,8,1530,0.76,.569,16.18,128,2.64,8.75,3.31,7.38,3.78,1.02,3,17,39,San Diego Padres
130,130,1102,1219,571,200,15,156,1104,393,24,1084,57,.244,4451,.311,.400,.711,25,97,.795,.205,86,19057,3.95,1174.1,69,61,34,54,71,20,515,1.26,4961,3523,130,0,9,12389,.650,57,3,44,3,1782,0.90,.531,16.23,130,2.81,8.46,3.01,8.31,4.38,1.20,2,21,37,Seattle Mariners
130,130,1182,1070,537,230,17,113,1092,407,12,1070,54,.245,4364,.315,.383,.698,29,78,.729,.271,84,18808,3.74,1149.2,62,68,29,47,70,18,478,1.28,4876,3449,130,1,6,12109,.640,54,7,42,7,1673,1.10,.477,16.36,129,2.68,8.55,3.19,8.38,4.20,0.88,1,17,33,San Francisco Giants
130,130,1230,1161,598,214,29,130,951,354,11,1142,37,.258,4428,.316,.407,.723,28,102,.785,.215,83,18343,4.28,1147.2,64,66,32,49,72,17,546,1.30,4880,3443,130,2,12,11810,.640,37,4,42,8,1804,1.06,.492,15.98,128,2.69,7.46,2.78,8.96,4.69,1.02,5,20,36,St. Louis Cardinals
129,129,1082,1115,549,186,8,176,1101,367,9,1029,54,.239,4299,.306,.409,.715,32,125,.796,.204,102,18151,4.03,1141.2,62,67,28,49,71,21,511,1.22,4752,3425,129,1,9,11819,.650,54,5,22,10,1759,0.97,.481,15.90,128,3.00,8.68,2.89,8.11,4.33,1.39,3,6,23,Tampa Bay Rays
131,131,1080,1223,483,178,12,138,1076,390,20,985,43,.228,4319,.297,.371,.668,19,95,.833,.167,91,18425,3.45,1162.1,65,66,30,55,70,25,446,1.18,4798,3487,131,2,12,11901,.650,43,4,37,4,1601,0.88,.496,15.85,129,2.76,8.33,3.02,7.63,3.74,1.07,1,17,28,Texas Rangers
130,130,949,1256,580,197,11,172,1155,416,24,1038,66,.239,4351,.312,.407,.719,29,84,.743,.257,79,18956,4.19,1154.2,76,54,37,58,78,21,537,1.26,4882,3464,130,1,7,12138,.640,66,7,25,7,1773,0.76,.585,16.42,129,2.78,9.00,3.24,8.09,4.52,1.34,2,11,36,Toronto Blue Jays
129,129,949,1291,586,215,11,150,1086,357,15,1113,54,.254,4376,.315,.411,.726,33,105,.761,.239,60,18837,4.32,1137.0,59,70,24,42,78,18,546,1.29,4850,3411,129,1,7,12214,.650,54,7,36,9,1800,0.74,.457,16.57,128,3.04,8.60,2.83,8.81,4.64,1.19,0,16,47,Minnesota Twins
129,129,1064,1095,514,197,13,141,1187,345,7,1064,41,.243,4374,.303,.391,.694,33,77,.700,.300,65,18475,3.76,1146.1,75,54,35,55,64,20,479,1.23,4796,3439,129,2,11,12022,.650,41,3,28,13,1710,0.97,.581,16.12,127,3.44,9.32,2.71,8.35,4.04,1.11,0,12,24,Philadelphia Phillies
129,129,1071,1121,588,211,17,154,1120,433,19,1064,53,.246,4328,.320,.409,.729,31,120,.795,.205,71,19134,4.39,1142.2,58,71,25,41,55,16,558,1.31,4862,3428,129,1,7,12215,.640,53,7,33,14,1771,0.96,.450,16.75,128,2.59,8.82,3.41,8.38,4.63,1.21,0,15,33,Atlanta Braves
129,129,1002,1278,584,232,19,144,984,473,24,1068,67,.249,4285,.331,.413,.744,26,114,.814,.186,94,18865,4.19,1124.1,46,83,17,36,55,19,524,1.37,4876,3373,129,0,6,11780,.620,67,7,33,15,1770,0.78,.357,16.78,129,2.08,7.88,3.79,8.55,4.67,1.15,4,10,37,Chicago White Sox
129,129,1104,1226,623,227,19,140,1013,397,14,1089,59,.249,4382,.317,.405,.722,19,158,.893,.107,79,18935,4.51,1145.1,60,69,30,49,67,19,574,1.30,4892,3436,129,0,9,12137,.640,59,5,48,3,1774,0.90,.465,16.53,129,2.55,7.96,3.12,8.56,4.90,1.10,4,9,41,Miami Marlins
129,129,1087,1123,563,196,19,144,1147,453,11,995,45,.231,4316,.309,.385,.694,22,85,.794,.206,76,18991,4.03,1144.2,69,60,34,53,77,19,513,1.26,4855,3434,129,0,10,12041,.630,45,6,39,15,1661,0.97,.535,16.59,129,2.53,9.02,3.56,7.82,4.43,1.13,5,11,25,New York Yankees
130,130,1031,1216,503,180,13,141,1129,436,16,987,46,.229,4316,.304,.374,.678,25,67,.728,.272,82,19029,3.57,1157.2,81,49,37,53,89,16,459,1.23,4847,3473,130,0,12,12102,.640,46,5,29,6,1616,0.85,.623,16.44,130,2.59,8.78,3.39,7.67,3.91,1.10,2,17,30,Milwaukee Brewers
129,129,1086,1204,648,185,19,179,1021,492,38,1147,36,.261,4401,.337,.433,.770,21,90,.811,.189,116,19245,4.72,1145.0,61,68,30,58,68,28,600,1.43,4987,3435,129,0,5,12267,.640,36,8,49,6,1907,0.90,.473,16.81,129,2.08,8.03,3.87,9.02,5.09,1.41,1,14,43,Los Angeles Angels
130,130,1130,1207,629,267,22,157,1040,405,19,1130,52,.253,4464,.321,.428,.749,22,90,.804,.196,89,18975,4.51,1158.0,64,66,35,60,66,25,580,1.33,4966,3474,130,0,7,12047,.630,52,8,25,9,1912,0.94,.492,16.39,130,2.57,8.08,3.15,8.78,4.89,1.22,2,18,25,Arizona Diamondbacks
129,129,1094,1164,637,208,22,175,1055,419,14,1155,40,.261,4418,.329,.437,.766,21,84,.800,.200,80,18987,4.72,1139.0,59,70,30,47,86,17,597,1.38,4929,3417,129,1,6,12163,.640,40,6,49,9,1932,0.94,.457,16.67,128,2.52,8.34,3.31,9.13,5.03,1.38,2,16,34,Baltimore Orioles
130,130,1153,1157,546,165,8,131,1068,428,15,1074,62,.244,4406,.317,.374,.691,35,106,.752,.248,92,19017,3.69,1165.0,71,59,35,58,69,23,478,1.29,4950,3495,130,2,8,12224,.640,62,5,38,2,1648,1.00,.546,16.32,128,2.50,8.25,3.31,8.30,4.22,1.01,8,13,33,Boston Red Sox
130,130,1035,1315,519,181,13,158,993,339,8,1043,41,.241,4335,.300,.398,.698,28,64,.696,.304,88,18213,3.77,1154.2,75,55,34,49,86,15,484,1.20,4768,3464,130,0,13,11945,.660,41,0,23,18,1724,0.79,.577,15.77,130,2.93,7.74,2.64,8.13,4.05,1.23,2,19,32,Chicago Cubs
130,130,1001,1287,544,225,14,145,1090,402,10,1022,49,.235,4346,.305,.393,.698,26,90,.776,.224,69,19058,3.82,1151.2,67,63,31,50,83,19,489,1.24,4854,3455,130,3,7,12237,.640,49,2,37,8,1710,0.78,.515,16.55,127,2.71,8.52,3.14,7.99,4.25,1.13,3,22,32,Cincinnati Reds
128,128,1012,1225,546,196,18,139,1065,449,17,1041,43,.243,4290,.318,.394,.712,34,88,.721,.279,72,18968,3.92,1138.0,64,64,37,55,90,18,496,1.31,4836,3414,128,1,10,12060,.640,43,7,39,13,1690,0.83,.500,16.67,127,2.37,8.42,3.55,8.23,4.32,1.10,1,16,37,Cleveland Guardians
131,131,1191,1221,836,280,28,190,866,451,16,1378,50,.300,4595,.365,.497,.862,29,112,.794,.206,111,19382,6.00,1136.1,37,93,25,46,50,21,758,1.61,5160,3409,131,0,2,12225,.630,50,6,53,7,2284,0.98,.285,17.06,130,1.92,6.86,3.57,10.91,6.62,1.50,3,14,47,Colorado Rockies
131,131,1113,1152,533,189,16,144,1116,379,12,1037,51,.237,4372,.304,.387,.691,29,65,.691,.309,93,18757,3.75,1163.1,78,53,35,51,61,16,485,1.22,4852,3490,131,1,14,12143,.650,51,1,36,7,1690,0.97,.595,16.12,130,2.94,8.63,2.93,8.02,4.12,1.11,4,15,31,Detroit Tigers
130,130,987,1173,538,205,15,156,1223,405,7,1018,53,.234,4345,.305,.396,.701,20,131,.868,.132,73,18948,3.91,1158.2,72,58,38,52,75,14,504,1.23,4862,3476,130,3,9,12081,.640,53,4,33,8,1721,0.84,.554,16.35,127,3.02,9.50,3.15,7.91,4.18,1.21,3,21,35,Houston Astros
130,130,1101,1239,501,197,21,132,1018,390,16,1051,36,.240,4374,.306,.385,.691,20,35,.636,.364,92,18709,3.61,1156.0,66,64,38,55,71,17,464,1.25,4836,3468,130,0,10,11988,.640,36,2,40,9,1686,0.89,.508,16.18,130,2.61,7.93,3.04,8.18,3.90,1.03,1,15,20,Kansas City Royals
130,130,1062,1150,580,211,24,152,1140,443,23,1064,56,.244,4357,.319,.408,.727,34,89,.724,.276,74,19233,4.16,1153.2,73,57,36,57,100,21,533,1.31,4915,3461,130,0,6,12208,.630,56,5,51,9,1779,0.92,.562,16.67,130,2.57,8.89,3.46,8.30,4.52,1.19,0,19,40,Los Angeles Dodgers
129,129,1070,1243,707,218,26,164,979,436,4,1196,75,.270,4423,.343,.443,.786,36,85,.702,.298,88,19319,5.32,1133.1,53,76,26,41,56,15,670,1.44,4999,3400,129,0,8,12286,.640,75,4,55,6,1958,0.86,.411,17.05,129,2.25,7.77,3.46,9.50,5.61,1.30,0,18,47,Washington Nationals
129,129,1143,1086,542,200,19,118,1104,457,6,1040,62,.240,4330,.319,.377,.696,30,58,.659,.341,81,19368,3.82,1143.0,69,60,36,58,80,22,485,1.31,4897,3429,129,1,7,12234,.630,62,4,47,5,1632,1.05,.535,16.94,128,2.42,8.69,3.60,8.19,4.27,0.93,5,12,31,New York Mets
