gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
79,79,579,849,459,156,9,115,629,299,11,754,45,.272,2770,.349,.460,.809,12,71,.855,42,12350,5.45,702.0,32,47,16,32,37,16,425,1.50,3156,2106,79,0,4,7726,.630,45,5,15,4,1273,0.68,.405,17.59,79,2.10,8.06,3.83,9.67,5.88,1.47,1,8,33,Athletics
78,78,687,745,315,140,13,67,580,235,11,599,28,.233,2576,.301,.375,.676,15,63,.808,55,11110,3.82,692.1,30,48,16,30,39,14,294,1.20,2874,2077,78,1,7,7164,.640,28,1,22,3,966,0.92,.385,16.05,77,2.47,7.54,3.05,7.79,4.09,0.87,0,9,26,Pittsburgh Pirates
76,76,564,747,298,104,8,76,659,254,8,568,32,.227,2504,.303,.366,.669,11,47,.810,47,10978,3.60,672.2,41,35,25,34,50,9,269,1.22,2826,2018,76,2,12,6970,.630,32,3,20,3,916,0.76,.539,16.32,74,2.59,8.82,3.40,7.60,3.99,1.02,2,10,24,San Diego Padres
75,75,646,711,329,114,10,91,610,231,14,643,29,.250,2576,.316,.408,.724,13,53,.803,60,11020,3.96,678.0,38,37,19,31,37,12,298,1.29,2871,2034,75,0,3,7122,.650,29,1,22,2,1050,0.91,.507,16.25,75,2.64,8.10,3.07,8.54,4.37,1.21,1,13,21,Seattle Mariners
77,77,702,618,281,110,15,59,660,239,9,587,24,.231,2537,.301,.356,.657,23,44,.657,43,10815,3.25,680.2,43,34,23,35,56,12,246,1.21,2831,2042,77,0,4,6959,.640,24,2,25,6,904,1.14,.558,15.89,77,2.76,8.73,3.16,7.76,3.72,0.78,1,10,20,San Francisco Giants
77,77,744,692,328,129,18,63,559,210,9,658,24,.252,2616,.310,.387,.697,15,62,.805,47,10891,3.94,685.2,42,35,19,31,46,12,300,1.27,2890,2057,77,1,8,7025,.650,24,2,26,3,1012,1.08,.545,15.88,76,2.66,7.34,2.76,8.64,4.31,0.83,3,12,25,St. Louis Cardinals
78,78,673,692,293,95,3,101,629,211,6,604,32,.234,2582,.298,.390,.688,21,68,.764,72,10830,3.52,693.1,43,34,17,27,46,10,271,1.18,2844,2080,78,1,6,7053,.650,32,1,9,5,1008,0.97,.558,15.62,76,2.98,8.16,2.74,7.84,3.80,1.31,2,3,14,Tampa Bay Rays
77,77,655,704,258,96,7,66,602,211,7,554,20,.222,2491,.287,.346,.633,14,56,.800,50,10540,3.16,674.0,38,39,21,33,50,12,237,1.14,2747,2022,77,2,7,6832,.650,20,3,26,4,862,0.93,.494,15.64,75,2.85,8.04,2.82,7.40,3.45,0.88,1,8,16,Texas Rangers
76,76,562,721,336,107,8,103,678,236,8,605,38,.238,2544,.310,.408,.718,21,41,.661,40,11084,4.22,676.2,41,35,23,34,39,11,317,1.24,2840,2030,76,0,4,7108,.640,38,5,16,5,1037,0.78,.539,16.38,76,2.87,9.02,3.14,8.05,4.47,1.37,0,3,19,Toronto Blue Jays
76,76,558,745,329,124,3,77,654,208,5,625,34,.245,2548,.308,.387,.695,22,57,.722,32,11019,4.11,666.0,37,39,14,27,50,13,304,1.25,2824,1998,76,1,5,7155,.650,34,7,18,7,986,0.75,.487,16.55,75,3.14,8.84,2.81,8.45,4.45,1.04,0,9,25,Minnesota Twins
77,77,640,665,327,126,10,84,708,228,6,659,22,.249,2646,.312,.399,.711,22,55,.714,41,11380,3.93,690.0,46,31,24,40,37,16,301,1.29,2922,2070,77,0,6,7383,.650,22,1,21,8,1057,0.96,.597,16.49,77,3.11,9.23,2.97,8.60,4.27,1.10,0,8,18,Philadelphia Phillies
75,75,628,602,289,118,9,80,683,242,10,565,31,.230,2454,.306,.383,.689,22,68,.756,43,10836,3.65,663.1,35,40,10,22,29,12,269,1.22,2751,1990,75,1,5,6981,.640,31,5,19,9,941,1.04,.467,16.34,74,2.82,9.27,3.28,7.67,3.92,1.09,0,9,15,Atlanta Braves
