gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
134,134,977,1394,693,243,14,189,1103,476,20,1156,67,.253,4568,.329,.437,.766,26,111,.810,.190,75,20581,4.82,1190.1,62,72,30,47,51,17,637,1.37,5175,3571,134,0,8,12902,.630,67,7,26,4,1994,0.70,.463,17.29,134,2.32,8.34,3.60,8.74,5.24,1.43,2,14,48,Athletics
133,133,1103,1275,547,246,20,128,1047,381,14,1046,61,.237,4417,.304,.388,.692,22,90,.804,.196,79,19070,3.95,1173.2,58,75,28,49,57,21,515,1.22,4914,3521,133,1,16,12377,.650,61,1,36,5,1716,0.87,.436,16.25,132,2.75,8.03,2.92,8.02,4.19,0.98,1,17,37,Pittsburgh Pirates
133,133,983,1305,506,170,15,138,1145,434,19,970,54,.223,4346,.299,.364,.663,22,81,.786,.214,85,19078,3.59,1176.0,75,58,43,58,90,15,469,1.19,4894,3528,133,2,15,12194,.640,54,4,34,8,1584,0.75,.564,16.22,131,2.64,8.76,3.32,7.42,3.87,1.06,3,17,40,San Diego Padres
133,133,1129,1236,588,206,15,162,1137,402,24,1113,59,.244,4556,.311,.403,.714,25,98,.797,.203,91,19504,3.98,1201.1,71,62,34,55,71,21,531,1.26,5078,3604,133,0,9,12691,.650,59,3,45,3,1835,0.91,.534,16.24,133,2.83,8.52,3.01,8.34,4.41,1.21,2,22,37,Seattle Mariners
132,132,1194,1097,542,235,17,114,1105,413,12,1087,54,.245,4433,.315,.383,.698,30,80,.727,.273,85,19089,3.72,1167.2,64,68,31,49,72,18,483,1.28,4951,3503,132,1,6,12286,.640,54,7,42,8,1698,1.09,.485,16.35,131,2.68,8.52,3.18,8.38,4.18,0.88,1,17,33,San Francisco Giants
133,133,1254,1182,619,221,30,135,981,365,11,1170,38,.258,4529,.316,.410,.726,29,107,.787,.213,86,18794,4.33,1173.2,65,68,32,50,74,18,565,1.31,4995,3521,133,2,12,12095,.640,38,4,43,8,1856,1.06,.489,16.01,131,2.69,7.52,2.80,8.97,4.75,1.04,5,20,38,St. Louis Cardinals
132,132,1102,1142,554,186,8,176,1131,375,9,1039,54,.237,4385,.303,.403,.706,34,125,.786,.214,102,18534,3.97,1167.2,64,68,28,49,71,21,515,1.21,4847,3503,132,1,10,12070,.650,54,5,23,11,1769,0.96,.485,15.87,131,3.02,8.72,2.89,8.01,4.27,1.36,3,6,24,Tampa Bay Rays
134,134,1102,1248,490,180,12,142,1106,397,20,1003,43,.227,4414,.296,.370,.666,19,97,.836,.164,94,18818,3.43,1189.1,67,67,30,55,70,25,453,1.18,4900,3568,134,2,13,12161,.650,43,4,38,5,1633,0.88,.500,15.82,132,2.79,8.37,3.00,7.59,3.71,1.07,1,17,28,Texas Rangers
133,133,975,1282,596,198,12,178,1178,427,24,1062,68,.239,4448,.313,.409,.722,30,86,.741,.259,79,19394,4.22,1180.2,77,56,37,59,81,22,553,1.26,4994,3542,133,1,7,12415,.640,68,7,26,7,1818,0.76,.579,16.43,132,2.76,8.98,3.25,8.10,4.54,1.36,2,12,37,Toronto Blue Jays
132,132,971,1321,609,220,11,155,1104,364,15,1149,55,.256,4480,.317,.414,.731,34,108,.761,.239,65,19292,4.40,1162.0,60,72,25,43,78,18,568,1.30,4964,3486,132,1,7,12503,.650,55,7,37,9,1856,0.74,.455,16.60,131,3.03,8.55,2.82,8.90,4.72,1.20,0,16,49,Minnesota Twins
