gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
126,126,920,1306,661,231,14,178,1035,447,20,1098,65,.255,4298,.331,.440,.771,25,106,.809,.191,73,19375,4.89,1117.1,56,70,26,43,50,17,607,1.38,4873,3352,126,0,8,12133,.630,65,7,23,4,1891,0.70,.444,17.34,126,2.32,8.34,3.60,8.84,5.32,1.43,2,13,48,Athletics
125,125,1045,1206,526,237,20,122,964,369,14,1000,53,.240,4162,.308,.395,.703,21,85,.802,.198,74,17987,4.03,1102.0,52,73,25,46,54,21,494,1.24,4638,3306,125,1,14,11643,.650,53,1,34,4,1643,0.87,.416,16.32,124,2.61,7.87,3.01,8.17,4.30,1.00,1,17,36,Pittsburgh Pirates
124,124,919,1215,471,162,14,121,1064,405,19,915,51,.226,4057,.301,.362,.663,22,80,.784,.216,79,17773,3.57,1096.0,69,55,40,55,84,15,435,1.20,4572,3288,124,2,15,11359,.640,51,4,34,8,1468,0.76,.556,16.22,122,2.63,8.74,3.33,7.51,3.87,0.99,3,17,39,San Diego Padres
125,125,1050,1177,538,190,14,146,1071,375,23,1025,56,.240,4268,.308,.394,.702,25,89,.781,.219,83,18295,3.85,1131.1,68,57,33,53,69,20,484,1.24,4755,3394,125,0,9,11893,.650,56,3,42,3,1681,0.89,.544,16.17,125,2.86,8.52,2.98,8.15,4.28,1.16,1,20,35,Seattle Mariners
124,124,1132,1016,507,216,17,107,1048,391,11,1020,46,.245,4168,.314,.382,.696,28,75,.728,.272,80,17893,3.70,1099.0,60,64,28,46,69,18,452,1.28,4654,3297,124,1,6,11513,.640,46,6,39,7,1591,1.11,.484,16.28,123,2.68,8.58,3.20,8.35,4.15,0.88,1,16,32,San Francisco Giants
125,125,1181,1128,571,206,28,123,910,335,11,1095,33,.257,4259,.314,.405,.719,25,94,.790,.210,79,17630,4.24,1104.2,61,64,30,47,67,17,521,1.29,4687,3314,125,2,12,11348,.640,33,3,41,6,1726,1.05,.488,15.96,123,2.72,7.41,2.73,8.92,4.65,1.00,5,20,35,St. Louis Cardinals
125,125,1041,1087,517,181,8,159,1064,354,9,985,52,.237,4149,.304,.400,.704,30,121,.801,.199,98,17527,3.92,1104.2,61,64,28,49,69,21,481,1.21,4587,3314,125,1,9,11408,.650,52,5,21,9,1659,0.96,.488,15.87,124,3.01,8.67,2.88,8.03,4.21,1.30,3,6,23,Tampa Bay Rays
125,125,1039,1170,462,170,12,129,1021,371,19,944,39,.228,4132,.296,.369,.665,18,93,.838,.162,89,17580,3.44,1111.1,62,63,30,54,70,24,425,1.18,4585,3334,125,2,11,11368,.650,39,4,35,4,1525,0.89,.496,15.82,123,2.75,8.27,3.00,7.64,3.74,1.04,1,15,27,Texas Rangers
125,125,906,1217,562,189,11,170,1103,398,23,1002,64,.239,4184,.313,.412,.725,29,77,.726,.274,73,18192,4.25,1108.2,73,52,35,54,75,19,524,1.26,4692,3326,125,1,7,11654,.640,64,7,23,7,1723,0.74,.584,16.41,124,2.77,8.95,3.23,8.13,4.56,1.38,2,10,34,Toronto Blue Jays
124,124,911,1241,554,203,11,143,1045,337,13,1062,52,.253,4198,.313,.409,.722,33,101,.754,.246,55,18052,4.24,1092.0,58,66,23,41,78,18,515,1.28,4648,3276,124,1,7,11712,.650,52,7,35,9,1716,0.73,.468,16.53,123,3.10,8.61,2.78,8.75,4.57,1.18,0,16,45,Minnesota Twins
124,124,1031,1063,492,183,13,134,1120,334,7,1026,39,.244,4205,.304,.389,.693,31,76,.710,.290,64,17768,3.75,1101.1,71,53,33,51,58,18,459,1.23,4613,3304,124,2,11,11555,.650,39,3,27,10,1637,0.97,.573,16.13,122,3.35,9.15,2.73,8.38,4.02,1.10,0,11,24,Philadelphia Phillies
124,124,1027,1068,544,200,16,142,1087,414,19,998,52,.241,4135,.316,.400,.716,30,114,.792,.208,66,18314,4.22,1097.2,56,68,23,39,54,16,515,1.29,4646,3293,124,1,6,11684,.640,52,7,32,14,1656,0.96,.452,16.68,123,2.63,8.91,3.39,8.18,4.46,1.16,0,14,31,Atlanta Braves
124,124,954,1236,551,227,19,135,946,455,22,1017,64,.248,4107,.329,.411,.740,26,108,.806,.194,91,18107,4.14,1081.1,44,80,17,35,53,18,498,1.36,4676,3244,124,0,6,11306,.620,64,7,32,14,1687,0.77,.355,16.75,124,2.08,7.87,3.79,8.46,4.59,1.12,4,9,37,Chicago White Sox
124,124,1046,1178,594,220,19,136,976,381,12,1043,56,.248,4198,.317,.407,.724,19,153,.890,.110,72,18129,4.54,1097.1,59,65,30,49,66,19,554,1.30,4684,3292,124,0,9,11595,.640,56,5,43,3,1709,0.89,.476,16.52,124,2.56,8.00,3.12,8.55,4.87,1.12,4,7,38,Miami Marlins
124,124,1032,1085,537,185,18,140,1104,429,10,948,41,.229,4136,.306,.384,.690,21,77,.786,.214,73,18179,4.02,1098.2,67,57,33,50,76,17,491,1.25,4644,3296,124,0,10,11528,.630,41,4,37,14,1589,0.95,.540,16.55,124,2.57,9.04,3.51,7.77,4.40,1.15,5,11,22,New York Yankees
123,123,977,1153,477,172,12,134,1069,407,16,944,44,.230,4097,.305,.376,.681,23,62,.729,.271,79,18014,3.59,1097.2,78,45,36,50,85,14,438,1.23,4596,3293,123,0,11,11462,.640,44,5,27,6,1542,0.85,.634,16.41,123,2.63,8.76,3.34,7.74,3.91,1.10,2,17,29,Milwaukee Brewers
124,124,1050,1150,622,174,16,172,984,477,38,1099,34,.260,4231,.337,.430,.767,19,90,.826,.174,112,18551,4.70,1100.0,60,64,29,57,68,28,574,1.43,4795,3300,124,0,5,11821,.640,34,8,48,5,1821,0.91,.484,16.86,124,2.06,8.05,3.90,8.99,5.09,1.41,1,14,38,Los Angeles Angels
