gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
132,132,963,1377,684,240,14,186,1079,467,20,1137,67,.253,4494,.329,.437,.766,26,110,.809,.191,74,20249,4.83,1171.1,60,72,30,47,51,17,629,1.37,5092,3514,132,0,8,12692,.630,67,7,24,4,1963,0.70,.455,17.29,132,2.31,8.29,3.59,8.74,5.26,1.43,2,14,48,Athletics
131,131,1088,1261,537,244,20,126,1023,378,14,1032,59,.237,4351,.305,.389,.694,22,90,.804,.196,78,18789,3.93,1156.0,57,74,28,49,57,21,505,1.22,4842,3468,131,1,16,12183,.650,59,1,35,5,1694,0.86,.435,16.25,130,2.71,7.96,2.94,8.03,4.18,0.98,1,17,36,Pittsburgh Pirates
131,131,972,1283,491,168,15,134,1127,427,19,952,53,.223,4277,.299,.363,.662,22,81,.786,.214,84,18770,3.53,1159.0,74,57,42,57,88,15,455,1.19,4817,3477,131,2,15,11996,.640,53,4,34,8,1552,0.76,.565,16.19,129,2.64,8.75,3.32,7.39,3.81,1.04,3,17,40,San Diego Padres
131,131,1112,1220,575,201,15,157,1119,397,24,1091,58,.243,4484,.311,.400,.711,25,97,.795,.205,87,19202,3.95,1183.1,70,61,34,54,71,20,519,1.26,4999,3550,131,0,9,12485,.650,58,3,45,3,1793,0.91,.534,16.23,131,2.82,8.51,3.02,8.30,4.37,1.19,2,21,37,Seattle Mariners
131,131,1188,1086,540,233,17,114,1095,411,12,1079,54,.245,4398,.315,.384,.699,30,79,.725,.275,85,18944,3.74,1158.2,63,68,30,48,70,18,481,1.29,4914,3476,131,1,6,12192,.640,54,7,42,8,1688,1.09,.481,16.35,130,2.66,8.51,3.19,8.38,4.19,0.89,1,17,33,San Francisco Giants
131,131,1237,1168,605,215,30,132,960,359,11,1150,37,.258,4459,.316,.408,.724,29,106,.785,.215,83,18476,4.31,1155.2,64,67,32,49,72,17,553,1.31,4916,3467,131,2,12,11894,.640,37,4,42,8,1821,1.06,.489,15.99,129,2.67,7.48,2.80,8.96,4.71,1.03,5,20,36,St. Louis Cardinals
130,130,1089,1127,551,186,8,176,1109,370,9,1034,54,.239,4331,.305,.407,.712,33,125,.791,.209,102,18291,4.00,1150.2,63,67,28,49,71,21,512,1.22,4787,3452,130,1,9,11905,.650,54,5,23,10,1764,0.97,.485,15.90,129,3.00,8.67,2.89,8.09,4.31,1.38,3,6,23,Tampa Bay Rays
132,132,1086,1233,483,178,12,138,1085,392,20,990,43,.228,4349,.296,.369,.665,19,95,.833,.167,92,18540,3.43,1171.1,66,66,30,55,70,25,446,1.18,4830,3514,132,2,13,11980,.650,43,4,38,5,1606,0.88,.500,15.83,130,2.77,8.34,3.01,7.61,3.71,1.06,1,17,28,Texas Rangers
131,131,957,1263,585,198,12,173,1163,418,24,1048,66,.239,4384,.312,.408,.720,30,85,.739,.261,79,19088,4.20,1162.2,76,55,37,58,78,21,542,1.26,4917,3488,131,1,7,12224,.640,66,7,26,7,1789,0.76,.580,16.42,130,2.78,9.00,3.24,8.11,4.53,1.34,2,11,36,Toronto Blue Jays
130,130,958,1302,594,215,11,151,1090,358,15,1125,54,.255,4412,.316,.411,.727,33,105,.761,.239,61,18971,4.35,1145.0,59,71,24,42,78,18,553,1.30,4887,3435,130,1,7,12298,.650,54,7,37,9,1815,0.74,.454,16.57,129,3.04,8.57,2.81,8.84,4.67,1.19,0,16,47,Minnesota Twins
130,130,1071,1102,516,198,13,142,1199,347,7,1069,41,.243,4405,.302,.390,.692,33,77,.700,.300,66,18603,3.75,1155.1,76,54,36,56,65,20,481,1.23,4829,3466,130,2,11,12108,.650,41,3,28,13,1719,0.97,.585,16.10,128,3.46,9.34,2.70,8.33,4.02,1.11,0,12,24,Philadelphia Phillies
130,130,1081,1131,591,211,17,155,1127,438,19,1070,55,.245,4361,.320,.408,.728,31,122,.797,.203,71,19288,4.38,1151.2,59,71,26,42,55,16,561,1.31,4902,3455,130,1,7,12307,.640,55,7,34,14,1780,0.96,.454,16.75,129,2.57,8.81,3.42,8.36,4.62,1.21,0,15,33,Atlanta Braves
