gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
80,80,587,858,462,158,9,115,638,301,11,762,45,.272,2803,.348,.458,.806,12,72,.857,43,12486,5.42,711.0,32,48,16,32,37,16,428,1.50,3192,2133,80,0,4,7809,.630,45,5,15,4,1283,0.68,.400,17.56,80,2.12,8.08,3.81,9.65,5.85,1.46,1,9,33,Athletics
80,80,705,764,322,141,13,68,593,242,11,614,29,.233,2640,.301,.373,.674,16,63,.797,57,11381,3.81,710.1,32,48,17,32,40,15,301,1.21,2947,2131,80,1,7,7341,.650,29,1,23,3,985,0.92,.400,16.02,79,2.45,7.51,3.07,7.78,4.08,0.86,0,9,27,Pittsburgh Pirates
78,78,577,769,310,107,8,79,676,259,8,590,32,.229,2577,.305,.369,.674,12,51,.810,48,11266,3.65,690.2,42,36,25,34,50,9,280,1.23,2905,2072,78,2,12,7165,.640,32,3,20,3,950,0.75,.538,16.31,76,2.61,8.81,3.38,7.69,4.04,1.03,2,10,25,San Diego Padres
77,77,657,734,337,115,10,97,630,233,14,660,30,.249,2647,.315,.410,.725,14,54,.794,60,11303,3.96,696.0,40,37,19,31,38,12,306,1.28,2945,2088,77,0,3,7313,.650,30,1,23,2,1086,0.90,.519,16.24,77,2.70,8.15,3.01,8.53,4.36,1.25,1,13,21,Seattle Mariners
78,78,707,627,286,112,15,62,671,242,9,599,24,.233,2574,.302,.360,.662,24,44,.647,43,10976,3.26,689.2,44,34,23,35,57,12,250,1.22,2871,2069,78,0,4,7068,.640,24,2,25,7,927,1.13,.564,15.91,78,2.77,8.76,3.16,7.82,3.73,0.81,1,10,20,San Francisco Giants
79,79,762,711,334,134,18,64,574,213,9,671,24,.250,2679,.309,.386,.695,15,63,.808,49,11156,3.90,703.2,43,36,19,31,46,12,305,1.26,2958,2111,79,1,8,7189,.640,24,2,26,3,1033,1.07,.544,15.85,78,2.69,7.34,2.72,8.58,4.27,0.82,3,12,27,St. Louis Cardinals
78,78,679,697,301,97,4,103,634,214,6,613,33,.235,2606,.300,.394,.694,21,69,.767,73,10935,3.59,699.1,43,35,17,27,46,10,279,1.18,2873,2098,78,1,6,7125,.650,33,1,10,5,1027,0.97,.551,15.64,77,2.96,8.16,2.75,7.89,3.87,1.33,2,3,15,Tampa Bay Rays
79,79,666,728,272,104,7,67,614,216,8,580,21,.226,2562,.290,.351,.641,14,56,.800,51,10823,3.27,690.0,38,41,21,33,50,12,251,1.15,2826,2070,79,2,7,7017,.650,21,3,26,4,899,0.91,.481,15.69,77,2.84,8.01,2.82,7.57,3.55,0.87,1,8,18,Texas Rangers
77,77,569,728,340,108,8,103,690,241,8,611,38,.237,2576,.310,.405,.715,22,41,.651,41,11240,4.17,685.2,41,36,23,35,40,12,318,1.24,2877,2057,77,0,4,7205,.640,38,5,16,5,1044,0.78,.532,16.39,77,2.86,9.06,3.16,8.02,4.46,1.35,0,3,19,Toronto Blue Jays
78,78,574,764,349,128,3,83,671,211,5,654,35,.249,2627,.310,.395,.705,22,59,.728,34,11316,4.26,684.0,37,41,14,27,50,13,324,1.26,2909,2052,78,1,5,7364,.650,35,7,20,7,1037,0.75,.474,16.54,77,3.18,8.83,2.78,8.61,4.59,1.09,0,9,27,Minnesota Twins
