gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
89,89,639,951,504,166,11,129,697,333,17,823,49,.268,3067,.346,.456,.802,15,79,.840,49,13718,5.32,782.0,36,52,20,37,38,17,462,1.48,3494,2346,89,0,6,8552,.620,49,6,20,4,1398,0.67,.409,17.54,88,2.09,8.02,3.83,9.47,5.80,1.48,2,9,34,Athletics
88,88,767,830,339,153,13,73,645,261,11,666,32,.232,2872,.300,.370,.670,17,66,.795,63,12418,3.68,772.1,37,50,18,33,43,15,316,1.20,3201,2317,88,1,9,8008,.640,32,1,24,3,1064,0.92,.425,16.08,86,2.47,7.52,3.04,7.76,3.95,0.85,0,9,27,Pittsburgh Pirates
84,84,621,820,332,112,8,83,731,277,8,634,33,.229,2769,.304,.365,.669,12,55,.821,50,12102,3.65,742.0,45,39,28,39,56,11,301,1.23,3118,2226,84,2,13,7713,.640,33,3,24,5,1011,0.76,.536,16.31,82,2.64,8.87,3.36,7.69,4.03,1.01,2,11,26,San Diego Padres
85,85,732,822,375,131,10,105,692,264,18,721,37,.246,2929,.314,.405,.719,15,58,.795,65,12540,3.93,772.1,44,41,20,35,39,15,337,1.28,3269,2317,85,0,3,8123,.650,37,2,26,2,1187,0.89,.518,16.24,85,2.62,8.06,3.08,8.40,4.37,1.22,1,15,23,Seattle Mariners
86,86,774,701,329,128,15,71,732,269,9,676,27,.237,2847,.307,.368,.675,24,46,.657,47,12148,3.42,758.2,45,41,24,37,61,13,288,1.25,3180,2276,86,0,4,7820,.640,27,4,27,7,1047,1.10,.523,16.01,86,2.72,8.68,3.19,8.02,3.90,0.84,1,14,22,San Francisco Giants
88,88,832,790,366,142,19,73,632,238,10,734,24,.249,2947,.308,.384,.692,17,69,.802,52,12260,3.92,774.2,47,40,21,33,50,12,337,1.25,3253,2324,88,2,10,7878,.640,24,2,29,5,1133,1.05,.540,15.83,85,2.66,7.34,2.77,8.53,4.25,0.85,3,13,28,St. Louis Cardinals
87,87,752,763,344,117,6,114,708,238,6,682,36,.236,2884,.301,.400,.701,24,75,.758,78,12069,3.74,772.2,47,39,19,30,49,11,321,1.19,3182,2318,87,1,8,7863,.650,36,1,14,6,1153,0.99,.547,15.62,85,2.97,8.25,2.77,7.94,4.01,1.33,2,4,18,Tampa Bay Rays
86,86,736,804,304,113,7,75,679,237,14,642,24,.227,2831,.290,.351,.641,15,58,.795,59,11878,3.27,763.0,42,44,23,36,50,13,277,1.15,3123,2289,86,2,8,7726,.650,24,3,29,4,994,0.92,.488,15.57,84,2.86,8.01,2.80,7.57,3.59,0.88,1,11,19,Texas Rangers
85,85,618,821,378,124,9,113,754,275,12,677,42,.238,2843,.312,.407,.719,23,47,.671,50,12426,4.20,756.2,47,38,25,39,48,14,353,1.26,3187,2270,85,0,6,7966,.640,42,5,17,5,1158,0.75,.553,16.42,85,2.74,8.97,3.27,8.05,4.50,1.34,0,5,22,Toronto Blue Jays
85,85,631,829,372,134,6,90,729,224,7,709,41,.248,2855,.309,.394,.703,23,61,.726,36,12253,4.19,744.0,40,45,16,29,54,13,346,1.25,3163,2232,85,1,6,7985,.650,41,7,20,7,1125,0.76,.471,16.47,84,3.25,8.82,2.71,8.58,4.50,1.09,0,11,32,Minnesota Twins
85,85,694,731,340,135,10,89,785,244,6,714,25,.246,2898,.309,.392,.701,23,56,.709,45,12421,3.72,758.0,50,35,26,42,38,16,313,1.26,3193,2274,85,0,8,8073,.650,25,1,24,8,1136,0.95,.588,16.39,85,3.22,9.32,2.90,8.48,4.04,1.06,0,8,18,Philadelphia Phillies
84,84,703,678,331,135,10,90,763,271,10,646,34,.234,2759,.308,.388,.696,22,74,.771,47,12173,3.75,741.1,38,46,12,24,32,12,309,1.24,3095,2224,84,1,5,7844,.640,34,5,21,9,1071,1.04,.452,16.42,83,2.82,9.26,3.29,7.84,4.02,1.09,0,11,20,Atlanta Braves
85,85,658,858,373,156,16,89,620,312,13,716,50,.254,2823,.336,.415,.751,19,66,.776,64,12371,4.13,737.1,28,57,10,24,40,14,338,1.39,3216,2212,85,0,5,7695,.620,50,3,21,11,1171,0.77,.329,16.78,85,1.99,7.57,3.81,8.74,4.55,1.09,2,4,25,Chicago White Sox
83,83,715,794,427,144,16,97,649,283,10,731,37,.256,2855,.328,.420,.748,14,107,.884,48,12442,4.83,740.0,38,45,19,33,47,14,397,1.37,3211,2220,83,0,5,7896,.630,37,4,26,2,1198,0.90,.458,16.81,83,2.29,7.89,3.44,8.89,5.19,1.18,2,6,28,Miami Marlins
85,85,700,735,326,113,10,83,774,281,5,612,28,.219,2798,.295,.355,.650,15,55,.786,47,12245,3.57,753.2,48,37,23,32,47,9,299,1.18,3134,2261,85,0,9,7752,.630,28,3,25,12,994,0.95,.565,16.25,85,2.75,9.24,3.36,7.31,3.89,0.99,4,7,16,New York Yankees
84,84,642,815,341,117,9,89,718,291,13,672,29,.239,2814,.315,.382,.697,20,44,.688,54,12518,3.77,747.1,47,37,22,33,57,11,313,1.29,3169,2242,84,0,8,7953,.640,29,5,20,3,1074,0.79,.560,16.75,84,2.47,8.65,3.50,8.09,4.11,1.07,2,13,20,Milwaukee Brewers
84,84,715,767,408,122,11,105,662,327,31,754,25,.264,2861,.341,.424,.765,16,64,.800,79,12548,4.52,745.1,42,42,21,39,46,18,374,1.45,3251,2236,84,0,5,7969,.640,25,5,30,3,1213,0.93,.500,16.84,84,2.02,7.99,3.95,9.10,4.93,1.27,1,8,29,Los Angeles Angels
85,85,730,744,434,175,13,112,735,279,13,731,36,.251,2917,.322,.435,.757,17,60,.779,56,12589,4.71,757.1,43,42,26,43,51,17,396,1.33,3256,2272,85,0,6,7953,.630,36,8,15,7,1268,0.98,.506,16.62,85,2.63,8.73,3.32,8.69,5.16,1.33,1,7,16,Arizona Diamondbacks
85,85,705,763,438,150,17,117,697,278,4,790,27,.270,2923,.337,.453,.790,11,63,.851,56,12691,4.99,746.1,37,48,19,31,64,12,414,1.43,3261,2239,85,0,3,8055,.630,27,3,37,9,1325,0.92,.435,17.00,85,2.51,8.41,3.35,9.53,5.28,1.41,1,8,24,Baltimore Orioles
86,86,750,755,395,114,3,85,727,299,12,727,37,.249,2923,.324,.377,.701,24,76,.760,65,12749,4.01,770.2,42,44,22,39,42,17,343,1.33,3300,2312,86,0,6,8138,.640,37,3,20,2,1102,0.99,.488,16.54,86,2.43,8.49,3.49,8.49,4.61,0.99,5,10,26,Boston Red Sox
85,85,673,878,351,119,12,100,637,233,7,709,29,.247,2865,.308,.402,.710,20,48,.706,65,12068,3.84,758.2,50,35,20,29,53,9,324,1.24,3161,2276,85,0,8,7896,.650,29,0,16,13,1152,0.77,.588,15.91,85,2.73,7.56,2.76,8.41,4.16,1.19,2,11,21,Chicago Cubs
85,85,651,874,360,149,8,104,680,267,8,662,37,.234,2832,.306,.402,.708,19,67,.779,41,12506,3.91,752.2,44,41,21,31,53,10,327,1.23,3173,2258,85,2,4,7987,.640,37,2,23,7,1139,0.74,.518,16.62,83,2.55,8.13,3.19,7.92,4.30,1.24,2,16,19,Cincinnati Reds
83,83,638,782,355,127,6,87,691,302,10,707,29,.254,2785,.331,.397,.728,25,69,.734,49,12421,4.05,731.1,40,43,23,31,59,8,329,1.38,3150,2194,83,1,9,7861,.630,29,4,24,9,1107,0.82,.482,16.98,82,2.29,8.50,3.72,8.70,4.37,1.07,1,10,23,Cleveland Guardians
85,85,803,786,522,169,13,113,563,293,9,860,23,.290,2964,.355,.470,.825,23,82,.781,72,12545,5.50,744.0,19,66,14,28,33,14,455,1.55,3330,2232,85,0,0,7934,.630,23,4,42,4,1394,1.02,.224,16.86,85,1.92,6.81,3.54,10.40,6.31,1.37,2,11,37,Colorado Rockies
85,85,732,746,325,108,9,89,720,242,7,654,36,.232,2817,.299,.372,.671,17,41,.707,63,12062,3.44,756.1,53,32,24,34,45,10,289,1.18,3132,2269,85,1,9,7814,.650,36,1,22,5,1047,0.98,.624,15.95,84,2.98,8.57,2.88,7.78,3.87,1.06,2,11,24,Detroit Tigers
85,85,620,750,309,135,9,91,833,251,3,617,32,.221,2793,.291,.373,.664,13,86,.869,45,12124,3.49,752.2,51,34,27,36,54,9,292,1.15,3106,2258,85,3,9,7789,.640,32,1,21,4,1043,0.83,.600,16.11,82,3.32,9.96,3.00,7.38,3.69,1.09,3,8,19,Houston Astros
86,86,719,806,319,129,12,87,696,250,9,683,23,.237,2881,.302,.381,.683,14,18,.563,63,12297,3.49,765.0,40,46,26,35,47,9,297,1.22,3178,2295,86,0,7,7927,.640,23,2,34,6,1097,0.89,.465,16.07,86,2.78,8.19,2.94,8.04,3.75,1.02,1,9,14,Kansas City Royals
86,86,716,753,388,142,14,106,756,300,17,704,38,.243,2897,.320,.411,.731,20,64,.762,56,12803,4.18,768.0,54,32,28,40,72,12,357,1.31,3267,2304,86,0,3,8100,.630,38,2,37,7,1192,0.95,.628,16.67,86,2.52,8.86,3.52,8.25,4.55,1.24,0,9,23,Los Angeles Dodgers
