gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
157,157,1151,1626,790,278,19,217,1282,551,25,1343,79,.252,5332,.328,.433,.761,29,127,.814,.186,93,23953,4.69,1392.2,74,83,35,55,67,20,726,1.36,6034,4178,157,0,10,15019,.630,79,7,28,6,2310,0.71,.471,17.20,157,2.33,8.28,3.56,8.68,5.11,1.40,2,16,54,Athletics
157,157,1291,1483,632,278,20,148,1264,460,18,1228,72,.236,5206,.304,.382,.686,30,104,.776,.224,98,22522,3.81,1385.2,68,89,35,59,69,24,587,1.22,5799,4157,157,1,19,14578,.650,72,2,44,5,1990,0.87,.433,16.25,156,2.75,8.21,2.99,7.98,4.10,0.96,1,18,42,Pittsburgh Pirates
158,158,1184,1514,609,195,15,173,1383,516,22,1163,64,.224,5181,.300,.368,.668,25,104,.806,.194,97,22815,3.65,1397.0,87,71,48,64,103,16,566,1.20,5827,4191,158,2,17,14597,.640,64,5,37,8,1907,0.78,.551,16.33,156,2.68,8.91,3.32,7.49,3.92,1.11,3,21,42,San Diego Padres
157,157,1325,1443,676,240,16,186,1372,442,26,1299,73,.242,5365,.306,.397,.703,26,115,.816,.184,106,22909,3.88,1417.2,88,69,43,68,90,25,611,1.23,5956,4253,157,0,11,14945,.650,73,3,52,4,2129,0.92,.561,16.16,157,3.10,8.71,2.81,8.25,4.29,1.18,2,27,47,Seattle Mariners
158,158,1421,1326,675,288,21,139,1314,498,18,1329,68,.250,5322,.320,.390,.710,38,91,.705,.295,106,23024,3.88,1397.2,77,81,37,58,82,21,603,1.31,5957,4193,158,1,6,14828,.640,68,8,49,11,2076,1.07,.487,16.47,157,2.64,8.46,3.21,8.56,4.35,0.90,1,28,40,San Francisco Giants
158,158,1494,1407,729,268,33,160,1176,450,15,1395,47,.259,5395,.318,.409,.727,34,119,.778,.222,104,22493,4.24,1400.0,78,80,42,65,92,23,659,1.32,5974,4200,158,2,13,14428,.640,47,4,50,9,2209,1.06,.494,16.07,156,2.61,7.56,2.89,8.97,4.69,1.03,5,25,52,St. Louis Cardinals
157,157,1297,1358,653,217,12,196,1369,455,11,1232,66,.236,5212,.304,.395,.699,38,147,.795,.205,123,22256,3.86,1390.1,76,81,35,63,87,28,597,1.21,5781,4171,157,1,11,14503,.650,66,6,31,15,2061,0.96,.484,16.01,156,3.01,8.86,2.95,7.98,4.23,1.27,3,12,33,Tampa Bay Rays
157,157,1292,1478,584,223,15,165,1296,452,23,1197,48,.230,5211,.295,.373,.668,23,120,.839,.161,108,22157,3.46,1398.1,79,78,36,64,79,28,537,1.18,5764,4195,157,2,14,14353,.650,48,4,42,8,1945,0.87,.503,15.85,155,2.87,8.34,2.91,7.70,3.76,1.06,1,18,34,Texas Rangers
157,157,1192,1483,706,249,14,204,1380,499,25,1275,71,.242,5278,.313,.410,.723,34,106,.757,.243,92,22942,4.23,1393.0,90,67,41,64,92,23,654,1.27,5902,4179,157,2,8,14668,.640,71,9,31,8,2164,0.80,.573,16.47,155,2.77,8.92,3.22,8.24,4.56,1.32,2,13,39,Toronto Blue Jays
157,157,1171,1560,764,272,13,191,1316,450,18,1386,69,.259,5355,.321,.421,.742,37,133,.782,.218,78,23223,4.65,1383.0,68,89,28,52,92,24,714,1.33,5953,4149,157,1,8,14995,.650,69,10,44,12,2257,0.75,.433,16.79,156,2.92,8.56,2.93,9.02,4.97,1.24,1,20,58,Minnesota Twins
