gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
78,78,572,838,455,152,9,115,619,296,10,744,45,.272,2732,.349,.461,.810,12,70,.854,42,12188,5.47,693.0,32,46,16,32,37,16,421,1.50,3115,2079,78,0,4,7615,.620,45,5,15,4,1259,0.68,.410,17.59,78,2.09,8.04,3.84,9.66,5.91,1.49,1,8,33,Athletics
77,77,679,735,312,140,13,67,572,231,11,595,28,.234,2547,.302,.378,.680,15,63,.808,54,10964,3.85,683.1,30,47,16,30,39,14,292,1.21,2840,2050,77,1,7,7078,.650,28,1,22,3,962,0.92,.390,16.04,76,2.48,7.53,3.04,7.84,4.11,0.88,0,9,25,Pittsburgh Pirates
75,75,555,735,297,102,8,76,653,251,8,564,31,.228,2473,.304,.368,.672,11,46,.807,47,10840,3.63,663.2,40,35,25,34,49,9,268,1.23,2791,1991,75,2,12,6884,.640,31,3,20,3,910,0.76,.533,16.33,73,2.60,8.86,3.40,7.65,4.03,1.03,2,10,24,San Diego Padres
74,74,638,705,319,112,10,86,600,226,14,634,28,.249,2543,.315,.403,.718,13,53,.803,60,10845,3.87,670.0,38,36,19,31,37,12,288,1.28,2832,2010,74,0,3,7013,.650,28,1,21,2,1024,0.90,.514,16.19,74,2.65,8.06,3.04,8.52,4.29,1.16,1,13,21,Seattle Mariners
76,76,692,610,279,109,15,59,652,236,9,581,24,.232,2505,.302,.358,.660,23,43,.652,42,10686,3.27,671.2,42,34,22,34,54,12,244,1.22,2796,2015,76,0,4,6874,.640,24,1,25,6,897,1.13,.553,15.91,76,2.76,8.74,3.16,7.79,3.74,0.79,1,10,20,San Francisco Giants
76,76,734,682,323,127,16,62,548,205,9,650,23,.252,2578,.310,.386,.696,15,61,.803,46,10708,3.94,674.2,41,35,19,30,46,11,295,1.27,2845,2024,76,1,8,6919,.650,23,2,24,3,995,1.08,.539,15.87,75,2.67,7.31,2.73,8.67,4.31,0.83,3,12,24,St. Louis Cardinals
77,77,666,683,289,92,3,101,615,209,6,596,31,.234,2545,.299,.392,.691,21,68,.764,71,10672,3.54,683.1,42,34,17,27,46,10,269,1.18,2803,2050,77,1,6,6943,.650,31,1,9,5,997,0.98,.553,15.62,75,2.94,8.10,2.75,7.85,3.81,1.33,2,3,13,Tampa Bay Rays
76,76,647,694,256,96,7,66,594,208,7,549,19,.223,2462,.287,.348,.635,14,54,.794,49,10405,3.18,665.0,37,39,20,32,48,12,235,1.14,2712,1995,76,2,7,6741,.650,19,3,26,4,857,0.93,.487,15.65,74,2.86,8.04,2.82,7.43,3.46,0.89,1,7,15,Texas Rangers
75,75,551,712,335,107,7,103,672,233,8,603,37,.240,2516,.311,.411,.722,21,41,.661,38,10969,4.27,667.2,40,35,23,34,39,11,317,1.25,2808,2003,75,0,4,7040,.640,37,5,16,5,1033,0.77,.533,16.43,75,2.88,9.06,3.14,8.13,4.52,1.39,0,3,19,Toronto Blue Jays
75,75,549,729,320,120,3,77,651,203,4,614,34,.244,2513,.307,.386,.693,22,56,.718,31,10878,4.08,657.0,37,38,14,27,50,13,298,1.24,2780,1971,75,1,5,7066,.650,34,7,17,7,971,0.75,.493,16.56,74,3.21,8.92,2.78,8.41,4.38,1.05,0,8,22,Minnesota Twins
76,76,630,654,316,125,10,77,702,225,6,644,22,.247,2604,.311,.392,.703,22,55,.714,41,11186,3.83,681.0,46,30,24,40,37,16,290,1.28,2877,2043,76,0,6,7260,.650,22,1,19,8,1020,0.96,.605,16.43,76,3.12,9.28,2.97,8.51,4.18,1.02,0,8,18,Philadelphia Phillies
74,74,620,593,289,116,9,80,675,236,10,560,31,.231,2424,.306,.385,.691,22,67,.753,41,10690,3.70,654.1,34,40,10,22,27,12,269,1.22,2715,1963,74,1,4,6890,.640,31,5,19,9,934,1.05,.459,16.34,73,2.86,9.28,3.25,7.70,3.98,1.10,0,9,15,Atlanta Braves
76,76,582,770,336,144,14,81,554,280,13,644,46,.255,2522,.338,.420,.758,18,62,.775,57,11082,4.20,658.1,24,52,7,21,37,14,307,1.40,2878,1975,76,0,4,6883,.620,46,2,18,10,1059,0.76,.316,16.83,76,1.98,7.57,3.83,8.80,4.59,1.11,2,4,24,Chicago White Sox
74,74,632,706,386,132,14,88,576,258,9,666,31,.261,2553,.333,.427,.760,12,102,.895,44,11113,4.90,657.0,30,44,15,28,38,13,358,1.41,2871,1971,74,0,4,7036,.630,31,4,23,2,1090,0.90,.405,16.91,74,2.23,7.89,3.53,9.12,5.29,1.21,2,4,23,Miami Marlins
75,75,615,641,283,103,9,75,699,245,5,544,22,.220,2478,.294,.359,.653,14,52,.788,40,10759,3.54,665.2,43,32,21,28,44,7,262,1.19,2768,1997,75,0,7,6840,.640,22,3,22,10,890,0.96,.573,16.16,75,2.85,9.45,3.31,7.36,3.83,1.01,2,7,14,New York Yankees
76,76,585,747,313,104,8,82,628,271,12,600,29,.237,2527,.316,.382,.698,18,40,.690,48,11269,3.85,673.1,41,35,20,30,49,10,288,1.29,2862,2020,76,0,6,7136,.630,29,5,19,3,966,0.78,.539,16.74,76,2.32,8.39,3.62,8.02,4.18,1.10,2,13,20,Milwaukee Brewers
75,75,639,684,366,107,8,99,576,293,23,676,24,.266,2544,.344,.431,.775,12,54,.818,76,11254,4.63,661.1,36,39,20,33,46,13,340,1.47,2893,1984,75,0,4,7107,.630,24,5,30,3,1096,0.93,.480,17.02,75,1.97,7.84,3.99,9.20,4.98,1.35,1,6,25,Los Angeles Angels
75,75,653,666,392,154,11,101,631,251,12,655,36,.253,2584,.327,.439,.766,14,45,.763,49,11178,4.85,668.1,38,37,22,36,43,14,360,1.36,2893,2005,75,0,5,7040,.630,36,7,14,6,1134,0.98,.507,16.73,75,2.51,8.50,3.38,8.82,5.28,1.36,1,7,14,Arizona Diamondbacks
75,75,615,663,376,137,15,102,620,245,4,692,24,.270,2564,.337,.454,.791,10,49,.831,50,11129,4.90,656.1,33,42,19,27,61,8,357,1.43,2860,1969,75,0,2,7060,.630,24,3,28,8,1165,0.93,.440,16.96,75,2.53,8.50,3.36,9.49,5.16,1.40,1,8,18,Baltimore Orioles
77,77,679,674,345,103,2,72,653,260,10,652,32,.248,2626,.321,.371,.692,21,71,.772,61,11411,3.93,693.1,40,37,22,36,42,14,303,1.32,2955,2080,77,0,6,7295,.640,32,3,18,2,975,1.01,.519,16.46,77,2.51,8.48,3.38,8.46,4.48,0.93,5,8,24,Boston Red Sox
75,75,597,758,300,107,12,82,584,212,7,620,24,.245,2531,.307,.394,.701,19,45,.703,59,10719,3.69,672.2,45,30,18,27,49,9,276,1.24,2797,2018,75,0,6,7003,.650,24,0,13,9,997,0.79,.600,15.94,75,2.75,7.81,2.84,8.30,4.01,1.10,2,11,17,Chicago Cubs
76,76,574,776,319,130,7,91,607,234,6,586,34,.233,2510,.305,.400,.705,18,61,.772,38,11086,3.90,669.0,39,37,20,28,47,8,290,1.23,2813,2007,76,2,4,7089,.640,34,2,21,7,1003,0.74,.513,16.57,74,2.59,8.17,3.15,7.88,4.29,1.22,2,15,18,Cincinnati Reds
74,74,557,700,307,116,5,78,620,269,9,624,26,.252,2475,.330,.398,.728,21,63,.750,45,11091,3.92,650.1,37,37,21,28,56,7,283,1.37,2797,1951,74,1,8,7010,.630,26,4,22,6,984,0.80,.500,17.05,73,2.30,8.58,3.72,8.64,4.25,1.08,1,8,18,Cleveland Guardians
76,76,716,699,471,151,13,101,499,264,8,776,22,.293,2646,.358,.475,.833,20,79,.798,66,11202,5.59,663.0,17,59,12,25,30,13,412,1.57,2977,1989,76,0,0,7074,.630,22,3,36,3,1256,1.02,.224,16.90,76,1.89,6.77,3.58,10.53,6.39,1.37,1,10,34,Colorado Rockies
78,78,663,679,302,102,9,79,657,225,7,604,32,.235,2570,.302,.374,.676,16,34,.680,56,11089,3.49,686.1,48,29,23,33,39,10,266,1.21,2862,2059,78,1,7,7171,.650,32,1,20,5,961,0.98,.623,16.16,76,2.92,8.62,2.95,7.92,3.96,1.04,2,10,23,Detroit Tigers
76,76,541,676,271,119,7,78,746,232,3,540,30,.218,2479,.291,.366,.657,13,81,.862,42,10868,3.40,672.2,44,32,21,29,46,8,254,1.15,2768,2018,76,3,6,6962,.640,30,1,18,4,907,0.80,.579,16.16,73,3.22,9.98,3.10,7.22,3.63,1.04,3,8,16,Houston Astros
76,76,645,708,275,117,9,74,617,221,9,599,23,.235,2549,.301,.375,.676,13,16,.552,55,10889,3.39,677.2,38,38,25,33,44,8,255,1.21,2814,2033,76,0,7,7028,.650,23,2,30,3,956,0.91,.500,16.07,76,2.79,8.19,2.94,7.96,3.65,0.98,1,8,12,Kansas City Royals
77,77,642,674,350,121,14,97,678,272,15,629,36,.242,2597,.320,.412,.732,17,59,.776,50,11496,4.19,688.0,47,30,25,37,64,12,320,1.31,2931,2064,77,0,3,7276,.630,36,2,34,6,1069,0.95,.610,16.71,77,2.49,8.87,3.56,8.23,4.58,1.27,0,7,19,Los Angeles Dodgers
76,76,616,733,386,113,21,86,601,253,1,675,49,.261,2589,.335,.420,.755,22,59,.728,44,11375,4.92,670.0,31,45,19,29,33,10,366,1.39,2927,2010,76,0,6,7258,.640,49,2,35,3,1088,0.84,.408,16.98,76,2.38,8.07,3.40,9.07,5.19,1.16,0,11,25,Washington Nationals
76,76,661,645,275,106,13,55,660,277,5,584,28,.231,2524,.312,.349,.661,21,31,.596,53,11250,3.15,677.0,45,31,22,36,50,14,237,1.27,2857,2031,76,1,6,7091,.630,28,3,31,3,881,1.02,.592,16.62,75,2.38,8.77,3.68,7.76,3.66,0.73,2,9,17,New York Mets
