gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
100,100,731,1066,561,192,12,149,803,366,19,913,56,.263,3466,.340,.455,.795,17,85,.833,56,15502,5.19,888.0,42,58,23,40,44,17,512,1.44,3937,2664,100,0,6,9694,.630,56,6,21,4,1576,0.69,.420,17.46,100,2.19,8.14,3.71,9.25,5.69,1.51,2,10,37,Athletics
99,99,848,951,399,181,15,94,735,289,12,772,37,.236,3267,.303,.387,.690,19,70,.787,66,14060,3.86,871.2,39,60,19,35,43,16,374,1.22,3633,2615,99,1,10,9081,.650,37,1,28,4,1265,0.89,.394,16.13,98,2.54,7.59,2.98,7.97,4.12,0.97,1,10,29,Pittsburgh Pirates
98,98,729,962,382,135,11,97,843,328,13,742,39,.230,3232,.306,.368,.674,17,71,.807,58,14175,3.63,867.0,53,45,34,46,68,12,350,1.23,3645,2601,98,2,14,9015,.640,39,3,28,7,1190,0.76,.541,16.35,96,2.57,8.75,3.40,7.70,3.97,1.01,2,15,29,San Diego Padres
98,98,828,944,426,143,11,114,821,307,21,815,44,.242,3362,.312,.393,.705,19,70,.787,69,14497,3.86,890.0,53,45,23,42,49,19,382,1.26,3760,2670,98,0,6,9393,.650,44,2,28,2,1322,0.88,.541,16.29,98,2.67,8.30,3.10,8.24,4.31,1.15,1,17,29,Seattle Mariners
100,100,903,814,393,161,16,86,835,309,10,796,33,.241,3306,.310,.377,.687,26,56,.683,58,14071,3.54,878.0,52,47,26,40,66,14,345,1.26,3691,2634,100,1,4,9081,.650,33,4,31,7,1247,1.11,.525,16.03,98,2.70,8.56,3.17,8.16,4.03,0.88,1,16,26,San Francisco Giants
99,99,946,889,444,168,23,94,719,269,10,852,27,.253,3361,.311,.401,.712,17,75,.815,60,13966,4.18,876.2,51,48,24,38,57,14,407,1.28,3707,2630,99,2,10,8990,.640,27,2,35,5,1348,1.06,.515,15.93,97,2.67,7.38,2.76,8.75,4.56,0.97,5,16,29,St. Louis Cardinals
100,100,851,875,394,142,7,129,816,278,6,782,42,.237,3301,.303,.401,.704,27,93,.775,83,13844,3.75,882.2,52,47,22,38,54,16,368,1.20,3647,2648,100,1,8,8998,.650,42,1,15,7,1325,0.97,.525,15.68,98,2.94,8.32,2.83,7.97,4.02,1.32,2,5,19,Tampa Bay Rays
99,99,853,915,347,128,8,90,787,278,18,743,25,.228,3262,.291,.355,.646,15,65,.813,69,13724,3.22,879.1,50,49,26,43,56,17,315,1.16,3602,2638,99,2,10,8928,.650,25,3,31,4,1157,0.93,.505,15.61,97,2.83,8.05,2.85,7.60,3.55,0.92,1,12,24,Texas Rangers
99,99,710,946,427,143,10,128,876,314,18,788,50,.240,3290,.313,.406,.719,25,56,.691,62,14353,4.10,873.2,57,41,29,46,58,17,398,1.26,3686,2621,99,1,7,9197,.640,50,6,19,5,1335,0.75,.582,16.43,97,2.79,9.02,3.23,8.12,4.40,1.32,2,6,24,Toronto Blue Jays
98,98,717,977,426,156,7,103,829,253,8,831,41,.252,3303,.310,.397,.707,28,73,.723,41,14043,4.16,859.0,47,51,19,33,69,14,397,1.26,3648,2577,98,1,6,9188,.650,41,7,25,8,1310,0.73,.480,16.35,97,3.28,8.69,2.65,8.71,4.46,1.08,0,14,37,Minnesota Twins
