gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
105,105,763,1114,586,202,12,156,840,374,19,952,58,.263,3618,.338,.455,.793,18,87,.829,60,16149,5.20,929.0,43,62,24,41,45,17,537,1.43,4103,2787,105,0,6,10117,.630,58,6,21,4,1646,0.68,.410,17.38,105,2.25,8.14,3.62,9.22,5.68,1.51,2,12,39,Athletics
103,103,876,989,412,190,15,98,776,297,12,802,39,.236,3404,.302,.387,.689,19,71,.789,66,14613,3.84,907.2,42,61,21,37,45,16,387,1.21,3780,2723,103,1,11,9460,.650,39,1,28,4,1316,0.89,.408,16.10,102,2.61,7.69,2.94,7.95,4.09,0.97,1,10,29,Pittsburgh Pirates
103,103,769,1011,400,142,12,103,874,341,14,785,41,.231,3395,.307,.371,.678,18,73,.802,64,14827,3.63,909.0,55,48,35,47,70,12,367,1.24,3823,2727,103,2,14,9443,.640,41,3,29,7,1260,0.76,.534,16.31,101,2.56,8.65,3.38,7.77,3.96,1.02,2,15,29,San Diego Padres
103,103,880,980,455,154,11,116,867,320,21,864,47,.244,3543,.312,.392,.704,21,72,.774,73,15237,3.91,935.0,55,48,25,44,56,19,406,1.27,3959,2805,103,0,7,9884,.650,47,3,33,2,1388,0.90,.534,16.30,103,2.71,8.35,3.08,8.32,4.38,1.12,1,17,31,Seattle Mariners
103,103,924,848,412,172,16,88,873,328,10,827,36,.241,3430,.312,.378,.690,26,58,.690,60,14684,3.60,909.2,54,49,26,40,66,14,364,1.27,3837,2729,103,1,5,9470,.640,36,5,36,7,1295,1.09,.524,16.14,102,2.66,8.64,3.25,8.18,4.08,0.87,1,16,26,San Francisco Giants
104,104,992,919,472,175,24,101,766,280,10,903,27,.256,3534,.313,.404,.717,18,77,.811,65,14649,4.23,918.2,53,51,25,39,60,14,432,1.29,3892,2756,104,2,10,9436,.640,27,2,35,5,1429,1.08,.510,15.95,102,2.74,7.50,2.74,8.85,4.62,0.99,5,17,29,St. Louis Cardinals
103,103,879,910,419,150,7,135,854,287,6,815,42,.237,3434,.302,.403,.705,27,94,.777,85,14426,3.85,916.2,53,50,23,40,57,17,392,1.20,3790,2750,103,1,8,9386,.650,42,2,16,7,1384,0.97,.515,15.74,102,2.98,8.38,2.82,8.00,4.11,1.33,2,5,20,Tampa Bay Rays
103,103,874,961,354,134,8,92,827,289,18,771,26,.227,3397,.291,.352,.643,15,67,.817,71,14253,3.16,915.1,53,50,27,44,59,17,321,1.16,3749,2746,103,2,10,9270,.650,26,3,31,4,1197,0.91,.515,15.57,101,2.86,8.13,2.84,7.58,3.48,0.90,1,12,24,Texas Rangers
103,103,743,997,446,149,10,138,917,321,20,821,51,.238,3448,.310,.407,.717,25,58,.699,63,14961,4.09,915.2,61,42,31,48,62,17,416,1.25,3852,2747,103,1,7,9605,.640,51,6,19,5,1404,0.75,.592,16.34,102,2.86,9.01,3.16,8.07,4.38,1.36,2,6,24,Toronto Blue Jays
102,102,742,1013,443,161,7,111,866,265,10,861,43,.251,3430,.310,.399,.709,29,76,.724,44,14569,4.17,893.2,49,53,19,34,71,15,414,1.26,3790,2681,102,1,6,9533,.650,43,7,25,8,1369,0.73,.480,16.30,101,3.27,8.72,2.67,8.67,4.46,1.12,0,15,37,Minnesota Twins
