gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
161,161,1179,1671,808,286,19,219,1315,566,25,1372,80,.251,5467,.327,.430,.757,29,130,.818,.182,94,24600,4.68,1428.2,76,85,35,55,67,20,743,1.36,6185,4286,161,0,11,15428,.630,80,7,29,6,2353,0.71,.472,17.22,161,2.32,8.28,3.57,8.64,5.09,1.38,2,16,54,Athletics
161,161,1321,1518,641,283,21,152,1307,469,18,1261,73,.236,5346,.304,.382,.686,30,105,.778,.222,100,23149,3.76,1422.2,71,90,36,62,76,26,595,1.22,5950,4268,161,1,19,14980,.650,73,2,46,5,2042,0.87,.441,16.27,160,2.79,8.27,2.97,7.98,4.06,0.96,1,18,43,Pittsburgh Pirates
161,161,1203,1537,617,199,16,177,1415,531,22,1186,65,.225,5277,.301,.369,.670,27,106,.797,.203,100,23297,3.63,1424.0,89,72,49,65,104,16,574,1.21,5940,4272,161,2,17,14887,.640,65,5,39,8,1948,0.78,.553,16.36,159,2.66,8.94,3.36,7.50,3.90,1.12,3,22,42,San Diego Padres
161,161,1350,1480,688,247,16,189,1416,452,26,1323,74,.241,5495,.305,.395,.700,27,116,.811,.189,107,23467,3.86,1453.2,90,71,43,69,90,26,623,1.22,6097,4361,161,0,11,15309,.650,74,3,53,5,2169,0.91,.559,16.14,161,3.13,8.77,2.80,8.19,4.26,1.17,2,27,47,Seattle Mariners
161,161,1447,1348,684,291,22,143,1345,504,18,1349,69,.249,5420,.319,.390,.709,38,91,.705,.295,108,23425,3.87,1424.2,80,81,40,62,87,22,612,1.30,6063,4274,161,1,6,15092,.640,69,8,51,11,2113,1.07,.497,16.44,160,2.67,8.50,3.18,8.52,4.32,0.90,1,28,41,San Francisco Giants
161,161,1524,1425,752,274,36,169,1200,461,17,1428,48,.260,5499,.320,.415,.735,35,121,.776,.224,105,22947,4.30,1424.0,78,83,42,65,92,23,681,1.33,6091,4272,161,2,13,14715,.640,48,4,52,9,2281,1.07,.484,16.11,159,2.60,7.58,2.91,9.03,4.75,1.07,5,25,53,St. Louis Cardinals
161,161,1324,1390,670,221,13,201,1404,470,11,1258,67,.236,5332,.304,.395,.699,40,151,.791,.209,128,22788,3.88,1423.1,77,84,35,64,87,29,614,1.21,5917,4270,161,1,11,14844,.650,67,6,33,15,2108,0.95,.478,16.01,160,2.99,8.88,2.97,7.95,4.24,1.27,3,12,33,Tampa Bay Rays
161,161,1316,1515,596,226,16,170,1335,459,24,1224,49,.229,5337,.295,.373,.668,26,122,.824,.176,109,22704,3.45,1434.0,81,80,37,65,80,28,549,1.17,5899,4302,161,2,14,14717,.650,49,4,43,9,1992,0.87,.503,15.83,159,2.91,8.38,2.88,7.68,3.74,1.07,1,19,34,Texas Rangers
161,161,1226,1517,717,253,14,209,1416,513,25,1304,72,.241,5411,.313,.409,.722,34,107,.759,.241,96,23542,4.19,1429.0,93,68,42,65,96,23,665,1.27,6050,4287,161,2,8,15058,.640,72,9,32,8,2212,0.81,.578,16.47,159,2.76,8.92,3.23,8.21,4.52,1.32,2,13,39,Toronto Blue Jays
161,161,1186,1600,771,275,13,193,1361,458,19,1408,69,.257,5476,.319,.418,.737,38,134,.779,.221,80,23745,4.57,1417.0,70,91,28,52,93,24,720,1.32,6083,4251,161,1,10,15345,.650,69,10,47,12,2288,0.74,.435,16.76,160,2.97,8.64,2.91,8.94,4.90,1.23,1,20,59,Minnesota Twins
161,161,1332,1381,647,248,16,177,1455,431,9,1337,52,.245,5455,.305,.394,.699,41,98,.705,.295,85,23131,3.81,1430.1,95,66,47,74,83,27,606,1.24,5988,4291,161,2,14,15024,.650,52,4,36,15,2148,0.96,.590,16.17,159,3.38,9.16,2.71,8.41,4.07,1.11,0,15,35,Philadelphia Phillies
