gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
119,119,874,1242,628,216,12,169,958,416,19,1039,62,.256,4056,.331,.440,.771,22,98,.817,72,18187,4.93,1053.1,52,67,25,42,47,17,577,1.38,4593,3160,119,0,7,11398,.630,62,7,22,4,1786,0.70,.437,17.27,119,2.30,8.19,3.55,8.88,5.37,1.44,2,12,45,Athletics
118,118,992,1141,470,221,19,112,910,339,12,927,47,.236,3925,.302,.388,.690,19,78,.804,71,16892,3.82,1044.0,51,67,25,44,54,19,443,1.21,4357,3132,118,1,14,10953,.650,47,1,32,4,1522,0.87,.432,16.18,117,2.68,7.84,2.92,7.99,4.05,0.97,1,13,32,Pittsburgh Pirates
117,117,880,1145,452,161,13,115,997,387,19,875,50,.228,3844,.304,.366,.670,21,76,.784,75,16812,3.63,1036.0,65,52,39,54,81,15,418,1.22,4337,3108,117,2,15,10749,.640,50,4,34,8,1407,0.77,.556,16.23,115,2.58,8.66,3.36,7.60,3.93,1.00,3,17,36,San Diego Padres
118,118,995,1123,507,173,12,139,1006,356,23,963,55,.239,4035,.307,.391,.698,24,82,.774,80,17345,3.81,1071.2,65,53,30,50,64,20,454,1.23,4499,3215,118,0,8,11273,.650,55,3,39,2,1577,0.89,.551,16.19,118,2.83,8.45,2.99,8.09,4.26,1.17,1,20,32,Seattle Mariners
117,117,1053,960,469,201,17,101,999,373,11,947,43,.242,3913,.313,.380,.693,28,70,.714,74,16833,3.62,1036.0,59,58,28,45,69,17,417,1.27,4376,3108,117,1,6,10815,.640,43,5,39,7,1485,1.10,.504,16.25,116,2.68,8.68,3.24,8.23,4.07,0.88,1,16,30,San Francisco Giants
118,118,1125,1061,534,199,28,115,851,308,10,1035,33,.257,4020,.313,.407,.720,20,83,.806,74,16593,4.22,1041.2,59,59,29,44,64,15,489,1.29,4418,3125,118,2,12,10698,.640,33,3,39,5,1635,1.06,.500,15.93,116,2.76,7.35,2.66,8.94,4.61,0.99,5,20,32,St. Louis Cardinals
118,118,986,1038,485,168,8,151,995,338,9,931,45,.237,3923,.304,.400,.704,27,115,.810,93,16597,3.89,1044.2,57,61,25,46,66,21,451,1.21,4337,3134,118,1,9,10790,.650,45,4,18,7,1568,0.95,.483,15.89,117,2.94,8.57,2.91,8.02,4.18,1.30,3,6,22,Tampa Bay Rays
118,118,979,1103,419,158,12,111,968,353,19,876,32,.225,3887,.293,.358,.651,18,86,.827,84,16541,3.28,1049.1,60,58,29,50,64,21,382,1.17,4312,3148,118,2,11,10694,.650,32,4,35,4,1391,0.89,.508,15.76,116,2.74,8.30,3.03,7.51,3.59,0.95,1,13,26,Texas Rangers
118,118,850,1146,535,178,11,159,1047,360,21,950,60,.240,3952,.311,.412,.723,27,68,.716,71,17124,4.28,1045.2,68,50,33,51,70,18,497,1.25,4415,3137,118,1,7,10991,.640,60,7,21,6,1627,0.74,.576,16.38,117,2.91,9.01,3.10,8.18,4.60,1.37,2,8,33,Toronto Blue Jays
116,116,849,1155,515,189,10,132,978,297,11,996,50,.254,3921,.312,.408,.720,32,92,.742,51,16712,4.26,1018.0,55,61,22,38,76,16,482,1.27,4325,3054,116,1,7,10911,.650,50,7,31,8,1601,0.74,.474,16.42,115,3.29,8.65,2.63,8.81,4.55,1.17,0,15,42,Minnesota Twins
116,116,966,990,459,169,13,128,1060,315,7,960,38,.244,3942,.304,.390,.694,30,70,.700,62,16711,3.72,1033.1,67,49,30,47,52,17,427,1.23,4329,3100,116,2,11,10871,.650,38,3,26,9,1539,0.98,.578,16.17,114,3.37,9.23,2.74,8.36,4.00,1.11,0,11,23,Philadelphia Phillies
117,117,965,1002,516,189,15,133,1035,390,18,940,50,.241,3900,.316,.399,.715,30,108,.783,61,17277,4.24,1035.2,50,67,19,35,46,16,488,1.28,4382,3107,117,1,5,11043,.640,50,7,32,14,1558,0.96,.427,16.68,116,2.65,8.99,3.39,8.17,4.48,1.16,0,14,28,Atlanta Braves
117,117,907,1169,523,213,19,125,885,435,21,963,62,.248,3880,.331,.410,.741,23,105,.820,88,17043,4.16,1021.1,42,75,15,32,49,17,472,1.37,4424,3064,117,0,6,10626,.620,62,7,31,13,1589,0.78,.359,16.69,117,2.03,7.80,3.83,8.49,4.61,1.10,3,9,35,Chicago White Sox
117,117,999,1102,558,209,19,126,924,366,12,994,50,.250,3977,.318,.407,.725,19,141,.881,71,17163,4.49,1039.1,57,60,29,48,66,19,519,1.31,4439,3118,117,0,9,10965,.640,50,5,39,3,1619,0.91,.487,16.51,117,2.52,8.00,3.17,8.61,4.83,1.09,4,7,35,Miami Marlins
117,117,978,1021,508,172,17,132,1037,410,9,899,37,.230,3902,.308,.385,.693,21,74,.779,69,17161,4.03,1035.2,62,55,31,48,71,17,464,1.26,4387,3107,117,0,10,10867,.630,37,3,35,14,1501,0.96,.530,16.57,117,2.53,9.01,3.56,7.81,4.41,1.15,5,11,22,New York Yankees
116,116,911,1089,449,164,12,126,1010,386,14,889,42,.230,3857,.305,.377,.682,23,59,.720,72,16973,3.61,1032.1,72,44,34,46,81,12,414,1.24,4329,3097,116,0,10,10808,.640,42,5,26,6,1455,0.84,.621,16.44,116,2.62,8.81,3.37,7.75,3.91,1.10,2,15,27,Milwaukee Brewers
117,117,1005,1073,576,168,15,157,929,439,37,1031,33,.258,3989,.334,.426,.760,17,89,.840,106,17358,4.59,1038.0,56,61,27,53,67,26,529,1.42,4511,3114,117,0,5,11104,.640,33,8,47,5,1700,0.94,.479,16.72,117,2.12,8.05,3.81,8.94,4.99,1.36,1,13,36,Los Angeles Angels
117,117,1006,1068,572,242,18,145,959,374,16,1022,49,.255,4015,.324,.432,.756,21,77,.786,82,17138,4.54,1040.2,56,61,31,52,60,21,525,1.34,4480,3122,117,0,7,10868,.630,49,8,23,9,1735,0.94,.479,16.47,117,2.56,8.29,3.23,8.84,4.95,1.25,2,17,23,Arizona Diamondbacks
117,117,975,1050,590,195,21,164,959,382,10,1067,38,.266,4005,.334,.448,.782,17,80,.825,73,17274,4.87,1026.1,53,64,28,42,78,14,555,1.41,4473,3079,117,1,4,11050,.640,38,5,44,9,1796,0.93,.453,16.83,116,2.51,8.41,3.35,9.36,5.17,1.44,2,14,32,Baltimore Orioles
118,118,1041,1054,503,149,5,119,970,394,15,981,56,.245,4002,.319,.374,.693,34,98,.742,85,17333,3.71,1058.0,65,53,32,54,64,22,436,1.30,4504,3174,118,2,7,11116,.640,56,5,35,2,1497,0.99,.551,16.38,116,2.46,8.25,3.35,8.34,4.28,1.01,8,12,32,Boston Red Sox
116,116,910,1197,479,164,13,145,877,301,8,957,36,.246,3894,.304,.406,.710,27,57,.679,80,16367,3.88,1031.2,67,49,26,39,76,13,445,1.22,4280,3095,116,0,13,10747,.660,36,0,21,17,1582,0.76,.578,15.86,116,2.91,7.65,2.63,8.35,4.18,1.26,2,15,32,Chicago Cubs
118,118,901,1183,490,201,12,131,975,374,9,916,46,.233,3923,.305,.391,.696,24,85,.780,58,17285,3.86,1041.2,61,57,29,44,74,15,447,1.24,4397,3125,118,3,6,11084,.640,46,2,30,8,1534,0.76,.517,16.59,115,2.61,8.42,3.23,7.91,4.23,1.13,2,21,31,Cincinnati Reds
