gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
84,84,610,905,484,164,11,120,663,312,13,795,47,.271,2930,.347,.458,.805,13,74,.851,45,13081,5.41,744.0,33,51,17,33,38,16,447,1.49,3334,2232,84,0,5,8173,.620,47,5,15,4,1341,0.67,.393,17.58,84,2.13,8.02,3.77,9.62,5.85,1.45,2,9,34,Athletics
83,83,730,796,336,144,13,72,611,251,11,637,30,.233,2738,.301,.374,.675,17,65,.793,59,11828,3.83,735.1,33,50,17,32,41,15,313,1.21,3055,2206,83,1,7,7621,.640,30,1,24,3,1023,0.92,.398,16.09,82,2.43,7.48,3.07,7.80,4.11,0.88,0,9,27,Pittsburgh Pirates
81,81,597,792,321,110,8,82,711,265,8,609,32,.228,2673,.303,.367,.670,12,53,.815,48,11678,3.64,716.2,44,37,27,36,52,9,290,1.22,3008,2150,81,2,13,7448,.640,32,3,20,4,981,0.75,.543,16.29,79,2.68,8.93,3.33,7.65,4.03,1.03,2,11,25,San Diego Padres
81,81,694,777,360,124,10,103,659,250,16,692,34,.248,2786,.316,.411,.727,14,54,.794,63,11906,4.02,733.0,42,39,20,34,39,14,327,1.29,3107,2199,81,0,3,7709,.650,34,2,25,2,1145,0.89,.519,16.24,81,2.64,8.09,3.07,8.50,4.42,1.26,1,14,22,Seattle Mariners
82,82,744,667,311,123,15,64,702,258,9,641,26,.236,2721,.306,.362,.668,24,45,.652,44,11612,3.38,726.2,45,37,24,36,60,12,273,1.24,3039,2180,82,0,4,7477,.640,26,3,26,7,986,1.12,.549,15.98,82,2.72,8.69,3.20,7.94,3.85,0.79,1,12,21,San Francisco Giants
83,83,796,754,352,136,18,70,603,222,9,706,24,.250,2819,.308,.386,.694,16,68,.810,50,11699,3.93,739.2,45,38,20,32,48,12,323,1.25,3108,2219,83,2,9,7534,.640,24,2,27,4,1088,1.06,.542,15.82,81,2.72,7.34,2.70,8.59,4.28,0.85,3,13,27,St. Louis Cardinals
82,82,718,727,324,110,5,107,668,227,6,647,34,.236,2743,.301,.397,.698,22,71,.763,75,11490,3.70,734.1,46,36,19,30,49,11,302,1.19,3024,2203,82,1,8,7483,.650,34,1,10,5,1088,0.99,.561,15.65,81,2.94,8.19,2.78,7.93,3.97,1.31,2,3,15,Tampa Bay Rays
82,82,702,757,284,107,7,70,637,227,10,601,22,.225,2669,.289,.349,.638,14,56,.800,57,11244,3.26,721.0,40,42,22,35,50,13,261,1.15,2947,2163,82,2,8,7296,.650,22,3,27,4,932,0.93,.488,15.60,80,2.81,7.95,2.83,7.50,3.55,0.87,1,9,19,Texas Rangers
81,81,593,774,351,112,8,107,721,257,9,635,39,.235,2699,.309,.402,.711,23,44,.657,48,11794,4.09,721.2,44,37,23,36,41,13,328,1.24,3019,2165,81,0,6,7574,.640,39,5,17,5,1084,0.77,.543,16.34,81,2.81,8.99,3.21,7.92,4.38,1.33,0,4,20,Toronto Blue Jays
82,82,611,797,357,131,4,83,710,217,6,676,40,.245,2755,.307,.386,.693,23,61,.726,35,11854,4.14,720.0,40,42,16,29,54,13,331,1.24,3051,2160,82,1,6,7718,.650,40,7,20,7,1064,0.77,.488,16.46,81,3.27,8.88,2.71,8.45,4.46,1.04,0,10,29,Minnesota Twins
82,82,676,707,333,131,10,87,753,238,6,688,24,.246,2798,.309,.393,.702,22,56,.718,44,12018,3.76,732.0,48,34,25,41,37,16,306,1.27,3086,2196,82,0,7,7810,.650,24,1,23,8,1100,0.96,.585,16.42,82,3.16,9.26,2.93,8.46,4.09,1.07,0,8,18,Philadelphia Phillies
81,81,679,652,324,128,10,90,733,260,10,627,32,.236,2662,.309,.393,.702,22,72,.766,46,11738,3.82,714.1,37,44,12,24,32,12,303,1.24,2983,2143,81,1,5,7562,.640,32,5,20,9,1045,1.04,.457,16.43,80,2.82,9.24,3.28,7.90,4.08,1.13,0,10,19,Atlanta Braves
82,82,640,830,365,153,16,88,592,300,13,699,48,.256,2732,.337,.420,.757,19,65,.774,61,11939,4.18,711.1,26,56,8,22,40,14,330,1.40,3111,2134,82,0,4,7426,.620,48,2,20,11,1148,0.77,.317,16.78,82,1.97,7.49,3.80,8.84,4.62,1.11,2,4,25,Chicago White Sox
80,80,687,763,416,140,15,95,623,280,10,713,35,.259,2754,.332,.424,.756,13,105,.890,48,12043,4.88,712.0,35,45,17,31,46,14,386,1.39,3103,2136,80,0,4,7635,.630,35,4,25,2,1168,0.90,.438,16.91,80,2.23,7.88,3.54,9.01,5.26,1.20,2,6,26,Miami Marlins
81,81,664,699,297,110,10,77,748,261,5,580,26,.217,2669,.292,.353,.645,14,54,.794,46,11618,3.41,719.2,47,34,23,31,47,8,273,1.17,2980,2159,81,0,9,7378,.640,26,3,23,12,941,0.95,.580,16.14,81,2.87,9.35,3.26,7.25,3.71,0.96,2,7,15,New York Yankees
82,82,627,798,337,115,9,88,692,285,13,660,29,.241,2744,.316,.385,.701,19,42,.689,52,12204,3.85,727.1,46,36,22,32,55,10,311,1.30,3093,2182,82,0,7,7745,.630,29,5,19,3,1057,0.79,.561,16.78,82,2.43,8.56,3.53,8.17,4.17,1.09,2,13,20,Milwaukee Brewers
81,81,690,733,399,116,9,104,637,315,25,728,25,.265,2752,.342,.427,.769,15,61,.803,77,12136,4.61,716.1,40,41,21,37,46,16,367,1.46,3129,2149,81,0,4,7693,.630,25,5,30,3,1174,0.94,.494,16.94,81,2.02,8.00,3.96,9.15,5.01,1.31,1,7,29,Los Angeles Angels
81,81,703,708,416,164,12,110,689,267,12,701,36,.252,2779,.324,.439,.763,16,53,.768,54,11994,4.76,720.1,41,40,25,39,47,14,381,1.34,3105,2161,81,0,6,7569,.630,36,8,14,7,1219,0.99,.506,16.65,81,2.58,8.61,3.34,8.76,5.20,1.37,1,7,15,Arizona Diamondbacks
81,81,672,726,410,143,16,111,661,260,4,750,25,.270,2779,.335,.453,.788,10,56,.848,51,12038,4.92,709.1,35,46,19,29,64,10,388,1.42,3095,2128,81,0,3,7647,.640,25,3,32,9,1258,0.93,.432,16.97,81,2.54,8.39,3.30,9.52,5.20,1.41,1,8,22,Baltimore Orioles
83,83,726,723,383,110,2,82,702,290,12,706,35,.250,2821,.325,.378,.703,24,75,.758,64,12330,4.03,743.2,40,43,22,39,42,17,333,1.34,3187,2231,83,0,6,7860,.640,35,3,19,2,1066,1.00,.482,16.58,83,2.42,8.50,3.51,8.54,4.64,0.99,5,10,26,Boston Red Sox
82,82,649,845,344,117,12,97,618,230,7,690,28,.249,2771,.311,.405,.716,20,47,.701,64,11671,3.89,732.2,48,34,19,28,52,9,317,1.26,3062,2198,82,0,8,7631,.650,28,0,16,11,1122,0.77,.585,15.93,82,2.69,7.59,2.83,8.48,4.23,1.19,2,11,20,Chicago Cubs
82,82,619,844,339,139,8,96,665,252,7,628,36,.231,2722,.302,.393,.695,18,65,.783,40,12012,3.81,726.2,43,39,21,30,52,9,308,1.21,3046,2180,82,2,4,7687,.640,36,2,23,7,1071,0.73,.524,16.53,80,2.64,8.24,3.12,7.78,4.20,1.19,2,15,19,Cincinnati Reds
80,80,618,752,334,121,6,82,670,291,10,672,29,.251,2682,.328,.392,.720,23,66,.742,49,11985,3.93,705.1,40,40,23,30,59,7,308,1.37,3033,2116,80,1,9,7594,.630,29,4,24,6,1051,0.82,.500,16.99,79,2.30,8.55,3.71,8.57,4.26,1.05,1,10,20,Cleveland Guardians
82,82,775,753,508,166,13,109,541,281,9,835,22,.292,2857,.356,.474,.830,22,80,.784,70,12044,5.56,716.0,18,64,13,26,33,13,442,1.56,3209,2148,82,0,0,7622,.630,22,4,41,3,1354,1.03,.220,16.82,82,1.93,6.80,3.53,10.50,6.39,1.37,2,11,36,Colorado Rockies
