gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,caughtStealingPercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,catchersInterference,sacBunts,sacFlies,team
126,126,920,1306,661,231,14,178,1035,447,20,1098,65,.255,4298,.331,.440,.771,25,106,.809,.191,73,19375,4.89,1117.1,56,70,26,43,50,17,607,1.38,4873,3352,126,0,8,12133,.630,65,7,23,4,1891,0.70,.444,17.34,126,2.32,8.34,3.60,8.84,5.32,1.43,2,13,48,Athletics
126,126,1053,1213,528,238,20,122,975,370,14,1006,54,.240,4194,.307,.393,.700,21,86,.804,.196,75,18117,4.02,1111.0,53,73,26,47,55,21,496,1.24,4672,3333,126,1,14,11734,.650,54,1,34,4,1650,0.87,.421,16.31,125,2.64,7.90,3.00,8.15,4.28,0.99,1,17,36,Pittsburgh Pirates
125,125,927,1223,475,163,14,124,1074,411,19,923,51,.226,4091,.302,.363,.665,22,80,.784,.216,79,17918,3.58,1105.0,69,56,40,55,84,15,439,1.21,4612,3315,125,2,15,11448,.640,51,4,34,8,1486,0.76,.552,16.22,123,2.61,8.75,3.35,7.52,3.87,1.01,3,17,39,San Diego Padres
126,126,1061,1187,550,193,14,150,1075,377,23,1046,56,.242,4314,.309,.398,.707,25,89,.781,.219,83,18458,3.92,1139.1,68,58,33,53,69,20,496,1.25,4803,3418,126,0,9,12003,.650,56,3,43,3,1717,0.89,.540,16.20,126,2.85,8.49,2.98,8.26,4.34,1.18,1,20,35,Seattle Mariners
125,125,1141,1027,510,217,17,108,1055,392,11,1026,47,.244,4201,.314,.381,.695,28,75,.728,.272,81,18038,3.67,1108.0,61,64,29,47,70,18,452,1.28,4689,3324,125,1,6,11613,.640,47,6,39,7,1601,1.11,.488,16.28,124,2.69,8.57,3.18,8.33,4.14,0.88,1,16,32,San Francisco Giants
126,126,1191,1135,574,209,28,124,918,337,11,1102,33,.257,4290,.313,.405,.718,25,94,.790,.210,80,17753,4.24,1113.2,62,64,30,47,68,17,525,1.29,4721,3341,126,2,12,11433,.640,33,4,41,6,1739,1.05,.492,15.94,124,2.72,7.42,2.72,8.91,4.64,1.00,5,20,36,St. Louis Cardinals
125,125,1041,1087,517,181,8,159,1064,354,9,985,52,.237,4149,.304,.400,.704,30,121,.801,.199,98,17527,3.92,1104.2,61,64,28,49,69,21,481,1.21,4587,3314,125,1,9,11408,.650,52,5,21,9,1659,0.96,.488,15.87,124,3.01,8.67,2.88,8.03,4.21,1.30,3,6,23,Tampa Bay Rays
126,126,1045,1177,466,170,12,132,1031,376,19,952,39,.229,4163,.297,.370,.667,18,93,.838,.162,90,17727,3.45,1119.1,62,64,30,54,70,24,429,1.19,4621,3358,126,2,11,11458,.650,39,4,37,4,1542,0.89,.492,15.84,124,2.74,8.29,3.02,7.65,3.75,1.06,1,15,27,Texas Rangers
126,126,919,1220,567,191,11,170,1111,404,23,1008,64,.239,4212,.313,.411,.724,29,81,.736,.264,75,18350,4.25,1116.2,73,53,35,54,75,19,527,1.26,4728,3350,126,1,7,11752,.640,64,7,24,7,1731,0.75,.579,16.43,125,2.75,8.95,3.26,8.12,4.57,1.37,2,11,35,Toronto Blue Jays
124,124,911,1241,554,203,11,143,1045,337,13,1062,52,.253,4198,.313,.409,.722,33,101,.754,.246,55,18052,4.24,1092.0,58,66,23,41,78,18,515,1.28,4648,3276,124,1,7,11712,.650,52,7,35,9,1716,0.73,.468,16.53,123,3.10,8.61,2.78,8.75,4.57,1.18,0,16,45,Minnesota Twins
125,125,1038,1069,499,186,13,136,1134,335,7,1035,40,.244,4241,.304,.390,.694,31,76,.710,.290,64,17919,3.78,1110.1,72,53,33,51,58,18,466,1.23,4651,3331,125,2,11,11654,.650,40,3,28,10,1655,0.97,.576,16.14,123,3.39,9.19,2.72,8.39,4.04,1.10,0,11,24,Philadelphia Phillies
125,125,1034,1080,557,202,16,146,1095,419,19,1017,52,.243,4180,.318,.404,.722,30,114,.792,.208,67,18509,4.29,1106.2,56,69,23,39,54,16,527,1.30,4697,3320,125,1,6,11807,.640,52,7,32,14,1689,0.96,.448,16.73,124,2.61,8.91,3.41,8.27,4.53,1.19,0,14,32,Atlanta Braves
125,125,966,1242,560,228,19,138,955,458,22,1032,65,.249,4149,.330,.413,.743,26,109,.807,.193,92,18283,4.17,1090.1,45,80,17,35,53,18,505,1.37,4722,3271,125,0,6,11420,.620,65,7,33,14,1712,0.78,.360,16.77,125,2.09,7.88,3.78,8.52,4.62,1.14,4,9,37,Chicago White Sox
125,125,1058,1186,602,220,19,137,985,386,12,1053,56,.249,4235,.317,.407,.724,19,153,.890,.110,72,18293,4.55,1106.1,59,66,30,49,66,19,559,1.30,4728,3319,125,0,9,11703,.640,56,5,47,3,1722,0.89,.472,16.53,125,2.55,8.01,3.14,8.57,4.90,1.11,4,8,39,Miami Marlins
124,124,1032,1085,537,185,18,140,1104,429,10,948,41,.229,4136,.306,.384,.690,21,77,.786,.214,73,18179,4.02,1098.2,67,57,33,50,76,17,491,1.25,4644,3296,124,0,10,11528,.630,41,4,37,14,1589,0.95,.540,16.55,124,2.57,9.04,3.51,7.77,4.40,1.15,5,11,22,New York Yankees
124,124,987,1162,477,172,12,134,1077,410,16,946,44,.229,4126,.304,.374,.678,23,62,.729,.271,79,18142,3.56,1106.2,79,45,36,50,86,14,438,1.23,4628,3320,124,0,12,11544,.640,44,5,27,6,1544,0.85,.637,16.39,124,2.63,8.76,3.33,7.69,3.88,1.09,2,17,29,Milwaukee Brewers
125,125,1058,1161,626,174,19,173,992,480,38,1110,34,.260,4267,.337,.431,.768,19,90,.826,.174,112,18705,4.69,1109.0,60,65,29,57,68,28,578,1.43,4836,3327,125,0,5,11918,.640,34,8,48,5,1841,0.91,.480,16.87,125,2.07,8.05,3.90,9.01,5.08,1.40,1,14,40,Los Angeles Angels
126,126,1088,1164,616,262,20,156,1012,392,17,1103,51,.255,4325,.323,.433,.756,22,87,.798,.202,86,18406,4.57,1119.0,60,66,33,57,63,24,568,1.34,4812,3357,126,0,7,11693,.640,51,8,23,9,1873,0.93,.476,16.45,126,2.58,8.14,3.15,8.87,4.95,1.25,2,17,25,Arizona Diamondbacks
125,125,1044,1124,608,200,22,166,1031,404,14,1114,39,.261,4265,.328,.435,.763,20,84,.808,.192,78,18394,4.68,1101.0,58,67,29,45,84,16,572,1.38,4758,3303,125,1,6,11795,.640,39,5,47,9,1856,0.93,.464,16.71,124,2.55,8.43,3.30,9.11,4.97,1.36,2,14,34,Baltimore Orioles
126,126,1114,1124,538,161,7,129,1028,413,15,1050,61,.246,4271,.319,.377,.696,35,103,.746,.254,91,18418,3.76,1127.0,68,58,33,56,65,23,471,1.30,4798,3381,126,2,7,11841,.640,61,5,37,2,1612,0.99,.540,16.34,124,2.49,8.21,3.30,8.39,4.30,1.03,8,12,33,Boston Red Sox
124,124,980,1263,504,176,13,153,945,320,8,1007,39,.243,4145,.301,.402,.703,27,62,.697,.303,83,17404,3.83,1100.2,70,54,29,43,79,14,469,1.21,4556,3302,124,0,13,11425,.660,39,0,22,17,1668,0.78,.565,15.81,124,2.95,7.73,2.62,8.23,4.12,1.25,2,18,32,Chicago Cubs
126,126,982,1253,522,218,13,138,1041,395,10,986,47,.234,4210,.305,.390,.695,25,88,.779,.221,66,18463,3.80,1116.2,66,60,30,47,82,17,471,1.24,4706,3350,126,3,7,11838,.640,47,2,35,8,1644,0.78,.524,16.53,123,2.64,8.39,3.18,7.95,4.21,1.11,2,21,31,Cincinnati Reds
124,124,978,1183,523,189,15,132,1044,442,16,1006,42,.242,4159,.318,.390,.708,34,86,.717,.283,71,18452,3.86,1104.2,64,60,37,53,88,16,474,1.31,4696,3314,124,1,10,11727,.640,42,7,38,13,1621,0.83,.516,16.70,123,2.36,8.51,3.60,8.20,4.26,1.08,1,15,37,Cleveland Guardians
125,125,1148,1173,799,264,26,180,830,431,14,1317,46,.299,4409,.364,.493,.857,26,111,.810,.190,106,18550,5.96,1091.1,36,89,25,46,50,21,723,1.60,4948,3274,125,0,2,11724,.630,46,6,53,7,2173,0.98,.288,17.00,125,1.93,6.84,3.55,10.86,6.59,1.48,3,13,46,Colorado Rockies
127,127,1077,1114,524,185,16,141,1087,368,12,1009,51,.238,4241,.304,.389,.693,29,65,.691,.309,86,18221,3.80,1126.1,74,53,34,50,59,16,476,1.22,4708,3379,127,1,13,11799,.650,51,1,35,7,1649,0.97,.583,16.18,126,2.95,8.69,2.94,8.06,4.19,1.13,2,15,31,Detroit Tigers
125,125,934,1140,513,200,13,151,1180,381,6,975,51,.234,4173,.303,.396,.699,19,126,.869,.131,69,18155,3.89,1114.0,69,56,36,49,73,13,482,1.22,4664,3342,125,3,9,11583,.640,51,4,30,8,1654,0.82,.552,16.30,122,3.10,9.53,3.08,7.88,4.14,1.22,3,21,35,Houston Astros
125,125,1059,1195,478,191,20,125,982,376,16,1004,33,.239,4205,.305,.383,.688,19,34,.642,.358,88,17940,3.60,1113.0,64,61,36,51,67,15,445,1.24,4650,3339,125,0,10,11510,.640,33,2,39,7,1610,0.89,.512,16.12,125,2.61,7.94,3.04,8.12,3.87,1.01,1,15,20,Kansas City Royals
125,125,1018,1105,556,204,23,149,1109,430,22,1020,56,.243,4201,.319,.409,.728,33,88,.727,.273,71,18581,4.12,1111.2,71,54,36,57,100,21,509,1.30,4738,3335,125,0,6,11790,.630,56,4,50,9,1717,0.92,.568,16.71,125,2.58,8.98,3.48,8.26,4.50,1.21,0,15,36,Los Angeles Dodgers
124,124,1032,1192,682,208,26,153,942,418,4,1153,74,.271,4255,.343,.440,.783,35,83,.703,.297,84,18567,5.33,1089.1,50,74,24,39,50,15,645,1.44,4811,3268,124,0,8,11807,.640,74,3,55,5,1872,0.87,.403,17.04,124,2.25,7.78,3.45,9.53,5.63,1.26,0,18,46,Washington Nationals
124,124,1096,1052,518,191,17,115,1059,446,6,1004,59,.241,4172,.321,.377,.698,29,57,.663,.337,78,18689,3.78,1100.0,66,58,36,58,80,22,462,1.32,4720,3300,124,1,7,11797,.630,59,4,46,5,1574,1.04,.532,16.99,123,2.37,8.66,3.65,8.21,4.24,0.94,4,11,28,New York Mets
