game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
264675,2010-06-08,114,111,CLE,BOS,Indians,Red Sox,Cleveland Indians,Boston Red Sox,0,0,regular,regular,2010,2010,58,61,32,35,2,3,4,9,1,3,1,0,1,0,1,3,10,12,2,2,8,6,1,1,0.244,0.273,0.321,0.35,0.364,0.461,0.685,0.811,0,1,1,0,4.72,4.25,9.0,9.0,9,4,0,1,0,1,2,2,6,8,0.0,0.0,1.55,1.36,1,1,2010-06-08
264681,2010-06-08,120,134,WSH,PIT,Nationals,Pirates,Washington Nationals,Pittsburgh Pirates,0,0,regular,regular,2010,2010,60,59,33,31,5,2,11,5,2,0,0,0,3,1,4,2,22,8,1,0,1,17,0,1,0.261,0.236,0.334,0.305,0.408,0.363,0.742,0.668,1,0,0,1,4.13,5.26,9.0,8.0,5,11,2,5,1,3,0,1,17,1,0.0,0.0,1.42,1.55,0,0,2010-06-08
264678,2010-06-08,143,146,PHI,FLA,Phillies,Marlins,Philadelphia Phillies,Florida Marlins,0,0,regular,regular,2010,2010,59,60,36,41,10,8,13,13,0,2,0,2,2,2,10,8,19,25,6,2,4,10,1,0,0.26,0.261,0.333,0.327,0.414,0.402,0.747,0.729,1,0,0,1,3.72,4.07,9.0,8.0,13,13,7,9,2,2,2,6,10,4,0.0,0.0,1.27,1.37,2,2,2010-06-08
264680,2010-06-08,110,147,BAL,NYY,Orioles,Yankees,Baltimore Orioles,New York Yankees,0,0,regular,regular,2010,2010,59,60,41,41,7,12,15,15,1,1,0,0,1,3,7,12,19,25,2,8,7,9,0,1,0.245,0.283,0.309,0.365,0.364,0.448,0.673,0.813,0,1,1,0,4.9,3.86,9.0,9.0,15,15,12,7,3,1,8,2,9,7,0.0,0.0,1.51,1.27,1,0,2010-06-08
264682,2010-06-08,121,135,NYM,SD,Mets,Padres,New York Mets,San Diego Padres,0,0,regular,regular,2010,2010,59,58,39,38,2,1,9,6,1,2,1,0,2,0,2,1,18,8,1,0,11,9,2,0,0.255,0.249,0.327,0.322,0.396,0.366,0.723,0.688,1,0,0,1,3.85,2.99,11.0,10.0,6,9,1,2,0,2,0,1,9,11,0.0,0.0,1.45,1.19,1,1,2010-06-08
264684,2010-06-08,113,137,CIN,SF,Reds,Giants,Cincinnati Reds,San Francisco Giants,0,0,regular,regular,2010,2010,59,57,32,35,0,3,7,10,3,2,0,0,0,1,0,3,10,15,2,7,5,6,0,0,0.276,0.264,0.345,0.328,0.453,0.399,0.798,0.727,0,1,1,0,4.46,3.25,9.0,9.0,10,7,3,0,1,0,7,2,6,5,0.0,0.0,1.43,1.23,0,0,2010-06-08
264686,2010-06-08,139,141,TB,TOR,Rays,Blue Jays,Tampa Bay Rays,Toronto Blue Jays,0,0,regular,regular,2010,2010,59,59,37,28,9,0,12,2,1,0,0,0,2,0,9,0,19,2,4,1,8,6,0,0,0.258,0.243,0.337,0.309,0.411,0.465,0.748,0.774,1,0,0,1,3.26,4.17,9.0,8.0,2,12,0,9,0,2,1,4,6,8,0.0,0.0,1.21,1.32,0,1,2010-06-08
264683,2010-06-08,140,136,TEX,SEA,Rangers,Mariners,Texas Rangers,Seattle Mariners,0,0,regular,regular,2010,2010,58,58,34,31,7,1,9,4,2,1,0,0,1,0,7,1,14,5,4,3,6,5,0,0,0.273,0.244,0.336,0.314,0.414,0.347,0.75,0.661,1,0,0,1,4.2,3.95,9.0,8.0,4,9,1,7,0,1,3,4,5,6,0.0,0.0,1.38,1.3,1,1,2010-06-08
264679,2010-06-08,115,117,COL,HOU,Rockies,Astros,Colorado Rockies,Houston Astros,0,0,regular,regular,2010,2010,62,59,32,35,3,4,9,10,2,2,0,0,0,0,3,4,11,12,4,0,7,2,0,1,0.258,0.238,0.335,0.291,0.414,0.34,0.749,0.631,0,1,1,0,3.63,4.48,9.0,9.0,10,9,4,3,0,0,0,4,2,7,0.0,0.0,1.3,1.47,0,0,2010-06-08
264674,2010-06-08,109,144,AZ,ATL,D-backs,Braves,Arizona Diamondbacks,Atlanta Braves,0,0,regular,regular,2010,2010,59,59,32,41,5,7,7,14,0,2,0,1,3,0,5,6,16,18,3,7,8,8,2,2,0.25,0.26,0.326,0.352,0.424,0.394,0.75,0.746,0,1,1,0,5.5,3.81,9.0,9.0,14,7,7,5,0,3,7,3,8,8,0.0,0.0,1.52,1.3,0,0,2010-06-08
