game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
264575,2010-05-31,116,133,DET,OAK,Tigers,Athletics,Detroit Tigers,Oakland Athletics,0,0,regular,regular,2010,2010,53,52,30,33,1,4,7,8,0,3,0,0,0,0,1,3,7,11,6,2,6,8,0,2,0.269,0.254,0.342,0.32,0.417,0.367,0.759,0.687,0,1,1,0,4.13,3.79,9.0,9.0,8,7,4,1,0,0,2,6,8,6,0.0,0.0,1.4,1.29,0,1,2010-05-31
264576,2010-05-31,144,143,ATL,PHI,Braves,Phillies,Atlanta Braves,Philadelphia Phillies,0,0,regular,regular,2010,2010,51,52,36,31,9,3,11,6,1,4,0,0,2,0,9,3,18,10,2,4,3,3,0,1,0.256,0.26,0.347,0.332,0.393,0.421,0.74,0.753,1,0,0,1,3.83,3.68,9.0,8.0,6,11,3,7,0,2,4,2,3,3,0.0,0.0,1.3,1.25,0,2,2010-05-31
264571,2010-05-31,147,114,NYY,CLE,Yankees,Indians,New York Yankees,Cleveland Indians,0,0,regular,regular,2010,2010,53,50,39,33,11,2,18,6,4,0,0,0,2,1,11,2,28,9,1,1,5,8,0,0,0.286,0.246,0.367,0.326,0.452,0.363,0.819,0.689,1,0,0,1,3.95,4.89,9.0,8.0,6,18,2,11,1,2,1,1,8,5,0.0,0.0,1.28,1.57,0,1,2010-05-31
264572,2010-05-31,146,158,FLA,MIL,Marlins,Brewers,Florida Marlins,Milwaukee Brewers,0,0,regular,regular,2010,2010,53,51,37,35,13,5,14,9,4,2,1,0,2,1,13,5,26,14,4,3,10,4,0,0,0.258,0.266,0.326,0.342,0.396,0.443,0.722,0.785,1,0,0,1,3.83,5.36,9.0,8.0,9,14,4,12,1,2,3,4,4,10,0.0,0.0,1.31,1.64,2,2,2010-05-31
264570,2010-05-31,134,112,PIT,CHC,Pirates,Cubs,Pittsburgh Pirates,Chicago Cubs,0,0,regular,regular,2010,2010,52,52,31,32,2,1,7,4,1,0,0,1,1,0,2,1,11,6,4,3,4,9,0,1,0.237,0.259,0.308,0.328,0.357,0.405,0.665,0.733,1,0,0,1,5.37,4.07,9.0,8.0,4,7,1,2,0,1,3,4,9,4,0.0,0.0,1.56,1.31,1,0,2010-05-31
264580,2010-05-31,117,120,HOU,WSH,Astros,Nationals,Houston Astros,Washington Nationals,0,0,regular,regular,2010,2010,51,53,34,39,4,14,7,14,0,3,1,0,1,2,3,14,12,23,4,6,2,9,0,2,0.23,0.259,0.282,0.334,0.325,0.413,0.607,0.747,0,1,1,0,4.6,4.26,9.0,9.0,14,7,14,3,2,1,6,4,9,2,0.0,0.0,1.48,1.41,1,1,2010-05-31
264568,2010-05-31,118,108,KC,LAA,Royals,Angels,Kansas City Royals,Los Angeles Angels,0,0,regular,regular,2010,2010,52,53,34,38,1,7,8,11,4,4,0,0,0,3,1,7,12,24,0,3,11,8,1,2,0.277,0.25,0.336,0.315,0.411,0.401,0.747,0.716,0,1,1,0,4.8,4.63,9.0,9.0,11,8,7,1,3,0,3,0,8,11,0.0,0.0,1.47,1.48,0,0,2010-05-31
264577,2010-05-31,137,115,SF,COL,Giants,Rockies,San Francisco Giants,Colorado Rockies,0,0,regular,regular,2010,2010,50,55,30,32,0,4,4,6,1,1,0,0,0,0,0,3,5,7,2,6,9,7,0,2,0.261,0.26,0.327,0.336,0.398,0.419,0.725,0.755,0,1,1,0,3.34,3.7,9.0,9.0,6,4,3,0,0,0,6,2,7,9,0.0,0.0,1.24,1.31,2,0,2010-05-31
264578,2010-05-31,138,113,STL,CIN,Cardinals,Reds,St. Louis Cardinals,Cincinnati Reds,0,0,regular,regular,2010,2010,52,52,36,36,12,4,16,9,6,0,0,1,0,0,12,4,22,11,10,3,1,7,0,0,0.262,0.275,0.339,0.347,0.408,0.457,0.747,0.804,1,0,0,1,2.95,4.54,9.0,8.0,9,16,3,12,0,0,3,10,7,1,0.0,0.0,1.22,1.4,1,1,2010-05-31
264579,2010-05-31,141,139,TOR,TB,Blue Jays,Rays,Toronto Blue Jays,Tampa Bay Rays,0,0,regular,regular,2010,2010,53,53,33,30,3,2,11,6,3,0,0,2,1,0,3,2,17,10,2,3,4,3,0,0,0.245,0.256,0.311,0.334,0.472,0.409,0.783,0.743,1,0,0,1,4.13,3.18,9.0,8.0,6,11,2,3,0,1,3,2,3,4,0.0,0.0,1.32,1.2,0,0,2010-05-31
