game_pk,date,home_team_id,away_team_id,home_team_abbreviation,away_team_abbreviation,home_team_display_name,away_team_display_name,home_team_name,away_team_name,home_postseason,away_postseason,home_season_type,away_season_type,home_season,away_season,home_gp,away_gp,home_batting_ab,away_batting_ab,home_batting_r,away_batting_r,home_batting_h,away_batting_h,home_batting_2b,away_batting_2b,home_batting_3b,away_batting_3b,home_batting_hr,away_batting_hr,home_batting_rbi,away_batting_rbi,home_batting_tb,away_batting_tb,home_batting_bb,away_batting_bb,home_batting_so,away_batting_so,home_batting_sb,away_batting_sb,home_batting_avg,away_batting_avg,home_batting_obp,away_batting_obp,home_batting_slg,away_batting_slg,home_batting_ops,away_batting_ops,home_pitching_w,away_pitching_w,home_pitching_l,away_pitching_l,home_pitching_era,away_pitching_era,home_pitching_ip,away_pitching_ip,home_pitching_h,away_pitching_h,home_pitching_er,away_pitching_er,home_pitching_hr,away_pitching_hr,home_pitching_bb,away_pitching_bb,home_pitching_k,away_pitching_k,home_pitching_oba,away_pitching_oba,home_pitching_whip,away_pitching_whip,home_fielding_e,away_fielding_e,date_dt
380904,2014-04-27,147,108,NYY,LAA,Yankees,Angels,New York Yankees,Los Angeles Angels,0,0,regular,regular,2014,2014,26,24,27,31,3,2,3,6,1,2,0,1,1,1,2,2,7,13,4,5,8,15,0,0,0.263,0.253,0.327,0.317,0.407,0.448,0.734,0.765,1,0,0,1,4.18,3.88,9.0,8.0,6,3,2,2,1,1,5,4,15,8,0.0,0.0,1.29,1.28,0,1,2014-04-27
380905,2014-04-27,141,111,TOR,BOS,Blue Jays,Red Sox,Toronto Blue Jays,Boston Red Sox,0,0,regular,regular,2014,2014,26,26,32,33,7,1,9,6,4,1,0,0,1,0,7,1,16,7,0,0,8,9,0,0,0.25,0.241,0.322,0.329,0.408,0.379,0.73,0.708,1,0,0,1,4.45,3.9,9.0,8.0,6,9,1,6,0,1,0,0,9,8,0.0,0.0,1.45,1.39,0,1,2014-04-27
380906,2014-04-27,158,112,MIL,CHC,Brewers,Cubs,Milwaukee Brewers,Chicago Cubs,0,0,regular,regular,2014,2014,26,25,30,34,0,4,3,9,1,0,0,0,0,2,0,4,4,15,2,1,10,8,0,2,0.256,0.231,0.309,0.294,0.41,0.351,0.719,0.645,0,1,1,0,2.58,3.75,9.0,9.0,9,3,4,0,2,0,1,2,8,10,0.0,0.0,1.03,1.31,0,2,2014-04-27
380907,2014-04-27,144,113,ATL,CIN,Braves,Reds,Atlanta Braves,Cincinnati Reds,0,0,regular,regular,2014,2014,25,26,35,33,1,0,7,5,2,2,0,0,0,0,1,0,9,7,3,2,12,8,0,0,0.245,0.247,0.304,0.317,0.401,0.375,0.705,0.692,1,0,0,1,2.04,3.34,10.0,9.2,5,7,0,1,0,0,2,3,8,12,0.0,0.0,1.06,1.21,0,0,2014-04-27
380908,2014-04-27,137,114,SF,CLE,Giants,Indians,San Francisco Giants,Cleveland Indians,0,0,regular,regular,2014,2014,25,28,32,29,4,1,8,3,3,0,0,0,1,1,4,1,14,6,2,2,10,8,0,0,0.234,0.237,0.307,0.319,0.398,0.362,0.705,0.681,1,0,0,1,3.35,4.09,9.0,8.2,3,8,1,4,1,1,2,2,8,10,0.0,0.0,1.22,1.38,0,0,2014-04-27
380909,2014-04-27,119,115,LAD,COL,Dodgers,Rockies,Los Angeles Dodgers,Colorado Rockies,0,0,regular,regular,2014,2014,27,26,33,37,1,6,8,11,1,4,0,0,0,1,1,5,9,18,3,0,6,5,1,0,0.246,0.294,0.308,0.346,0.409,0.47,0.717,0.816,0,1,1,0,3.12,4.13,9.0,9.0,11,8,5,1,1,0,0,3,5,6,0.0,0.0,1.22,1.29,3,0,2014-04-27
380911,2014-04-27,110,118,BAL,KC,Orioles,Royals,Baltimore Orioles,Kansas City Royals,0,0,regular,regular,2014,2014,25,25,32,39,3,9,5,13,1,3,0,0,1,1,2,9,9,19,2,4,10,4,0,1,0.265,0.26,0.319,0.314,0.393,0.361,0.712,0.675,0,1,1,0,4.49,3.09,9.0,9.0,13,5,8,3,1,1,4,2,4,10,0.0,0.0,1.47,1.2,1,1,2014-04-27
380912,2014-04-27,121,146,NYM,MIA,Mets,Marlins,New York Mets,Miami Marlins,0,0,regular,regular,2014,2014,25,25,29,28,4,0,6,3,2,0,0,0,1,0,4,0,11,3,4,4,6,7,1,0,0.218,0.255,0.296,0.325,0.318,0.386,0.614,0.711,1,0,0,1,3.67,3.53,9.0,8.0,3,6,0,4,0,1,4,4,7,6,0.0,0.0,1.3,1.28,0,1,2014-04-27
380913,2014-04-27,117,133,HOU,OAK,Astros,Athletics,Houston Astros,Oakland Athletics,0,0,regular,regular,2014,2014,26,27,32,29,5,1,7,2,1,0,1,0,1,0,5,1,13,2,2,3,4,7,0,1,0.21,0.255,0.281,0.345,0.365,0.408,0.646,0.753,1,0,0,1,4.82,2.95,9.0,8.0,2,7,1,5,0,1,3,2,7,4,0.0,0.0,1.44,1.17,0,1,2014-04-27
380914,2014-04-27,109,143,AZ,PHI,D-backs,Phillies,Arizona Diamondbacks,Philadelphia Phillies,0,0,regular,regular,2014,2014,29,27,32,34,0,2,6,8,1,2,1,0,0,0,0,1,9,10,0,1,8,13,0,1,0.243,0.259,0.295,0.318,0.368,0.379,0.663,0.697,0,1,1,0,5.17,4.24,9.0,9.0,8,6,2,0,0,0,1,0,13,8,0.0,0.0,1.45,1.41,1,0,2014-04-27
