game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
415464,2015-08-21,571787.0,523989.0,David Holmberg,Rubby De La Rosa,Cincinnati Reds,Arizona Diamondbacks,5.0,7.0,11.0,7.0,5.0,2.0,5.0,2.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,96.0,93.0,59.0,63.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,29.0,6.0,6.0,7.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415465,2015-08-21,543294.0,571946.0,Kyle Hendricks,Shelby Miller,Chicago Cubs,Atlanta Braves,5.0,6.1,7.0,6.0,3.0,5.0,3.0,3.0,1.0,4.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0,88.0,60.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,28.0,9.0,7.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415466,2015-08-21,433587.0,519242.0,Félix Hernández,Chris Sale,Seattle Mariners,Chicago White Sox,6.0,7.0,9.0,3.0,4.0,3.0,4.0,3.0,1.0,1.0,4.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,110.0,63.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,26.0,6.0,3.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415467,2015-08-21,547888.0,471911.0,Masahiro Tanaka,Carlos Carrasco,New York Yankees,Cleveland Indians,6.0,6.2,7.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0,108.0,67.0,81.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,26.0,11.0,2.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415468,2015-08-21,596064.0,456501.0,Henry Owens,Johnny Cueto,Boston Red Sox,Kansas City Royals,8.0,6.0,4.0,13.0,2.0,7.0,1.0,6.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,103.0,96.0,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30.0,8.0,7.0,11.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415469,2015-08-21,571666.0,474463.0,Mike Fiers,Brett Anderson,Houston Astros,Los Angeles Dodgers,9.0,6.0,0.0,7.0,0.0,3.0,0.0,3.0,3.0,0.0,10.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,134.0,85.0,88.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,8.0,10.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415470,2015-08-21,461829.0,519076.0,Gio Gonzalez,Jimmy Nelson,Washington Nationals,Milwaukee Brewers,5.0,5.1,8.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,91.0,102.0,59.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,4.0,6.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415471,2015-08-21,612672.0,543548.0,Wei-Yin Chen,Tommy Milone,Baltimore Orioles,Minnesota Twins,6.0,5.1,7.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0,85.0,73.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,7.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415472,2015-08-21,592351.0,112526.0,Jon Gray,Bartolo Colon,Colorado Rockies,New York Mets,1.2,3.2,8.0,9.0,7.0,7.0,7.0,7.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,45.0,74.0,24.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,3.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415473,2015-08-21,572309.0,595191.0,Kendry Flores,Jerad Eickhoff,Miami Marlins,Philadelphia Phillies,5.0,6.0,7.0,5.0,5.0,0.0,5.0,0.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,75.0,55.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,1.0,1.0,9.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415474,2015-08-21,502046.0,518516.0,Jeff Locke,Madison Bumgarner,Pittsburgh Pirates,San Francisco Giants,5.0,6.1,11.0,6.0,6.0,3.0,6.0,3.0,1.0,1.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,92.0,109.0,66.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,27.0,5.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415475,2015-08-21,488768.0,407793.0,Andrew Cashner,John Lackey,San Diego Padres,St. Louis Cardinals,6.0,6.0,4.0,9.0,1.0,5.0,0.0,4.0,2.0,1.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0,90.0,72.0,67.0,0.0,0.0,1.0,1.0,0.0,0.0,24.0,28.0,9.0,5.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
