game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
415044,2015-07-21,543135.0,612672.0,Nathan Eovaldi,Wei-Yin Chen,New York Yankees,Baltimore Orioles,5.2,6.1,4.0,10.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,98.0,57.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,29.0,7.0,7.0,5.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415045,2015-07-21,592826.0,598271.0,Vince Velasquez,Brian Johnson,Houston Astros,Boston Red Sox,6.0,4.1,7.0,3.0,3.0,4.0,3.0,4.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,87.0,64.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,4.0,4.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415046,2015-07-21,628452.0,434628.0,Raisel Iglesias,Jason Hammel,Cincinnati Reds,Chicago Cubs,5.2,5.0,6.0,5.0,2.0,2.0,2.0,1.0,4.0,3.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,97.0,68.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,23.0,3.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415047,2015-07-21,490063.0,517593.0,Matt Garza,Danny Salazar,Milwaukee Brewers,Cleveland Indians,6.0,6.0,6.0,2.0,0.0,3.0,0.0,3.0,2.0,3.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,91.0,47.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,24.0,6.0,6.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415048,2015-07-21,622072.0,474463.0,Alex Wood,Brett Anderson,Atlanta Braves,Los Angeles Dodgers,6.2,2.2,6.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,107.0,54.0,59.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,9.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415049,2015-07-21,476451.0,502009.0,Jeremy Hellickson,Mat Latos,Arizona Diamondbacks,Miami Marlins,7.0,7.0,5.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,102.0,84.0,69.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,26.0,7.0,11.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415050,2015-07-21,533167.0,502043.0,Matt Shoemaker,Kyle Gibson,Los Angeles Angels,Minnesota Twins,6.0,5.0,2.0,10.0,0.0,6.0,0.0,5.0,3.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,94.0,58.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,24.0,2.0,4.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415051,2015-07-21,605452.0,594798.0,Joe Ross,Jacob deGrom,Washington Nationals,New York Mets,6.1,6.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,82.0,59.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,8.0,5.0,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415052,2015-07-21,450306.0,543037.0,Jason Vargas,Gerrit Cole,Kansas City Royals,Pittsburgh Pirates,1.1,7.1,1.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,108.0,15.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,27.0,1.0,9.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
415053,2015-07-21,572888.0,592836.0,Shane Greene,Taijuan Walker,Detroit Tigers,Seattle Mariners,4.2,4.1,6.0,7.0,5.0,6.0,5.0,5.0,2.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,84.0,78.0,51.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,22.0,4.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
