game_pk,date,home_starter_id,away_starter_id,home_starter_name,away_starter_name,home_starter_team,away_starter_team,home_starter_ip,away_starter_ip,home_starter_hits,away_starter_hits,home_starter_runs,away_starter_runs,home_starter_earned_runs,away_starter_earned_runs,home_starter_walks,away_starter_walks,home_starter_strikeouts,away_starter_strikeouts,home_starter_homeruns,away_starter_homeruns,home_starter_era,away_starter_era,home_starter_whip,away_starter_whip,home_starter_pitches,away_starter_pitches,home_starter_strikes,away_starter_strikes,home_starter_hit_batters,away_starter_hit_batters,home_starter_wild_pitches,away_starter_wild_pitches,home_starter_balks,away_starter_balks,home_starter_batters_faced,away_starter_batters_faced,home_starter_ground_outs,away_starter_ground_outs,home_starter_air_outs,away_starter_air_outs,home_starter_wins,away_starter_wins,home_starter_losses,away_starter_losses,home_starter_saves,away_starter_saves,home_starter_blown_saves,away_starter_blown_saves,home_starter_holds,away_starter_holds,pitcher_id,pitcher_name,team_id,team_abbreviation,opponent_id,opponent_abbreviation,home_away,win,loss,save,ip,h,r,er,bb,so,hr,era,pitches,strikes,date_dt
416043,2015-10-03,594742.0,592593.0,Alec Asher,Justin Nicolino,Philadelphia Phillies,Miami Marlins,2.0,7.0,6.0,6.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,80.0,27.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,27.0,2.0,9.0,3.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416044,2015-10-03,612672.0,467100.0,Wei-Yin Chen,Iván Nova,Baltimore Orioles,New York Yankees,6.0,5.2,4.0,8.0,2.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,103.0,105.0,69.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,28.0,6.0,9.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416049,2015-10-03,592789.0,461829.0,Noah Syndergaard,Gio Gonzalez,New York Mets,Washington Nationals,7.0,6.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,3.0,10.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,101.0,107.0,70.0,64.0,1.0,0.0,1.0,0.0,0.0,0.0,26.0,23.0,9.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416050,2015-10-03,407890.0,502327.0,Colby Lewis,Héctor Santiago,Texas Rangers,Los Angeles Angels,4.0,4.0,6.0,5.0,5.0,5.0,5.0,3.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,79.0,50.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,2.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416051,2015-10-03,446372.0,444520.0,Corey Kluber,Craig Breslow,Cleveland Indians,Boston Red Sox,8.0,5.1,3.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,107.0,66.0,74.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,7.0,6.0,6.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416052,2015-10-03,621281.0,543294.0,Tyler Wagner,Kyle Hendricks,Milwaukee Brewers,Chicago Cubs,6.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,79.0,59.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,7.0,6.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416053,2015-10-03,150359.0,605232.0,A.J. Burnett,Brandon Finnegan,Pittsburgh Pirates,Cincinnati Reds,6.2,6.0,5.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,107.0,88.0,67.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,6.0,10.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416054,2015-10-03,408241.0,543734.0,Jake Peavy,Chris Rusin,San Francisco Giants,Colorado Rockies,5.0,6.0,4.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,87.0,80.0,54.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,24.0,3.0,10.0,9.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416055,2015-10-03,605304.0,434378.0,Erik Johnson,Justin Verlander,Chicago White Sox,Detroit Tigers,6.1,6.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,121.0,56.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,24.0,2.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
416056,2015-10-03,476451.0,543521.0,Jeremy Hellickson,Collin McHugh,Arizona Diamondbacks,Houston Astros,5.0,7.0,7.0,6.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,91.0,55.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,5.0,8.0,6.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
